序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
22,臺北市,1994/02/25,松山,2.5,0.87,14.3,-,26,50,17.16,31.99,-,-,-,12.78,-,-,28.0
23,臺北市,1994/02/25,古亭,1.6,1.29,12.2,-,17,58,25.11,31.73,2.05,0.29,1.84,13.01,-,-,23.0
24,臺北市,1994/02/25,中山,2.7,1.47,9.1,-,21,75,35.93,37.2,2.31,0.34,1.97,13.47,-,-,23.0
25,臺北市,1994/02/25,大同,10.0,6.27,-,-,111,332,246.89,66.3,4.88,2.96,1.91,14.12,-,-,97.0
26,臺北市,1994/02/25,萬華,1.9,1.17,13.5,-,21,45,11.85,31.55,-,-,-,13.27,-,-,24.0
27,臺北市,1994/02/25,陽明,0.2,0.16,40.1,-,-,1,0.06,0.41,-,-,-,6.38,-,100.0,35.0
28,臺北市,1994/02/25,士林,0.7,0.53,24.3,-,19,21,4.15,15.16,-,-,-,13.95,-,-,28.0
29,臺北市,1994/02/24,松山,2.7,1.09,12.9,-,31,50,14.39,35.43,-,-,-,16.96,-,-,36.0
30,臺北市,1994/02/24,古亭,2.3,1.82,7.1,-,33,83,38.11,41.54,2.28,0.41,1.88,17.08,-,-,40.0
31,臺北市,1994/02/24,中山,4.2,1.63,7.1,-,44,75,32.8,40.91,2.61,0.52,2.11,17.1,-,-,52.0
32,臺北市,1994/02/24,大同,8.8,5.11,-,-,124,219,170.55,51.8,4.42,2.46,1.95,17.36,-,-,77.0
33,臺北市,1994/02/24,萬華,4.0,1.4,9.7,-,43,54,15.47,37.0,-,-,-,16.71,-,-,43.0
34,臺北市,1994/02/24,陽明,0.2,0.3,41.5,-,-,2,0.04,1.59,-,-,-,11.07,-,100.0,38.0
35,臺北市,1994/02/24,士林,2.1,0.94,9.8,-,57,45,12.1,31.62,-,-,-,16.68,-,-,51.0
36,臺北市,1994/02/23,松山,13.5,2.46,15.1,-,144,129,63.6,57.26,-,-,-,19.89,-,-,97.0
37,臺北市,1994/02/23,古亭,7.8,2.46,15.6,-,129,109,49.82,57.14,4.3,0.88,3.43,20.33,-,-,89.0
38,臺北市,1994/02/23,中山,8.2,2.65,11.8,-,155,127,81.73,49.92,4.15,1.19,2.96,19.9,-,-,102.0
39,臺北市,1994/02/23,大同,10.5,4.65,-,-,202,192,121.97,58.47,5.25,2.35,3.22,20.17,-,-,126.0
40,臺北市,1994/02/23,萬華,9.4,2.19,15.5,-,127,86,27.13,49.95,-,-,-,20.0,-,-,88.0
41,臺北市,1994/02/23,陽明,4.1,0.47,59.3,-,28,6,0.09,5.15,-,-,-,16.98,-,85.0,62.0
42,臺北市,1994/02/23,士林,4.7,1.83,13.2,-,132,83,43.61,34.89,-,-,-,19.41,-,-,91.0
43,臺北市,1994/02/22,松山,8.6,1.85,17.2,-,115,83,39.33,42.82,-,-,-,18.51,-,-,83.0
44,臺北市,1994/02/22,古亭,6.7,2.46,17.6,-,121,105,50.58,46.61,3.25,1.1,2.43,19.07,-,-,86.0
45,臺北市,1994/02/22,中山,9.6,2.72,16.2,-,134,71,55.72,53.3,3.12,1.07,2.22,18.76,-,-,92.0
46,臺北市,1994/02/22,大同,15.5,6.17,-,-,222,283,166.72,72.9,5.51,3.11,2.41,19.23,-,-,136.0
47,臺北市,1994/02/22,萬華,7.5,2.03,21.3,-,120,74,22.39,42.63,-,-,-,18.74,-,-,85.0
48,臺北市,1994/02/22,陽明,4.9,0.53,57.1,-,45,6,0.07,4.9,-,-,-,12.74,-,86.0,63.0
49,臺北市,1994/02/22,士林,5.2,1.39,26.1,-,105,59,26.57,31.42,-,-,-,18.79,-,-,77.0
50,臺北市,1994/02/21,松山,6.6,1.23,15.5,-,83,54,16.06,36.55,-,-,-,15.51,-,-,67.0
51,臺北市,1994/02/21,古亭,2.5,1.32,18.3,-,78,65,29.16,32.26,2.41,0.23,2.19,15.96,-,-,64.0
52,臺北市,1994/02/21,中山,9.1,1.69,12.6,-,99,83,38.73,42.93,2.65,0.48,2.17,15.91,-,-,74.0
53,臺北市,1994/02/21,大同,17.7,6.06,-,-,201,306,230.33,68.19,5.32,3.02,2.3,16.52,-,-,125.0
54,臺北市,1994/02/21,萬華,5.2,1.36,19.4,-,81,46,12.72,31.65,-,-,-,15.9,-,-,66.0
55,臺北市,1994/02/21,陽明,2.7,0.51,47.0,-,59,2,0.09,1.6,-,-,-,8.02,-,90.0,55.0
56,臺北市,1994/02/21,士林,4.2,0.91,26.0,-,81,31,8.67,21.38,-,-,-,15.73,-,-,66.0
57,臺北市,1994/02/20,松山,4.0,1.46,5.0,-,30,65,25.02,38.82,-,-,-,15.48,-,-,30.0
58,臺北市,1994/02/20,古亭,2.5,1.76,5.4,-,32,107,65.15,42.14,2.59,0.51,2.08,15.47,-,-,32.0
59,臺北市,1994/02/20,中山,2.8,1.56,6.8,-,34,79,39.02,37.82,2.46,0.45,2.03,15.4,-,-,34.0
60,臺北市,1994/02/20,大同,5.8,3.59,-,-,67,177,126.37,43.99,3.91,1.63,2.28,15.65,-,-,60.0
61,臺北市,1994/02/20,萬華,3.7,1.12,10.0,-,25,44,12.4,30.7,-,-,-,15.01,-,-,25.0
62,臺北市,1994/02/20,陽明,0.2,0.29,38.8,-,-,2,0.06,0.84,-,-,-,9.83,-,100.0,39.0
63,臺北市,1994/02/20,士林,1.1,1.03,14.6,-,26,45,17.4,25.77,-,-,-,15.48,-,-,26.0
64,臺北市,1994/02/19,松山,7.3,2.67,0.8,-,56,130,80.76,50.02,-,-,-,17.21,-,-,53.0
65,臺北市,1994/02/19,古亭,4.5,2.72,2.5,-,62,153,102.29,51.17,3.34,1.04,2.3,17.17,-,-,56.0
66,臺北市,1994/02/19,中山,5.3,2.22,2.0,-,53,112,57.99,46.47,2.9,0.85,2.05,16.93,-,-,52.0
67,臺北市,1994/02/19,大同,7.9,4.19,-,-,75,182,131.01,51.22,4.29,1.94,2.36,17.06,-,-,65.0
68,臺北市,1994/02/19,萬華,5.7,1.72,3.8,-,44,76,34.25,40.29,-,-,-,16.77,-,-,44.0
69,臺北市,1994/02/19,陽明,2.5,0.25,37.0,-,-,3,0.07,2.37,-,-,-,13.09,-,100.0,36.0
70,臺北市,1994/02/19,士林,2.0,1.19,6.2,-,35,63,26.8,35.78,-,-,-,16.8,-,-,35.0
71,臺北市,1994/02/18,松山,8.9,1.69,8.0,-,35,89,50.96,36.66,-,-,-,17.72,-,-,35.0
72,臺北市,1994/02/18,古亭,3.2,1.96,7.6,-,37,94,54.56,38.29,2.69,0.83,2.06,18.0,-,-,37.0
73,臺北市,1994/02/18,中山,10.2,2.33,5.6,-,50,117,73.84,41.94,3.16,0.95,2.25,18.03,-,-,50.0
74,臺北市,1994/02/18,大同,17.5,5.98,-,-,106,284,228.24,58.69,5.5,3.03,2.47,18.38,-,-,93.0
75,臺北市,1994/02/18,萬華,12.5,1.88,8.1,-,45,75,37.04,36.93,-,-,-,17.88,-,-,45.0
76,臺北市,1994/02/18,陽明,3.7,0.27,39.1,-,-,4,0.1,2.97,-,-,-,12.57,-,99.0,36.0
77,臺北市,1994/02/18,士林,4.9,1.33,7.0,-,39,65,30.2,34.0,-,-,-,17.79,-,-,39.0
78,臺北市,1994/02/17,松山,6.2,1.27,8.9,-,25,67,29.83,35.35,-,-,-,15.49,-,-,25.0
79,臺北市,1994/02/17,古亭,1.9,1.67,8.1,-,20,83,45.25,36.34,2.19,0.55,1.8,15.63,-,-,27.0
80,臺北市,1994/02/17,中山,6.6,2.05,6.0,-,25,107,65.59,39.92,2.3,0.45,1.91,15.62,-,-,31.0
81,臺北市,1994/02/17,大同,13.8,6.28,-,-,72,340,283.71,63.02,5.37,3.06,2.31,16.01,-,-,95.0
82,臺北市,1994/02/17,萬華,5.6,1.78,8.2,-,18,68,31.12,35.75,-,-,-,15.57,-,-,30.0
83,臺北市,1994/02/17,陽明,0.2,0.39,39.9,-,-,1,0.18,0.61,-,-,-,10.43,-,100.0,36.0
84,臺北市,1994/02/17,士林,2.5,1.33,9.3,-,22,68,37.29,30.79,-,-,-,15.46,-,-,26.0
85,臺北市,1994/02/16,松山,4.6,0.82,13.4,-,23,38,9.54,27.15,-,-,-,14.56,-,-,23.0
86,臺北市,1994/02/16,古亭,1.4,1.09,11.1,-,18,48,17.37,29.06,2.08,0.25,1.85,14.76,-,-,18.0
87,臺北市,1994/02/16,中山,4.2,1.14,11.3,-,26,53,22.07,29.71,2.08,0.23,1.86,14.86,-,-,26.0
88,臺北市,1994/02/16,大同,9.8,4.73,-,-,69,255,205.35,57.89,4.53,2.38,2.15,15.32,-,-,70.0
89,臺北市,1994/02/16,萬華,4.0,1.13,12.2,-,21,39,9.69,27.78,-,-,-,14.74,-,-,21.0
90,臺北市,1994/02/16,陽明,0.3,0.3,38.0,-,-,2,0.34,0.87,-,-,-,9.06,-,100.0,34.0
91,臺北市,1994/02/16,士林,4.8,0.55,21.8,-,17,-,-,-,-,-,-,15.36,-,-,24.0
92,臺北市,1994/02/15,松山,2.2,1.05,9.2,-,24,47,16.67,29.02,-,-,-,15.43,-,-,24.0
93,臺北市,1994/02/15,古亭,1.2,1.21,7.9,-,22,58,26.96,30.02,1.28,-,-,15.8,-,-,22.0
94,臺北市,1994/02/15,中山,3.1,1.42,6.9,-,23,67,33.77,31.65,2.33,0.31,2.03,15.69,-,-,23.0
95,臺北市,1994/02/15,大同,8.2,5.06,-,-,81,259,210.72,53.67,5.3,2.83,2.47,16.2,-,-,75.0
96,臺北市,1994/02/15,萬華,1.5,1.28,8.4,-,21,45,15.4,28.2,-,-,-,15.66,-,-,21.0
97,臺北市,1994/02/15,陽明,0.2,0.28,33.8,-,11,2,0.75,0.94,-,-,-,10.38,-,99.0,33.0
98,臺北市,1994/02/15,士林,0.6,1.02,12.9,-,23,-,-,-,-,-,-,15.64,-,-,23.0
99,臺北市,1994/02/14,松山,4.0,1.79,5.5,-,39,85,43.08,40.71,-,-,-,17.25,-,-,39.0
100,臺北市,1994/02/14,古亭,2.6,2.23,5.9,-,46,106,57.82,46.92,0.31,0.4,-,17.35,-,-,46.0
101,臺北市,1994/02/14,中山,3.1,1.71,6.8,-,40,88,49.54,35.61,2.55,0.37,2.18,17.11,-,-,40.0
102,臺北市,1994/02/14,大同,4.8,3.47,-,-,72,172,127.48,43.07,4.45,1.88,2.57,17.27,-,-,61.0
103,臺北市,1994/02/14,萬華,2.1,1.66,9.1,-,41,70,33.48,35.16,-,-,-,16.91,-,-,41.0
104,臺北市,1994/02/14,陽明,0.5,0.38,37.1,-,-,-,0.21,-,-,-,-,13.69,-,97.0,43.0
105,臺北市,1994/02/14,士林,1.2,1.13,11.0,-,28,70,46.31,15.36,-,-,-,16.99,-,-,28.0
106,臺北市,1994/02/13,松山,1.2,0.69,18.6,-,24,31,6.7,23.13,-,-,-,15.1,-,-,24.0
107,臺北市,1994/02/13,古亭,0.8,0.86,17.7,-,21,38,12.61,23.85,0.08,0.11,-,15.53,-,-,24.0
108,臺北市,1994/02/13,中山,1.5,0.74,17.0,-,21,36,10.33,24.66,2.0,0.08,1.92,15.37,-,-,21.0
109,臺北市,1994/02/13,大同,7.2,3.64,-,-,73,215,170.01,51.68,4.14,1.88,2.26,15.85,-,-,61.0
110,臺北市,1994/02/13,萬華,0.7,0.83,18.7,-,22,31,7.39,22.7,-,-,-,15.38,-,-,25.0
111,臺北市,1994/02/13,陽明,1.7,0.25,40.0,-,-,3,0.78,1.75,-,-,-,8.49,-,100.0,35.0
112,臺北市,1994/02/13,士林,1.9,0.4,27.4,-,24,33,21.69,3.53,-,-,-,15.73,-,-,28.0
113,臺北市,1994/02/12,松山,0.6,0.57,23.3,-,24,20,2.73,15.92,-,-,-,13.24,-,-,24.0
114,臺北市,1994/02/12,古亭,0.9,0.8,16.2,-,25,31,8.39,21.36,0.16,0.11,0.05,13.45,-,-,25.0
115,臺北市,1994/02/12,中山,1.0,0.7,16.4,-,21,30,6.47,21.71,2.09,0.1,2.0,13.55,-,-,21.0
116,臺北市,1994/02/12,大同,6.4,3.3,-,-,74,217,172.01,51.4,3.93,1.7,2.23,13.91,-,-,62.0
117,臺北市,1994/02/12,萬華,0.6,0.69,17.3,-,23,24,3.37,19.6,-,-,-,13.49,-,-,23.0
118,臺北市,1994/02/12,陽明,0.2,0.24,36.3,-,-,3,0.37,2.42,-,-,-,5.91,-,100.0,35.0
119,臺北市,1994/02/12,士林,0.3,0.46,23.8,-,24,30,18.58,3.89,-,-,-,13.54,-,-,26.0
120,臺北市,1994/02/11,松山,3.5,1.48,14.1,-,61,63,24.0,38.65,-,-,-,19.58,-,-,55.0
121,臺北市,1994/02/11,古亭,2.7,1.61,11.2,-,70,61,23.96,36.38,0.62,0.38,0.3,19.71,-,-,60.0
122,臺北市,1994/02/11,中山,4.2,1.6,11.3,-,75,69,33.41,36.36,2.98,0.4,2.58,19.51,-,-,62.0
123,臺北市,1994/02/11,大同,7.0,3.82,-,-,117,207,143.28,51.42,5.07,1.82,3.25,19.69,-,-,83.0
124,臺北市,1994/02/11,萬華,3.1,1.41,14.1,-,64,52,16.28,31.25,-,-,-,19.29,-,-,57.0
125,臺北市,1994/02/11,陽明,0.9,0.35,39.2,-,22,4,0.3,3.27,-,-,-,14.32,-,89.0,39.0
126,臺北市,1994/02/11,士林,2.1,0.96,17.5,-,65,48,22.93,16.98,-,-,-,19.59,-,-,57.0
127,臺北市,1994/02/10,松山,1.6,0.49,28.3,-,31,23,5.17,16.82,-,-,-,17.28,-,-,31.0
128,臺北市,1994/02/10,古亭,0.9,0.69,23.0,-,33,34,12.75,20.03,0.14,0.12,0.04,17.7,-,-,33.0
129,臺北市,1994/02/10,中山,2.3,0.92,18.3,-,41,47,17.58,27.79,2.17,0.18,1.99,17.52,-,-,41.0
130,臺北市,1994/02/10,大同,7.8,3.61,-,-,70,220,172.34,52.73,4.06,1.74,2.32,18.07,-,-,64.0
131,臺北市,1994/02/10,萬華,0.9,0.59,26.5,-,35,22,3.72,17.34,-,-,-,17.51,-,-,35.0
132,臺北市,1994/02/10,陽明,1.8,0.28,41.7,-,14,2,0.03,1.64,-,-,-,10.23,-,83.0,38.0
133,臺北市,1994/02/10,士林,0.9,0.46,27.8,-,33,17,3.63,7.98,-,-,-,17.54,-,-,33.0
134,臺北市,1994/02/09,松山,3.2,0.82,21.9,-,107,30,5.96,23.56,-,-,-,14.19,-,-,78.0
135,臺北市,1994/02/09,古亭,3.3,0.9,18.6,-,96,39,13.52,24.41,-,0.23,-,14.51,-,-,73.0
136,臺北市,1994/02/09,中山,3.0,0.99,19.0,-,116,44,14.67,27.09,2.32,0.19,2.12,14.49,-,-,83.0
137,臺北市,1994/02/09,大同,8.5,3.3,-,-,161,201,151.3,52.87,4.18,1.69,2.49,14.89,-,-,106.0
138,臺北市,1994/02/09,萬華,3.8,0.91,20.3,-,129,34,9.57,23.47,-,-,-,14.45,-,-,89.0
139,臺北市,1994/02/09,陽明,1.2,0.29,42.7,-,88,2,0.25,1.05,-,-,-,6.61,-,90.0,69.0
140,臺北市,1994/02/09,士林,2.7,0.87,24.4,-,118,34,17.05,7.94,-,-,-,14.15,-,-,84.0
141,臺北市,1994/02/08,松山,6.4,1.55,9.3,-,66,68,24.7,42.65,-,-,-,17.01,-,-,58.0
142,臺北市,1994/02/08,古亭,6.9,1.82,7.4,-,69,74,30.06,40.97,0.55,0.57,-,17.34,-,-,60.0
143,臺北市,1994/02/08,中山,7.3,1.71,8.0,-,69,72,32.11,39.07,2.72,0.59,2.13,16.95,-,-,59.0
144,臺北市,1994/02/08,大同,12.9,4.61,-,-,120,178,127.17,50.75,5.17,2.59,2.58,17.28,-,-,85.0
145,臺北市,1994/02/08,萬華,6.9,1.54,10.0,-,76,58,20.72,36.37,-,-,-,17.04,-,-,63.0
146,臺北市,1994/02/08,陽明,1.4,0.53,38.6,-,39,7,0.05,5.64,-,-,-,10.16,-,93.0,50.0
147,臺北市,1994/02/08,士林,3.9,1.26,13.8,-,65,54,26.02,22.24,-,-,-,16.73,-,-,58.0
148,臺北市,1994/02/07,松山,2.7,1.12,9.7,-,41,53,17.14,35.07,-,-,-,16.86,-,-,41.0
149,臺北市,1994/02/07,古亭,2.5,1.45,9.0,-,35,59,22.89,30.94,0.76,-,0.13,17.2,-,-,35.0
150,臺北市,1994/02/07,中山,2.7,1.59,7.3,-,37,63,27.0,36.55,2.48,0.45,2.04,17.29,-,-,37.0
151,臺北市,1994/02/07,大同,12.9,6.71,-,-,123,291,233.06,64.0,5.75,3.48,2.26,17.89,-,-,100.0
152,臺北市,1994/02/07,萬華,2.5,1.48,9.3,-,33,49,14.19,33.77,-,-,-,17.12,-,-,33.0
153,臺北市,1994/02/07,陽明,2.0,0.38,37.9,-,-,3,0.02,2.17,-,-,-,10.73,-,100.0,35.0
154,臺北市,1994/02/07,士林,1.6,0.83,14.9,-,35,31,6.65,19.59,-,-,-,17.33,-,-,35.0
155,臺北市,1994/02/06,松山,14.3,1.76,10.4,-,124,101,50.43,50.08,-,-,-,19.66,-,-,87.0
156,臺北市,1994/02/06,古亭,2.8,2.03,12.8,-,109,93,48.74,45.85,0.76,0.24,0.52,20.33,-,-,79.0
157,臺北市,1994/02/06,中山,9.0,1.68,10.8,-,100,78,38.47,40.25,2.92,0.51,2.41,19.52,-,-,75.0
158,臺北市,1994/02/06,大同,11.8,3.39,-,-,177,154,94.94,48.75,4.61,2.01,2.59,19.89,-,-,113.0
159,臺北市,1994/02/06,萬華,7.6,1.65,14.6,-,109,66,28.51,36.67,-,-,-,19.72,-,-,80.0
160,臺北市,1994/02/06,陽明,3.1,0.37,54.7,-,23,5,0.07,4.49,-,-,-,16.37,-,87.0,71.0
161,臺北市,1994/02/06,士林,3.2,1.15,13.6,-,94,47,17.57,25.72,-,-,-,19.19,-,-,72.0
162,臺北市,1994/02/05,松山,14.5,1.95,9.9,-,145,111,51.91,58.0,-,-,-,19.55,-,-,98.0
163,臺北市,1994/02/05,古亭,9.6,2.54,9.6,-,120,110,45.21,49.06,1.81,0.58,1.22,20.09,-,-,85.0
164,臺北市,1994/02/05,中山,12.6,2.21,7.5,-,113,115,52.67,50.82,3.18,0.81,2.37,19.53,-,-,82.0
165,臺北市,1994/02/05,大同,18.2,5.36,-,-,196,255,195.07,66.25,6.7,3.88,3.04,19.94,-,-,123.0
166,臺北市,1994/02/05,萬華,12.9,2.31,12.1,-,136,87,41.3,46.8,-,-,-,19.76,-,-,93.0
167,臺北市,1994/02/05,陽明,4.4,0.49,43.0,-,17,6,-,5.46,-,-,-,14.97,-,87.0,44.0
168,臺北市,1994/02/05,士林,6.0,1.87,12.8,-,117,89,48.69,32.57,-,-,-,19.03,-,-,83.0
169,臺北市,1994/02/04,松山,15.5,2.81,7.5,-,166,157,101.86,73.1,-,-,-,17.94,-,-,108.0
170,臺北市,1994/02/04,古亭,10.9,3.23,7.2,-,114,175,82.65,61.11,4.31,1.28,3.04,18.76,-,-,82.0
171,臺北市,1994/02/04,中山,16.0,3.09,5.8,-,90,161,-,57.04,3.94,1.31,2.63,18.38,-,-,70.0
172,臺北市,1994/02/04,大同,21.4,5.98,-,-,194,295,226.44,75.12,6.46,3.59,3.11,18.6,-,-,122.0
173,臺北市,1994/02/04,萬華,14.2,2.95,8.9,-,128,100,73.62,54.52,-,-,-,18.3,-,-,89.0
174,臺北市,1994/02/04,陽明,5.1,0.41,57.4,-,37,6,0.05,5.16,-,-,-,13.76,-,84.0,64.0
175,臺北市,1994/02/04,士林,9.7,2.15,9.8,-,101,122,51.66,43.22,-,-,-,17.82,-,-,75.0
176,臺北市,1994/02/03,松山,7.3,1.03,8.7,-,55,65,25.62,38.05,-,-,-,15.71,-,-,53.0
177,臺北市,1994/02/03,古亭,1.8,1.16,14.2,-,32,59,27.07,30.63,2.02,0.31,1.7,16.59,-,-,32.0
178,臺北市,1994/02/03,中山,3.7,1.07,10.2,-,32,56,21.7,29.15,2.29,0.25,2.04,16.25,-,-,32.0
179,臺北市,1994/02/03,大同,14.2,5.1,-,-,112,321,259.24,70.68,4.75,2.62,2.13,16.87,-,-,86.0
180,臺北市,1994/02/03,萬華,2.3,1.19,14.7,-,40,47,15.9,30.28,-,-,-,16.45,-,-,40.0
181,臺北市,1994/02/03,陽明,3.4,0.29,38.7,-,13,3,0.36,2.38,-,-,-,8.24,-,97.0,34.0
182,臺北市,1994/02/03,士林,2.9,0.55,25.1,-,31,18,3.26,11.9,-,-,-,16.35,-,-,31.0
183,臺北市,1994/02/02,松山,4.3,0.96,8.8,-,41,53,18.91,33.17,-,-,-,12.76,-,-,41.0
184,臺北市,1994/02/02,古亭,2.8,1.18,10.0,-,37,56,23.53,30.22,1.98,0.25,1.74,13.15,-,-,37.0
185,臺北市,1994/02/02,中山,2.6,1.09,9.2,-,23,52,19.85,27.08,2.27,0.31,1.96,13.33,-,-,23.0
186,臺北市,1994/02/02,大同,12.2,5.34,-,-,106,331,272.05,68.81,4.89,2.73,2.16,14.01,-,-,78.0
187,臺北市,1994/02/02,萬華,2.3,1.16,11.1,-,35,41,10.56,29.47,-,-,-,13.3,-,-,35.0
188,臺北市,1994/02/02,陽明,0.4,0.34,36.4,-,10,2,0.05,1.14,-,-,-,5.75,-,100.0,34.0
189,臺北市,1994/02/02,士林,0.8,0.6,22.5,-,26,17,3.08,11.32,-,-,-,13.43,-,-,26.0
190,臺北市,1994/02/01,松山,6.1,2.26,10.4,-,123,135,50.12,46.16,-,-,-,16.09,-,-,86.0
191,臺北市,1994/02/01,古亭,7.1,2.2,9.0,-,104,102,57.3,40.88,3.39,0.89,2.37,16.6,-,-,77.0
192,臺北市,1994/02/01,中山,7.4,2.66,7.2,-,108,119,78.78,41.08,3.73,1.12,2.61,16.66,-,-,79.0
193,臺北市,1994/02/01,大同,13.0,5.44,-,-,218,312,244.89,70.47,5.73,2.92,2.74,17.05,-,-,134.0
194,臺北市,1994/02/01,萬華,11.3,2.37,10.0,-,144,106,55.36,44.36,-,-,-,16.59,-,-,97.0
195,臺北市,1994/02/01,陽明,3.4,0.42,38.7,-,23,5,0.27,4.01,-,-,-,12.93,-,89.0,48.0
196,臺北市,1994/02/01,士林,4.4,1.67,13.0,-,99,80,44.15,30.38,-,-,-,16.58,-,-,74.0
197,新北市,1994/02/28,板橋,5.7,1.37,9.2,-,22,62,19.67,41.34,2.42,0.67,1.81,15.55,-,-,22.0
198,新北市,1994/02/28,菜寮,3.2,1.78,5.3,-,32,82,40.16,40.91,-,-,-,15.06,-,-,32.0
199,新北市,1994/02/28,新莊,4.8,0.99,11.8,-,18,45,11.23,30.74,2.77,0.82,1.95,14.18,-,-,22.0
200,新北市,1994/02/28,新店,4.4,0.72,15.6,-,13,34,4.17,28.59,-,-,-,14.59,-,-,21.0
201,新北市,1994/02/28,淡水,0.2,0.43,35.6,-,19,-,-,-,-,-,-,13.91,-,93.0,34.0
202,新北市,1994/02/28,汐止,4.3,0.6,21.3,-,19,33,7.26,23.73,-,-,-,14.03,-,-,24.0
203,新北市,1994/02/28,土城,3.3,0.73,19.6,-,-,25,2.56,21.58,-,-,-,14.78,-,-,28.0
204,新北市,1994/02/28,林口,0.2,0.32,39.8,-,13,5,-,4.2,-,-,-,12.49,-,-,38.0
205,新北市,1994/02/28,萬里,-,0.25,49.1,-,37,1,-,0.15,1.65,0.09,1.56,14.65,-,-,44.0
206,新北市,1994/02/27,板橋,5.0,2.06,2.4,-,25,104,54.3,48.91,3.11,0.9,2.21,15.5,-,-,35.0
207,新北市,1994/02/27,菜寮,4.3,2.38,1.3,-,29,127,81.49,44.94,-,-,-,14.9,-,-,37.0
208,新北市,1994/02/27,新莊,4.7,1.54,2.9,-,19,76,32.95,41.71,3.42,1.19,2.22,14.36,-,-,27.0
209,新北市,1994/02/27,新店,2.3,1.26,5.5,-,17,60,22.8,35.67,-,-,-,14.59,-,-,20.0
210,新北市,1994/02/27,淡水,0.6,0.81,-,-,24,-,12.58,-,-,-,-,14.67,-,98.0,24.0
