序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
473,新北市,2015/08/08,林口,1.4,0.08,-,27.8,15,4,3.38,0.89,2.48,-,-,-,8.74,8.12,26.29,-,-,87.68,-
474,新北市,2015/08/08,萬里,1.9,0.11,-,36.6,-,-,2.06,0.94,1.12,-,-,-,11.11,10.78,27.5,4.66,5.85,-,586.0
475,新北市,2015/08/07,板橋,2.5,0.21,-,7.9,32,7,12.45,5.72,6.72,1.896,0.083,1.813,4.75,3.83,29.4,2.0,5.52,74.55,51.59
476,新北市,2015/08/07,三重,1.8,0.72,-,-,52,5,60.89,50.13,10.76,2.098,0.219,1.879,-,-,29.65,-,-,74.3,-
477,新北市,2015/08/07,菜寮,1.4,0.22,-,6.4,33,3,11.58,6.63,4.96,-,-,-,1.46,0.74,29.16,-,-,77.18,-
478,新北市,2015/08/07,永和,2.1,0.34,-,8.2,28,5,13.54,8.2,5.34,1.803,0.107,1.695,3.95,3.49,29.16,-,-,74.39,-
479,新北市,2015/08/07,新莊,2.0,0.18,-,8.0,31,6,9.04,3.58,5.46,-,-,-,7.2,6.94,29.48,-,-,80.56,-
480,新北市,2015/08/07,新店,2.2,0.19,-,8.7,25,5,10.13,4.89,5.25,-,-,-,5.64,2.46,27.66,-,-,82.58,-
481,新北市,2015/08/07,淡水,1.4,0.07,-,9.6,38,6,4.74,2.46,2.28,-,-,-,-,-,-,-,-,-,-
482,新北市,2015/08/07,汐止,4.1,0.1,-,8.8,33,7,6.92,2.88,4.03,-,-,-,4.04,3.19,28.84,-,-,84.51,-
483,新北市,2015/08/07,土城,2.1,0.16,-,9.0,26,8,8.38,3.21,5.17,1.831,0.061,1.77,3.24,0.89,28.39,-,-,77.63,-
484,新北市,2015/08/07,林口,1.6,0.07,-,11.4,24,3,7.15,3.55,3.6,-,-,-,5.67,5.36,26.71,-,-,90.1,-
485,新北市,2015/08/07,萬里,1.5,0.05,-,13.4,79,18,2.15,1.33,0.8,-,-,-,9.82,8.42,28.65,2.25,7.06,82.2,961.41
486,新北市,2015/08/06,板橋,4.6,0.38,-,6.9,27,11,24.45,11.25,13.2,2.024,0.171,1.853,2.56,2.04,29.74,4.25,3.8,67.01,3.94
487,新北市,2015/08/06,三重,3.5,1.35,-,-,38,10,83.95,67.92,16.03,2.459,0.496,1.962,-,-,30.69,-,-,66.21,-
488,新北市,2015/08/06,菜寮,2.0,0.43,-,5.7,22,6,21.49,10.73,10.76,-,-,-,0.72,0.33,29.95,-,-,69.09,-
489,新北市,2015/08/06,永和,3.5,0.63,-,6.8,19,10,28.64,18.2,10.44,1.967,0.225,1.742,2.21,2.02,29.47,-,-,67.62,-
490,新北市,2015/08/06,新莊,4.4,0.3,-,7.8,18,9,18.36,8.01,10.35,-,-,-,3.16,2.89,29.9,-,-,72.7,-
491,新北市,2015/08/06,新店,2.9,0.24,-,10.5,22,12,13.63,5.78,7.85,-,-,-,4.28,2.75,28.86,-,-,70.38,-
492,新北市,2015/08/06,淡水,2.9,0.16,-,11.0,27,7,9.72,4.07,5.65,-,-,-,-,-,-,-,-,-,-
493,新北市,2015/08/06,汐止,8.6,0.18,-,7.7,21,11,17.29,8.11,9.18,-,-,-,2.22,1.72,29.9,-,-,76.68,-
494,新北市,2015/08/06,土城,2.8,0.26,-,9.3,25,12,18.05,8.51,9.54,-,-,-,1.88,0.72,28.73,-,-,70.58,-
495,新北市,2015/08/06,林口,2.6,0.17,-,12.4,25,9,14.66,6.4,8.26,-,-,-,3.01,2.67,28.09,-,-,79.73,-
496,新北市,2015/08/06,萬里,2.7,0.1,-,12.4,31,13,5.66,2.33,3.33,-,-,-,3.76,3.49,28.21,0.5,5.38,82.28,26.95
497,新北市,2015/08/05,板橋,4.2,0.53,-,23.8,46,23,31.82,6.56,25.26,2.186,0.289,1.897,1.85,1.39,28.99,2.33,3.56,69.28,73.54
498,新北市,2015/08/05,三重,3.2,1.44,-,-,55,22,89.87,54.94,34.93,2.554,0.583,1.971,-,-,29.7,-,-,66.24,-
499,新北市,2015/08/05,菜寮,1.9,0.54,-,20.3,39,17,24.46,4.78,19.68,-,-,-,0.71,0.41,28.94,-,-,70.47,-
500,新北市,2015/08/05,永和,2.0,0.86,-,23.6,34,24,33.99,10.95,23.04,2.069,0.286,1.783,1.68,1.17,28.67,-,-,67.91,-
501,新北市,2015/08/05,新莊,4.2,0.49,-,24.8,38,24,26.13,4.62,21.51,-,-,-,2.23,1.46,29.04,-,-,74.72,-
502,新北市,2015/08/05,新店,1.7,0.3,-,29.1,35,19,13.87,2.7,11.16,-,-,-,4.15,3.41,28.3,-,-,70.2,-
503,新北市,2015/08/05,淡水,4.1,0.24,-,34.1,40,18,11.24,1.11,10.12,-,-,-,-,-,-,-,-,-,-
504,新北市,2015/08/05,汐止,7.6,0.32,-,31.1,33,23,22.73,4.38,18.35,-,-,-,1.72,1.27,29.56,-,-,71.05,-
505,新北市,2015/08/05,土城,3.1,0.4,-,25.0,44,24,23.7,4.98,18.72,2.092,0.264,1.828,1.56,0.98,27.56,-,-,74.88,-
506,新北市,2015/08/05,林口,4.4,0.31,-,32.6,46,27,20.78,3.09,17.69,-,-,-,2.43,1.86,27.22,-,-,81.78,-
507,新北市,2015/08/05,萬里,3.8,0.18,-,37.3,36,23,8.69,2.09,6.59,-,-,-,3.07,2.86,27.73,0.0,0.0,78.07,0.0
508,新北市,2015/08/04,板橋,5.7,0.43,-,29.6,42,20,29.84,7.23,22.61,2.101,0.22,1.881,2.02,1.6,30.02,0.0,0.0,64.21,0.0
509,新北市,2015/08/04,三重,6.6,1.29,-,-,49,18,84.98,47.92,37.06,2.512,0.537,1.975,-,-,30.45,-,-,63.3,-
510,新北市,2015/08/04,菜寮,5.0,0.47,-,21.5,38,15,26.13,6.05,20.08,-,-,-,0.67,0.42,29.72,-,-,67.1,-
511,新北市,2015/08/04,永和,5.6,0.85,-,24.9,30,19,37.48,12.16,25.32,2.067,0.297,1.77,1.64,1.35,29.72,-,-,63.27,-
512,新北市,2015/08/04,新莊,7.6,0.42,-,25.9,34,22,24.6,4.43,20.17,-,-,-,2.47,1.49,29.99,-,-,68.79,-
513,新北市,2015/08/04,新店,4.1,0.32,-,33.8,34,18,17.43,3.09,14.35,-,-,-,3.62,2.41,29.13,-,-,66.98,-
514,新北市,2015/08/04,淡水,3.1,0.26,-,27.4,33,11,13.57,2.34,11.23,-,-,-,-,-,-,-,-,-,-
515,新北市,2015/08/04,汐止,8.5,0.3,-,28.7,29,18,24.47,5.43,19.04,-,-,-,1.69,1.29,29.72,-,-,70.89,-
516,新北市,2015/08/04,土城,3.9,0.37,-,31.5,38,22,22.83,4.52,18.31,2.017,0.198,1.819,1.53,0.97,28.83,-,-,69.39,-
517,新北市,2015/08/04,林口,4.2,0.24,-,28.5,37,18,21.52,5.54,15.98,-,-,-,2.03,1.49,27.81,-,-,78.26,-
518,新北市,2015/08/04,萬里,2.6,0.16,-,28.7,25,14,9.24,2.13,7.12,-,-,-,3.03,2.65,27.63,0.0,0.0,76.83,0.0
519,新北市,2015/08/03,板橋,5.2,0.54,-,30.7,42,21,33.09,8.31,24.78,2.174,0.25,1.924,1.73,1.24,29.97,0.0,0.0,62.18,0.0
520,新北市,2015/08/03,三重,4.8,1.21,-,-,40,13,76.3,45.52,30.78,2.374,0.448,1.926,-,-,30.45,-,-,60.07,-
521,新北市,2015/08/03,菜寮,4.6,0.46,-,8.9,25,6,25.02,5.57,19.47,-,-,-,1.07,0.85,29.14,-,-,64.19,-
522,新北市,2015/08/03,永和,3.9,0.86,-,26.0,26,18,36.47,11.98,24.49,2.056,0.297,1.759,1.62,1.1,29.75,-,-,60.72,-
523,新北市,2015/08/03,新莊,5.3,0.45,-,25.7,32,20,24.09,4.36,19.73,-,-,-,2.1,1.11,29.93,-,-,67.0,-
524,新北市,2015/08/03,新店,4.6,0.33,-,32.5,33,18,18.36,3.14,15.21,-,-,-,3.85,2.84,29.23,-,-,64.1,-
525,新北市,2015/08/03,淡水,3.2,0.3,-,21.7,30,10,15.21,3.03,12.18,-,-,-,-,-,-,-,-,-,-
526,新北市,2015/08/03,汐止,9.6,0.29,-,26.2,27,17,23.29,4.87,18.4,-,-,-,1.63,1.14,29.65,-,-,68.87,-
527,新北市,2015/08/03,土城,3.1,0.44,-,28.3,37,22,27.8,7.07,20.73,2.092,0.233,1.859,1.64,1.14,28.67,-,-,68.2,-
528,新北市,2015/08/03,林口,5.2,0.23,-,28.4,35,19,18.42,3.1,15.31,-,-,-,2.04,1.53,27.98,-,-,75.49,-
529,新北市,2015/08/03,萬里,2.6,0.15,-,36.1,28,14,10.65,3.0,7.65,-,-,-,3.2,2.99,27.69,0.0,0.0,74.97,0.0
530,新北市,2015/08/02,板橋,4.0,0.37,-,28.1,36,17,22.45,4.36,18.09,2.067,0.168,1.898,1.98,1.41,30.41,0.0,0.0,60.39,0.0
531,新北市,2015/08/02,三重,4.3,1.1,-,-,43,13,77.59,48.28,29.31,2.407,0.417,1.99,-,-,30.92,-,-,58.75,-
532,新北市,2015/08/02,菜寮,3.7,0.35,-,21.0,31,10,23.99,5.84,18.18,-,-,-,1.99,1.26,30.39,-,-,60.79,-
533,新北市,2015/08/02,永和,3.3,0.65,-,29.3,27,16,27.46,8.26,19.19,1.977,0.216,1.761,1.5,1.11,30.11,-,-,58.91,-
534,新北市,2015/08/02,新莊,6.1,0.31,-,24.7,26,14,17.34,3.06,14.28,-,-,-,2.0,1.31,30.47,-,-,64.26,-
535,新北市,2015/08/02,新店,3.4,0.26,-,33.3,27,16,12.25,2.16,10.09,-,-,-,3.96,2.53,29.57,-,-,61.97,-
536,新北市,2015/08/02,淡水,1.6,0.17,-,25.4,24,7,9.43,1.91,7.51,-,-,-,-,-,-,-,-,-,-
537,新北市,2015/08/02,汐止,7.3,0.29,-,31.4,25,18,18.45,3.3,15.16,-,-,-,1.43,0.95,30.15,-,-,66.12,-
538,新北市,2015/08/02,土城,2.7,0.35,-,28.6,32,18,20.44,4.96,15.48,1.974,0.162,1.812,1.62,1.03,29.14,-,-,64.92,-
539,新北市,2015/08/02,林口,3.0,0.18,-,27.5,26,14,12.72,2.08,10.64,-,-,-,2.02,1.6,28.11,-,-,73.78,-
540,新北市,2015/08/02,萬里,2.4,0.19,-,35.2,28,13,9.25,2.31,6.93,-,-,-,3.19,2.94,27.69,0.0,0.0,75.24,0.0
541,新北市,2015/08/01,板橋,6.4,0.48,-,25.6,40,18,30.65,8.33,22.33,2.133,0.236,1.897,1.83,1.26,30.09,0.0,0.0,62.85,0.0
542,新北市,2015/08/01,三重,4.6,1.23,-,-,43,11,80.08,47.59,32.5,2.516,0.49,2.026,-,-,30.49,-,-,60.82,-
543,新北市,2015/08/01,菜寮,4.1,0.45,-,20.7,31,11,25.4,6.99,18.41,-,-,-,2.0,1.28,30.04,-,-,62.79,-
544,新北市,2015/08/01,永和,5.3,0.72,-,24.2,27,15,33.4,11.34,22.06,2.005,0.247,1.758,1.79,1.33,29.89,-,-,60.39,-
545,新北市,2015/08/01,新莊,5.5,0.41,-,22.9,31,16,24.36,7.99,16.37,-,-,-,2.04,1.32,30.26,-,-,66.42,-
546,新北市,2015/08/01,新店,4.5,0.31,-,35.6,31,17,15.43,2.67,12.75,-,-,-,4.27,3.25,29.16,-,-,64.97,-
547,新北市,2015/08/01,淡水,3.5,0.24,-,20.0,25,6,14.71,4.27,10.44,-,-,-,-,-,-,-,-,-,-
548,新北市,2015/08/01,汐止,9.4,0.35,-,33.3,28,18,24.83,6.3,18.53,-,-,-,1.6,1.18,29.85,-,-,67.26,-
549,新北市,2015/08/01,土城,4.3,0.42,-,29.5,36,20,24.22,7.43,16.79,2.036,0.195,1.841,1.43,0.77,28.97,-,-,67.85,-
550,新北市,2015/08/01,林口,3.7,0.22,-,22.4,28,14,17.92,6.03,11.89,-,-,-,2.15,1.56,28.15,-,-,73.91,-
551,新北市,2015/08/01,萬里,4.7,0.22,-,39.9,26,11,11.3,3.23,8.06,-,-,-,3.19,3.02,27.41,0.0,0.0,73.96,0.0
552,臺中市,2015/08/31,西屯,3.1,0.5,-,7.5,29,9,35.77,16.19,19.57,2.331,0.401,1.93,0.94,0.89,26.09,4.0,5.8,90.08,6.0
553,臺中市,2015/08/31,忠明,2.9,0.82,-,6.9,14,7,39.45,19.11,20.33,2.251,0.411,1.84,1.11,0.76,24.82,-,-,85.27,-
554,臺中市,2015/08/31,豐原,2.9,0.34,-,11.2,18,8,17.32,6.42,10.9,1.915,0.18,1.735,1.64,1.39,24.45,-,-,82.89,-
555,臺中市,2015/08/31,沙鹿,4.1,0.45,-,9.7,27,9,29.56,10.22,19.34,-,-,-,1.8,1.55,25.81,-,-,86.12,-
556,臺中市,2015/08/31,大里,2.1,0.72,438.17,7.2,20,10,28.36,11.49,16.87,2.381,0.498,1.883,0.95,0.75,26.18,-,-,80.66,-
557,臺中市,2015/08/30,西屯,1.8,0.25,-,11.2,14,5,15.1,3.26,11.84,1.913,0.102,1.812,1.81,1.66,25.47,1.74,6.03,92.64,4.46
558,臺中市,2015/08/30,忠明,1.6,0.39,-,10.0,5,5,17.7,4.36,13.34,1.871,0.119,1.752,1.33,1.01,24.16,-,-,88.54,-
559,臺中市,2015/08/30,豐原,1.7,0.14,-,20.2,13,7,6.15,2.55,3.6,1.685,0.025,1.661,2.99,2.68,24.29,-,-,80.27,-
560,臺中市,2015/08/30,沙鹿,1.8,0.22,-,16.9,19,2,10.7,1.98,8.69,-,-,-,2.97,2.78,25.38,-,-,88.83,-
561,臺中市,2015/08/30,大里,1.5,0.32,420.81,11.9,7,4,14.69,3.98,10.71,1.936,0.136,1.8,1.32,1.12,25.58,-,-,82.97,-
562,臺中市,2015/08/29,西屯,2.4,0.28,-,11.4,24,7,18.92,5.54,13.38,1.845,0.113,1.732,2.86,2.62,25.74,2.25,6.18,88.54,5.14
563,臺中市,2015/08/29,忠明,1.4,0.29,-,12.9,10,5,15.38,3.77,11.61,1.8,0.114,1.686,1.84,1.54,24.61,-,-,83.65,-
564,臺中市,2015/08/29,豐原,1.7,0.5,-,20.1,21,7,5.49,1.38,4.09,1.712,0.041,1.67,4.09,3.93,24.78,-,-,77.98,-
565,臺中市,2015/08/29,沙鹿,2.1,0.2,-,17.8,20,3,10.51,2.04,8.47,-,-,-,4.57,4.27,25.69,-,-,84.76,-
566,臺中市,2015/08/29,大里,2.0,0.3,417.88,13.5,13,6,14.43,4.93,9.5,1.935,0.204,1.731,1.98,1.71,26.01,-,-,79.67,-
567,臺中市,2015/08/28,西屯,2.5,0.34,-,14.1,28,11,22.55,6.32,16.24,1.994,0.163,1.831,1.94,1.9,26.66,0.92,6.44,87.64,10.66
568,臺中市,2015/08/28,忠明,2.2,0.48,-,15.8,17,10,19.2,3.6,15.59,1.976,0.191,1.785,1.58,1.19,25.62,-,-,81.79,-
569,臺中市,2015/08/28,豐原,1.8,0.25,-,23.0,26,11,8.87,1.99,6.88,1.824,0.102,1.721,2.75,2.6,25.41,-,-,78.78,-
570,臺中市,2015/08/28,沙鹿,3.1,0.33,-,19.6,31,8,14.57,2.1,12.47,-,-,-,2.94,2.82,26.31,-,-,84.12,-
571,臺中市,2015/08/28,大里,2.2,0.43,432.28,14.0,22,10,20.56,7.45,13.12,2.089,0.251,1.838,1.39,1.24,26.8,-,-,79.05,-
572,臺中市,2015/08/27,西屯,3.5,0.37,-,16.6,23,10,23.97,4.36,19.61,2.002,0.228,1.774,1.28,1.09,26.88,2.33,5.39,90.85,5.48
573,臺中市,2015/08/27,忠明,2.3,0.47,-,19.9,9,8,20.56,2.98,17.57,1.959,0.207,1.751,1.22,0.86,25.56,-,-,87.26,-
574,臺中市,2015/08/27,豐原,1.9,0.3,-,-,19,9,14.64,3.6,11.04,1.887,0.149,1.737,1.38,1.06,25.01,-,-,86.16,-
575,臺中市,2015/08/27,沙鹿,2.1,0.37,-,18.6,23,6,19.81,3.17,16.65,-,-,-,1.63,1.32,27.01,-,-,91.46,-
576,臺中市,2015/08/27,大里,1.6,0.41,419.45,20.3,14,6,18.83,4.07,14.76,2.04,0.244,1.795,1.26,0.94,26.71,-,-,82.43,-
577,臺中市,2015/08/26,西屯,1.7,0.4,-,28.7,29,17,21.57,3.23,18.32,2.121,0.266,1.855,1.21,1.06,27.13,2.69,5.08,89.43,9.7
578,臺中市,2015/08/26,忠明,2.3,0.46,-,30.4,13,11,18.09,2.16,15.93,1.998,0.168,1.831,1.28,0.82,25.95,-,-,85.83,-
579,臺中市,2015/08/26,豐原,1.9,0.33,-,31.4,27,11,9.15,1.79,7.35,1.968,0.115,1.853,1.36,1.14,25.43,-,-,85.23,-
580,臺中市,2015/08/26,沙鹿,2.1,0.41,-,29.8,30,13,16.73,2.04,14.68,-,-,-,1.61,1.38,26.79,-,-,89.63,-
581,臺中市,2015/08/26,大里,1.7,0.49,416.03,33.1,19,13,16.15,1.98,14.17,2.066,0.203,1.863,1.21,1.03,27.11,-,-,81.95,-
582,臺中市,2015/08/25,西屯,4.2,0.33,-,30.1,39,15,16.31,2.48,13.82,2.004,0.155,1.849,2.12,1.88,29.86,0.0,0.0,74.75,0.0
583,臺中市,2015/08/25,忠明,3.8,0.4,-,35.8,30,16,15.37,2.26,13.1,1.957,0.107,1.849,1.96,1.43,29.19,-,-,69.12,-
584,臺中市,2015/08/25,豐原,2.7,0.36,-,44.0,44,23,9.87,0.79,9.05,1.985,0.105,1.88,2.52,2.2,28.63,-,-,70.9,-
585,臺中市,2015/08/25,沙鹿,3.7,0.38,-,40.2,48,19,14.51,1.45,13.06,-,-,-,2.76,2.11,28.97,-,-,75.54,-
586,臺中市,2015/08/25,大里,3.1,0.37,427.15,39.0,31,20,12.47,2.01,10.46,1.982,0.125,1.857,2.11,1.76,29.76,-,-,69.8,-
587,臺中市,2015/08/24,西屯,2.8,0.28,-,24.2,35,13,15.3,2.7,12.59,1.886,0.149,1.737,2.11,1.57,29.28,1.0,5.5,80.94,27.36
588,臺中市,2015/08/24,忠明,2.6,0.36,-,23.6,25,12,16.26,2.43,13.83,1.838,0.134,1.707,1.7,1.21,28.39,-,-,75.93,-
589,臺中市,2015/08/24,豐原,2.3,0.25,-,23.3,23,10,8.67,1.73,6.94,1.869,0.107,1.762,2.17,1.78,27.4,-,-,79.82,-
590,臺中市,2015/08/24,沙鹿,4.4,0.27,-,25.0,43,11,13.29,1.86,11.45,-,-,-,2.64,1.88,28.64,-,-,83.55,-
591,臺中市,2015/08/24,大里,2.2,0.33,413.53,22.5,25,14,17.06,4.56,12.5,1.956,0.209,1.746,1.65,1.31,29.11,-,-,74.41,-
592,臺中市,2015/08/23,西屯,1.8,0.18,-,26.3,42,16,8.71,1.33,7.38,1.83,0.071,1.759,3.89,1.24,29.71,2.0,5.84,77.79,22.05
593,臺中市,2015/08/23,忠明,1.9,0.25,-,25.4,33,18,9.63,1.52,8.11,1.745,0.048,1.697,2.2,1.0,28.75,-,-,73.72,-
594,臺中市,2015/08/23,豐原,2.2,0.26,-,23.1,37,18,6.45,1.05,5.41,1.863,0.077,1.785,2.42,1.09,27.98,-,-,76.6,-
595,臺中市,2015/08/23,沙鹿,1.7,0.18,-,23.6,38,8,6.84,1.09,5.75,-,-,-,5.15,1.24,28.61,-,-,80.77,-
596,臺中市,2015/08/23,大里,2.3,0.29,428.02,24.2,41,23,11.4,2.58,8.81,1.924,0.086,1.839,2.72,1.27,29.38,-,-,73.7,-
597,臺中市,2015/08/22,西屯,4.2,0.43,-,58.9,93,56,14.83,1.78,13.05,2.139,0.213,1.925,1.71,1.37,31.54,0.0,0.0,72.38,0.0
598,臺中市,2015/08/22,忠明,4.0,0.49,-,59.4,84,53,16.04,1.39,14.64,2.124,0.166,1.958,1.73,1.24,30.71,-,-,67.89,-
599,臺中市,2015/08/22,豐原,4.2,0.6,-,64.4,85,58,13.0,1.12,11.88,2.118,0.171,1.947,1.74,1.09,29.99,-,-,70.22,-
600,臺中市,2015/08/22,沙鹿,8.3,0.59,-,59.7,100,51,20.07,1.42,18.63,-,-,-,1.96,1.54,30.67,-,-,72.48,-
601,臺中市,2015/08/22,大里,3.4,0.48,448.84,59.3,88,49,13.55,1.41,12.12,2.073,0.165,1.908,1.8,1.49,30.76,-,-,69.22,-
602,臺中市,2015/08/21,西屯,6.0,0.53,-,56.6,90,57,20.07,2.28,17.79,2.293,0.312,1.981,1.38,1.12,31.01,0.0,0.0,73.34,0.0
603,臺中市,2015/08/21,忠明,4.4,0.69,-,58.1,79,50,20.7,1.59,19.11,2.228,0.249,1.979,1.43,0.96,30.33,-,-,68.75,-
604,臺中市,2015/08/21,豐原,5.0,0.82,-,59.5,69,46,14.88,1.98,12.91,2.094,0.194,1.9,1.88,1.53,29.41,-,-,70.99,-
605,臺中市,2015/08/21,沙鹿,7.3,0.67,-,55.5,97,49,23.01,1.6,21.41,-,-,-,1.58,1.24,29.99,-,-,75.18,-
606,臺中市,2015/08/21,大里,3.7,0.57,453.88,59.0,83,51,16.5,1.18,15.31,2.143,0.227,1.916,1.52,1.28,30.46,-,-,69.39,-
607,臺中市,2015/08/20,西屯,4.8,0.47,-,44.9,64,38,18.89,2.24,16.65,2.116,0.259,1.857,1.62,1.25,30.03,0.0,0.0,74.94,0.0
608,臺中市,2015/08/20,忠明,4.1,0.54,-,48.8,50,39,17.21,1.21,15.99,2.031,0.18,1.851,1.6,1.09,29.32,-,-,70.08,-
609,臺中市,2015/08/20,豐原,3.7,0.47,-,43.6,59,33,13.26,2.16,11.1,1.989,0.18,1.809,1.74,1.34,27.78,-,-,76.74,-
610,臺中市,2015/08/20,沙鹿,3.8,0.48,-,44.0,68,34,17.73,0.9,16.81,-,-,-,2.02,1.35,28.98,-,-,77.14,-
611,臺中市,2015/08/20,大里,2.6,0.53,440.28,32.3,62,34,16.22,1.87,14.39,2.009,0.201,1.808,1.64,1.19,29.83,-,-,70.76,-
612,臺中市,2015/08/19,西屯,3.8,0.34,-,24.4,46,27,20.26,4.39,15.87,2.108,0.262,1.846,1.86,1.42,29.56,0.0,0.0,79.26,0.0
613,臺中市,2015/08/19,忠明,3.1,0.45,-,27.1,32,21,17.9,1.98,15.92,2.043,0.216,1.827,1.59,1.09,28.58,-,-,74.52,-
614,臺中市,2015/08/19,豐原,2.0,0.37,-,27.2,38,17,11.13,1.93,9.2,1.871,0.144,1.727,1.74,1.43,26.81,-,-,79.81,-
615,臺中市,2015/08/19,沙鹿,2.5,0.33,-,29.3,49,19,15.75,1.45,14.29,-,-,-,1.79,1.24,28.58,-,-,83.2,-
616,臺中市,2015/08/19,大里,2.1,0.39,429.65,26.8,35,18,16.09,2.98,13.11,2.034,0.233,1.801,1.69,1.24,29.23,-,-,73.31,-
617,臺中市,2015/08/18,西屯,2.8,0.33,-,17.2,35,12,19.88,6.88,13.0,2.073,0.268,1.805,1.53,1.27,28.62,0.0,0.0,80.93,0.0
618,臺中市,2015/08/18,忠明,2.5,0.5,-,17.2,23,12,21.17,6.77,14.39,2.015,0.206,1.809,1.36,0.98,27.75,-,-,76.13,-
619,臺中市,2015/08/18,豐原,1.6,0.28,-,24.9,23,10,10.32,2.12,8.21,1.849,0.126,1.723,2.38,2.21,27.56,-,-,74.1,-
620,臺中市,2015/08/18,沙鹿,2.6,0.3,-,19.1,35,10,14.91,3.13,11.78,-,-,-,2.23,2.04,28.14,-,-,79.93,-
621,臺中市,2015/08/18,大里,3.2,0.64,428.34,16.8,34,20,24.29,8.74,15.55,2.208,0.385,1.823,1.43,1.12,28.41,-,-,75.6,-
622,臺中市,2015/08/17,西屯,3.0,0.3,-,10.1,26,5,21.31,6.8,14.51,2.04,0.232,1.809,1.82,1.5,27.01,2.6,5.36,84.47,11.66
623,臺中市,2015/08/17,忠明,1.8,0.5,-,11.0,15,7,21.45,7.6,13.85,1.974,0.202,1.772,1.54,1.06,26.18,-,-,79.21,-
624,臺中市,2015/08/17,豐原,2.3,0.23,-,19.4,16,5,9.14,2.19,6.95,1.803,0.096,1.707,3.03,2.72,26.94,-,-,73.59,-
625,臺中市,2015/08/17,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
626,臺中市,2015/08/17,大里,4.0,0.53,422.19,1.4,24,13,27.98,14.18,13.8,2.161,0.356,1.805,1.6,1.15,27.19,-,-,77.66,-
627,臺中市,2015/08/16,西屯,2.4,0.24,-,12.0,21,7,15.68,3.18,12.5,1.901,0.117,1.784,2.16,2.08,26.82,9.75,5.23,87.0,4.86
628,臺中市,2015/08/16,忠明,1.8,0.34,-,11.5,10,8,16.55,3.63,12.92,1.863,0.115,1.748,1.56,1.23,25.98,-,-,81.17,-
629,臺中市,2015/08/16,豐原,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
630,臺中市,2015/08/16,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
631,臺中市,2015/08/16,大里,1.8,0.42,417.78,5.0,17,9,14.44,4.77,9.67,1.908,0.151,1.757,1.63,1.22,27.04,-,-,77.4,-
632,臺中市,2015/08/15,西屯,2.3,0.28,-,10.5,27,11,22.44,6.52,15.92,1.984,0.189,1.796,2.24,2.06,27.48,1.6,6.32,85.22,7.94
633,臺中市,2015/08/15,忠明,1.8,0.42,-,11.4,14,7,21.23,5.16,16.08,1.978,0.196,1.782,1.46,1.28,26.66,-,-,78.34,-
634,臺中市,2015/08/15,豐原,1.3,0.19,-,20.6,13,8,7.84,1.74,6.09,1.78,0.072,1.708,3.2,2.92,26.66,-,-,73.03,-
635,臺中市,2015/08/15,沙鹿,2.4,0.27,-,16.5,25,7,14.93,2.13,12.8,-,-,-,3.14,2.95,27.09,-,-,82.67,-
636,臺中市,2015/08/15,大里,3.4,0.43,419.57,10.9,20,10,19.74,5.55,14.2,2.199,0.435,1.764,1.58,1.36,27.51,-,-,77.17,-
637,臺中市,2015/08/14,西屯,2.6,0.17,-,16.1,27,10,16.49,3.69,12.81,1.846,0.128,1.718,2.45,2.43,28.22,3.33,6.59,80.25,8.48
638,臺中市,2015/08/14,忠明,1.9,0.28,-,17.5,10,8,12.42,2.51,9.92,1.797,0.105,1.693,1.88,1.59,27.42,-,-,74.26,-
639,臺中市,2015/08/14,豐原,3.5,1.0,-,22.1,17,10,7.48,1.84,5.64,1.774,0.082,1.692,3.61,3.39,27.33,-,-,71.68,-
640,臺中市,2015/08/14,沙鹿,2.8,0.23,-,18.3,24,7,13.86,2.63,11.23,-,-,-,3.22,3.12,27.76,-,-,77.58,-
641,臺中市,2015/08/14,大里,2.6,0.29,416.79,9.2,14,7,13.85,3.84,10.0,1.915,0.197,1.718,1.78,1.62,27.18,-,-,75.62,-
642,臺中市,2015/08/13,西屯,2.6,0.19,-,18.5,23,8,12.75,2.45,10.31,1.846,0.125,1.721,2.98,2.84,30.01,0.0,0.0,73.8,0.0
643,臺中市,2015/08/13,忠明,1.8,0.25,-,20.1,14,9,11.03,2.39,8.62,1.758,0.079,1.68,2.25,1.95,29.33,-,-,67.77,-
