序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
45,臺北市,1995/05/25,中山,14.8,2.15,20.0,-,101,79,29.27,49.48,3.41,0.95,2.46,27.31,-,-,75.0
46,臺北市,1995/05/25,大同,19.6,5.06,-,-,123,189,121.66,67.22,4.91,2.3,2.61,27.99,-,-,87.0
47,臺北市,1995/05/25,萬華,11.9,1.72,25.3,-,94,55,18.95,35.97,-,-,-,27.3,-,-,72.0
48,臺北市,1995/05/25,陽明,5.2,0.32,51.3,-,33,6,0.49,5.35,-,-,-,22.34,-,82.0,64.0
49,臺北市,1995/05/25,士林,8.6,1.6,22.6,-,78,67,29.35,37.38,-,-,-,26.76,-,-,64.0
50,臺北市,1995/05/24,松山,21.0,2.25,20.4,-,76,96,37.4,58.4,-,-,-,24.36,-,-,63.0
51,臺北市,1995/05/24,古亭,6.7,2.72,18.5,-,84,103,45.62,57.03,2.97,1.02,1.95,24.71,-,-,72.0
52,臺北市,1995/05/24,中山,12.2,2.95,19.3,-,99,116,54.69,61.35,3.92,1.25,2.67,24.74,-,-,75.0
53,臺北市,1995/05/24,大同,17.6,6.15,-,-,144,229,148.98,80.04,5.8,3.05,2.76,25.33,-,-,113.0
54,臺北市,1995/05/24,萬華,8.3,2.3,22.2,-,89,75,26.13,48.87,-,-,-,24.37,-,-,70.0
55,臺北市,1995/05/24,陽明,2.6,0.34,44.9,-,18,3,0.03,3.25,-,-,-,20.32,-,89.0,61.0
56,臺北市,1995/05/24,士林,8.4,1.76,23.6,-,81,78,27.65,50.57,-,-,-,24.63,-,-,65.0
57,臺北市,1995/05/23,松山,10.8,0.84,19.6,-,31,43,7.92,34.91,-,-,-,20.06,-,-,32.0
58,臺北市,1995/05/23,古亭,4.8,0.98,15.5,-,33,49,12.8,36.65,2.05,0.38,1.67,20.15,-,-,33.0
59,臺北市,1995/05/23,中山,14.4,0.94,18.1,-,34,47,11.97,35.26,2.24,0.22,2.02,20.44,-,-,34.0
60,臺北市,1995/05/23,大同,22.5,5.06,-,-,82,228,166.17,61.62,4.69,2.48,2.21,21.16,-,-,80.0
61,臺北市,1995/05/23,萬華,7.4,1.1,18.9,-,30,42,7.12,35.27,-,-,-,20.28,-,-,30.0
62,臺北市,1995/05/23,陽明,3.4,0.26,45.0,-,11,2,0.03,2.01,-,-,-,15.96,-,94.0,46.0
63,臺北市,1995/05/23,士林,7.8,0.53,27.8,-,22,28,2.8,25.44,-,-,-,21.12,-,-,31.0
64,臺北市,1995/05/22,松山,9.3,0.73,26.6,-,41,40,6.18,33.77,-,-,-,18.93,-,-,43.0
65,臺北市,1995/05/22,古亭,4.2,0.85,23.4,-,40,40,7.68,32.72,2.19,0.3,1.89,18.88,-,-,40.0
66,臺北市,1995/05/22,中山,7.3,0.99,22.8,-,46,46,10.79,34.74,2.29,0.23,2.06,19.11,-,-,46.0
67,臺北市,1995/05/22,大同,14.6,4.73,-,-,66,236,170.71,65.03,4.47,2.19,2.28,19.63,-,-,70.0
68,臺北市,1995/05/22,萬華,6.2,1.0,27.1,-,43,35,3.5,31.54,-,-,-,19.0,-,-,43.0
69,臺北市,1995/05/22,陽明,1.5,0.21,57.9,-,17,1,0.23,0.42,-,-,-,12.98,-,97.0,60.0
70,臺北市,1995/05/22,士林,3.4,0.6,33.1,-,34,31,3.81,27.29,-,-,-,19.27,-,-,41.0
71,臺北市,1995/05/21,松山,11.5,1.08,15.4,-,56,49,17.74,30.77,-,-,-,22.77,-,-,53.0
72,臺北市,1995/05/21,古亭,2.0,1.0,14.1,-,48,43,16.76,26.04,2.07,0.31,1.76,22.5,-,-,48.0
73,臺北市,1995/05/21,中山,6.5,1.27,10.2,-,59,54,22.31,31.61,2.46,0.43,2.04,22.95,-,-,54.0
74,臺北市,1995/05/21,大同,11.6,4.52,-,-,71,207,153.87,52.63,4.11,1.74,2.37,23.45,-,-,73.0
75,臺北市,1995/05/21,萬華,3.5,1.14,15.2,-,56,37,10.84,26.06,-,-,-,22.72,-,-,53.0
76,臺北市,1995/05/21,陽明,0.9,0.32,30.8,-,13,2,0.18,1.91,-,-,-,18.16,-,94.0,43.0
77,臺北市,1995/05/21,士林,3.1,0.96,7.9,-,55,47,13.4,33.71,-,-,-,23.03,-,-,52.0
78,臺北市,1995/05/20,松山,24.7,2.46,10.0,-,88,103,59.95,43.41,-,-,-,27.68,-,-,69.0
79,臺北市,1995/05/20,古亭,8.6,2.06,7.6,-,82,83,48.29,34.56,3.19,0.79,2.4,27.97,-,-,66.0
80,臺北市,1995/05/20,中山,14.6,2.74,8.6,-,88,107,67.81,39.51,3.37,1.19,2.18,27.99,-,-,69.0
81,臺北市,1995/05/20,大同,17.8,5.12,-,-,90,189,137.18,51.52,5.13,2.27,2.86,28.65,-,-,74.0
82,臺北市,1995/05/20,萬華,10.5,1.69,10.5,-,62,57,26.35,31.01,-,-,-,27.84,-,-,56.0
83,臺北市,1995/05/20,陽明,3.6,0.29,24.7,-,18,4,0.3,3.41,-,-,-,22.66,-,81.0,42.0
84,臺北市,1995/05/20,士林,11.6,1.81,7.6,-,83,80,45.6,34.17,-,-,-,27.64,-,-,67.0
85,臺北市,1995/05/19,松山,13.7,1.73,16.0,-,58,81,43.33,37.59,-,-,-,25.96,-,-,55.0
86,臺北市,1995/05/19,古亭,7.1,2.22,16.6,-,63,82,44.23,37.57,3.28,0.92,2.36,26.5,-,-,70.0
87,臺北市,1995/05/19,中山,11.7,2.38,15.1,-,65,99,61.34,37.82,4.28,0.91,3.37,26.08,-,-,60.0
88,臺北市,1995/05/19,大同,21.1,6.53,-,-,102,267,207.11,59.89,6.36,3.33,3.03,26.76,-,-,106.0
89,臺北市,1995/05/19,萬華,8.7,2.43,17.8,-,76,76,35.41,41.05,-,-,-,26.01,-,-,74.0
90,臺北市,1995/05/19,陽明,4.0,0.37,44.3,-,19,3,0.05,2.63,-,-,-,21.01,-,90.0,81.0
91,臺北市,1995/05/19,士林,8.9,2.13,25.2,-,84,89,48.07,41.31,-,-,-,25.95,-,-,76.0
92,臺北市,1995/05/18,松山,6.4,2.11,3.9,-,38,105,58.34,47.11,-,-,-,22.7,-,-,38.0
93,臺北市,1995/05/18,古亭,4.4,3.05,3.6,-,38,118,69.58,48.32,3.91,1.13,2.78,22.72,-,-,46.0
94,臺北市,1995/05/18,中山,8.5,3.33,1.5,-,41,134,85.91,47.89,4.83,1.33,3.5,22.71,-,-,41.0
95,臺北市,1995/05/18,大同,13.4,6.95,-,-,75,288,227.6,60.38,6.5,3.33,3.17,22.88,-,-,98.0
96,臺北市,1995/05/18,萬華,6.5,3.19,2.2,-,40,125,72.76,51.95,-,-,-,22.56,-,-,47.0
97,臺北市,1995/05/18,陽明,0.6,0.4,36.7,-,11,2,0.08,2.28,-,-,-,19.54,-,96.0,45.0
98,臺北市,1995/05/18,士林,4.6,2.59,-,-,40,127,67.39,59.87,-,-,-,22.69,-,-,40.0
99,臺北市,1995/05/17,松山,4.6,1.54,9.0,-,25,73,26.11,47.01,-,-,-,20.85,-,-,25.0
100,臺北市,1995/05/17,古亭,1.5,1.68,10.6,-,19,68,26.64,41.33,2.43,0.55,1.88,20.87,-,-,27.0
101,臺北市,1995/05/17,中山,2.1,1.8,11.9,-,18,65,24.36,40.59,3.33,0.57,2.76,20.86,-,-,28.0
102,臺北市,1995/05/17,大同,8.3,6.75,-,-,46,291,223.3,68.17,5.16,2.9,2.25,21.21,-,-,110.0
103,臺北市,1995/05/17,萬華,2.3,2.27,8.2,-,-,95,47.69,47.73,-,-,-,20.88,-,-,36.0
104,臺北市,1995/05/17,陽明,0.8,0.31,56.1,-,11,0,0.01,0.19,-,-,-,16.98,-,94.0,52.0
105,臺北市,1995/05/17,士林,0.6,1.01,25.5,-,17,40,7.97,32.05,-,-,-,20.91,-,-,40.0
106,臺北市,1995/05/16,松山,3.9,0.96,18.0,-,41,50,8.65,41.36,-,-,-,17.91,-,-,41.0
107,臺北市,1995/05/16,古亭,2.6,1.02,18.8,-,30,43,8.71,34.53,2.19,0.31,1.86,17.71,-,-,33.0
108,臺北市,1995/05/16,中山,7.5,1.12,18.2,-,38,52,13.57,38.59,2.35,0.29,2.06,17.96,-,-,38.0
109,臺北市,1995/05/16,大同,12.1,4.93,-,-,67,243,175.59,67.52,4.34,2.17,2.17,18.38,-,-,80.0
110,臺北市,1995/05/16,萬華,4.0,1.25,19.4,-,33,43,6.2,36.65,-,-,-,17.85,-,-,35.0
111,臺北市,1995/05/16,陽明,1.9,0.3,58.9,-,11,1,0.17,0.94,-,-,-,13.04,-,97.0,54.0
112,臺北市,1995/05/16,士林,4.9,0.52,36.1,-,26,24,1.49,22.3,-,-,-,18.22,-,-,39.0
113,臺北市,1995/05/15,松山,5.6,1.16,18.3,-,133,49,13.76,35.58,-,-,-,20.63,-,-,91.0
114,臺北市,1995/05/15,古亭,3.9,1.2,19.7,-,119,40,10.63,29.65,2.3,0.38,1.92,21.21,-,-,85.0
115,臺北市,1995/05/15,中山,7.0,1.42,15.6,-,135,53,16.43,36.34,2.5,0.44,2.07,20.68,-,-,93.0
116,臺北市,1995/05/15,大同,12.7,5.41,-,-,145,247,186.25,60.39,4.66,2.34,2.32,21.23,-,-,97.0
117,臺北市,1995/05/15,萬華,5.9,1.31,21.8,-,138,44,7.23,36.49,-,-,-,21.01,-,-,94.0
118,臺北市,1995/05/15,陽明,0.5,0.49,51.5,-,71,0,0.02,0.16,-,-,-,14.17,-,91.0,61.0
119,臺北市,1995/05/15,士林,4.7,0.94,23.5,-,133,32,3.63,28.69,-,-,-,20.58,-,-,92.0
120,臺北市,1995/05/14,松山,5.4,0.99,38.7,-,91,37,8.41,28.48,-,-,-,25.62,-,-,70.0
121,臺北市,1995/05/14,古亭,6.3,1.07,26.8,-,87,41,12.25,28.8,2.54,0.49,2.05,25.6,-,-,69.0
122,臺北市,1995/05/14,中山,8.4,1.31,30.8,-,91,48,19.56,28.73,2.9,0.48,2.42,25.87,-,-,71.0
123,臺北市,1995/05/14,大同,12.8,3.65,-,-,93,159,105.54,53.62,4.08,1.47,2.61,26.67,-,-,71.0
124,臺北市,1995/05/14,萬華,9.3,1.09,35.7,-,94,35,11.65,23.1,-,-,-,25.86,-,-,75.0
125,臺北市,1995/05/14,陽明,1.4,0.38,52.9,-,41,2,0.23,2.05,-,-,-,18.72,-,85.0,63.0
126,臺北市,1995/05/14,士林,3.8,0.77,36.7,-,84,26,4.84,21.2,-,-,-,25.6,-,-,67.0
127,臺北市,1995/05/13,松山,6.4,1.21,17.4,-,60,57,21.21,36.02,-,-,-,26.25,-,-,55.0
128,臺北市,1995/05/13,古亭,7.1,1.46,15.8,-,62,66,27.46,38.64,2.84,0.71,2.13,26.57,-,-,56.0
129,臺北市,1995/05/13,中山,11.0,1.72,16.1,-,66,70,27.56,42.68,3.13,0.72,2.41,26.46,-,-,58.0
130,臺北市,1995/05/13,大同,18.9,5.38,-,-,90,231,163.94,67.11,5.09,2.55,2.54,27.25,-,-,82.0
131,臺北市,1995/05/13,萬華,11.9,1.41,23.1,-,76,46,13.56,32.91,-,-,-,26.3,-,-,63.0
132,臺北市,1995/05/13,陽明,2.2,0.28,46.6,-,17,2,0.13,2.16,-,-,-,20.39,-,75.0,54.0
133,臺北市,1995/05/13,士林,4.4,0.9,24.1,-,43,39,6.28,32.35,-,-,-,26.49,-,-,46.0
134,臺北市,1995/05/12,松山,6.3,1.43,27.3,-,85,78,38.32,39.31,-,-,-,25.5,-,-,68.0
135,臺北市,1995/05/12,古亭,4.1,1.22,26.0,-,-,54,13.43,40.37,3.01,0.46,2.55,25.61,-,-,70.0
136,臺北市,1995/05/12,中山,8.9,1.71,35.9,-,88,68,22.4,46.03,2.97,0.53,2.44,25.63,-,-,88.0
137,臺北市,1995/05/12,大同,14.8,4.71,-,-,97,198,130.63,67.09,4.96,2.52,2.43,26.43,-,-,78.0
138,臺北市,1995/05/12,萬華,5.8,1.26,47.5,-,86,35,1.8,33.32,-,-,-,25.86,-,-,108.0
139,臺北市,1995/05/12,陽明,6.6,0.34,65.1,-,26,2,0.03,1.64,-,-,-,20.18,-,75.0,78.0
140,臺北市,1995/05/12,士林,6.8,1.1,42.8,-,84,48,7.47,40.91,-,-,-,25.14,-,-,88.0
141,臺北市,1995/05/11,松山,4.4,0.84,22.3,-,59,43,12.73,30.64,-,-,-,22.71,-,-,55.0
142,臺北市,1995/05/11,古亭,2.3,0.87,24.6,-,-,36,9.16,27.23,2.23,0.32,1.92,23.26,-,-,33.0
143,臺北市,1995/05/11,中山,8.4,0.83,24.3,-,47,38,11.64,26.53,2.27,0.25,2.01,22.95,-,-,47.0
144,臺北市,1995/05/11,大同,16.4,4.38,-,-,66,201,147.2,53.99,4.23,2.1,2.13,23.88,-,-,77.0
145,臺北市,1995/05/11,萬華,3.0,1.07,25.9,-,52,34,8.85,25.15,-,-,-,23.26,-,-,51.0
146,臺北市,1995/05/11,陽明,1.7,0.18,52.6,-,14,0,0.63,0.0,-,-,-,15.58,-,84.0,58.0
147,臺北市,1995/05/11,士林,5.0,0.56,33.1,-,46,25,4.94,19.68,-,-,-,23.04,-,-,46.0
148,臺北市,1995/05/10,松山,8.2,0.96,28.1,-,78,44,9.59,34.7,-,-,-,24.41,-,-,64.0
149,臺北市,1995/05/10,古亭,7.0,0.73,28.0,-,60,37,8.08,28.71,2.33,0.46,1.86,24.68,-,-,55.0
150,臺北市,1995/05/10,中山,11.7,1.18,25.9,-,75,46,14.64,31.81,2.91,0.57,2.33,24.72,-,-,62.0
151,臺北市,1995/05/10,大同,17.3,3.6,-,-,79,147,93.48,53.2,4.49,1.9,2.59,25.51,-,-,64.0
152,臺北市,1995/05/10,萬華,12.9,0.92,29.7,-,73,29,2.56,26.27,-,-,-,24.6,-,-,61.0
153,臺北市,1995/05/10,陽明,2.0,0.21,56.1,-,15,0,0.06,0.01,-,-,-,17.57,-,86.0,54.0
154,臺北市,1995/05/10,士林,6.0,0.77,23.7,-,71,37,12.64,24.04,-,-,-,24.6,-,-,61.0
155,臺北市,1995/05/09,松山,9.9,1.29,17.2,-,66,71,27.75,43.3,-,-,-,24.25,-,-,58.0
156,臺北市,1995/05/09,古亭,5.3,1.22,23.2,-,50,55,18.77,36.69,2.78,0.63,2.17,24.87,-,-,54.0
157,臺北市,1995/05/09,中山,11.4,1.53,20.1,-,57,65,23.54,41.33,3.23,0.77,2.45,24.85,-,-,54.0
158,臺北市,1995/05/09,大同,17.0,3.91,-,-,60,160,101.54,57.99,4.62,2.04,2.58,25.58,-,-,55.0
159,臺北市,1995/05/09,萬華,9.0,1.03,27.5,-,54,35,4.21,30.92,-,-,-,24.58,-,-,64.0
160,臺北市,1995/05/09,陽明,5.1,0.34,54.2,-,16,0,0.09,0.0,-,-,-,18.28,-,81.0,67.0
161,臺北市,1995/05/09,士林,7.8,1.01,10.2,-,53,54,16.1,37.9,-,-,-,24.56,-,-,52.0
162,臺北市,1995/05/08,松山,8.2,1.03,16.2,-,42,60,21.44,38.37,-,-,-,22.87,-,-,42.0
163,臺北市,1995/05/08,古亭,2.7,0.96,20.5,-,28,46,13.25,32.75,2.41,0.19,2.24,23.47,-,-,31.0
164,臺北市,1995/05/08,中山,10.3,1.22,14.9,-,34,55,17.01,38.42,2.51,0.37,2.15,23.6,-,-,34.0
165,臺北市,1995/05/08,大同,21.7,5.54,-,-,64,249,186.23,62.59,6.13,3.14,2.99,24.52,-,-,88.0
166,臺北市,1995/05/08,萬華,3.6,1.15,22.3,-,31,35,7.96,27.35,-,-,-,23.44,-,-,35.0
167,臺北市,1995/05/08,陽明,2.2,0.12,54.1,-,-,0,0.03,0.0,-,-,-,16.57,-,79.0,51.0
168,臺北市,1995/05/08,士林,5.3,0.55,15.1,-,24,25,2.5,22.17,-,-,-,24.05,-,-,24.0
169,臺北市,1995/05/07,松山,6.9,1.04,13.0,-,40,58,19.48,38.87,-,-,-,21.23,-,-,40.0
170,臺北市,1995/05/07,古亭,6.0,1.21,13.5,-,35,61,21.31,39.48,2.55,0.27,2.29,21.71,-,-,35.0
171,臺北市,1995/05/07,中山,7.2,1.31,12.4,-,36,61,22.29,39.07,2.64,0.41,2.23,21.72,-,-,36.0
172,臺北市,1995/05/07,大同,13.6,4.84,-,-,60,239,178.28,60.62,5.95,2.26,3.68,22.51,-,-,70.0
173,臺北市,1995/05/07,萬華,5.5,1.25,16.9,-,40,42,8.45,33.44,-,-,-,21.73,-,-,40.0
174,臺北市,1995/05/07,陽明,0.6,0.25,53.6,-,13,1,0.21,0.32,-,-,-,16.01,-,78.0,51.0
175,臺北市,1995/05/07,士林,4.1,0.88,7.0,-,41,39,6.64,32.24,-,-,-,21.98,-,-,41.0
176,臺北市,1995/05/06,松山,9.9,1.19,9.9,-,61,61,20.19,40.73,-,-,-,21.79,-,-,55.0
177,臺北市,1995/05/06,古亭,8.2,1.28,13.3,-,45,57,20.07,37.04,2.41,0.49,1.93,22.29,-,-,45.0
178,臺北市,1995/05/06,中山,12.6,1.47,11.0,-,61,64,23.05,41.13,2.6,0.54,2.06,22.3,-,-,55.0
179,臺北市,1995/05/06,大同,18.9,5.31,-,-,78,218,158.77,59.18,4.76,2.55,2.21,22.95,-,-,76.0
180,臺北市,1995/05/06,萬華,8.8,1.5,13.7,-,62,54,14.32,39.94,-,-,-,22.11,-,-,56.0
181,臺北市,1995/05/06,陽明,1.4,0.3,49.5,-,17,0,0.03,0.0,-,-,-,16.59,-,90.0,47.0
182,臺北市,1995/05/06,士林,6.8,0.91,9.3,-,51,40,9.98,30.35,-,-,-,22.33,-,-,50.0
183,臺北市,1995/05/05,松山,4.8,0.79,21.6,-,57,43,8.42,34.43,-,-,-,18.05,-,-,54.0
184,臺北市,1995/05/05,古亭,3.7,0.84,23.1,-,49,40,9.21,30.98,2.36,0.34,2.03,18.2,-,-,49.0
185,臺北市,1995/05/05,中山,9.2,1.15,19.5,-,55,53,16.84,35.79,2.49,0.36,2.13,18.41,-,-,52.0
186,臺北市,1995/05/05,大同,17.0,4.68,-,-,74,229,168.38,60.56,4.68,2.4,2.28,18.98,-,-,72.0
187,臺北市,1995/05/05,萬華,4.6,0.99,24.5,-,44,33,5.08,28.26,-,-,-,18.3,-,-,44.0
188,臺北市,1995/05/05,陽明,0.4,0.29,57.6,-,14,0,0.11,0.04,-,-,-,11.41,-,92.0,87.0
189,臺北市,1995/05/05,士林,2.0,0.55,15.5,-,44,27,2.48,24.09,-,-,-,18.45,-,-,44.0
190,臺北市,1995/05/04,松山,3.4,0.8,23.5,-,31,40,5.99,33.91,-,-,-,20.07,-,-,31.0
191,臺北市,1995/05/04,古亭,2.4,0.91,24.2,-,18,39,8.0,30.78,1.99,0.26,1.72,20.28,-,-,31.0
192,臺北市,1995/05/04,中山,3.1,1.2,19.8,-,24,48,13.12,35.22,2.31,0.36,1.95,20.71,-,-,29.0
193,臺北市,1995/05/04,大同,14.0,5.18,-,-,53,233,171.1,61.78,4.8,2.51,2.29,21.33,-,-,74.0
194,臺北市,1995/05/04,萬華,2.8,1.08,25.6,-,23,31,3.12,27.94,-,-,-,20.49,-,-,31.0
195,臺北市,1995/05/04,陽明,0.2,0.22,56.9,-,11,0,0.3,0.24,-,-,-,14.43,-,92.0,50.0
196,臺北市,1995/05/04,士林,1.6,0.66,8.1,-,27,28,2.73,25.74,-,-,-,20.87,-,-,27.0
197,臺北市,1995/05/03,松山,7.3,1.15,20.8,-,69,53,16.93,36.05,-,-,-,24.5,-,-,64.0
198,臺北市,1995/05/03,古亭,5.4,1.0,21.2,-,56,39,9.89,28.68,2.22,0.17,2.05,24.74,-,-,63.0
199,臺北市,1995/05/03,中山,7.1,1.33,16.8,-,73,52,19.12,32.7,2.42,0.47,1.97,25.01,-,-,62.0
200,臺北市,1995/05/03,大同,14.3,4.02,-,-,72,162,111.36,50.76,4.38,1.94,2.43,25.73,-,-,75.0
201,臺北市,1995/05/03,萬華,10.3,0.99,21.1,-,63,31,5.94,25.06,-,-,-,24.78,-,-,56.0
202,臺北市,1995/05/03,陽明,3.0,0.26,43.9,-,17,3,0.26,2.71,-,-,-,18.46,-,85.0,53.0
203,臺北市,1995/05/03,士林,3.2,0.81,17.4,-,60,31,7.41,23.71,-,-,-,25.13,-,-,59.0
204,臺北市,1995/05/02,松山,10.6,1.11,12.2,-,73,54,21.6,32.23,-,-,-,25.96,-,-,61.0
205,臺北市,1995/05/02,古亭,6.7,1.33,16.3,-,70,52,19.07,32.77,2.46,0.4,2.06,26.49,-,-,60.0
206,臺北市,1995/05/02,中山,13.5,1.26,13.7,-,73,54,23.14,30.36,2.54,0.51,2.02,26.18,-,-,62.0
207,臺北市,1995/05/02,大同,21.6,4.07,-,-,80,165,120.13,45.13,4.33,1.87,2.46,27.0,-,-,73.0
208,臺北市,1995/05/02,萬華,8.0,1.34,16.4,-,71,41,12.34,28.64,-,-,-,26.43,-,-,60.0
209,臺北市,1995/05/02,陽明,2.9,0.3,42.7,-,22,1,0.01,0.9,-,-,-,20.52,-,81.0,64.0
210,臺北市,1995/05/02,士林,6.1,0.93,16.7,-,64,36,9.14,27.32,-,-,-,26.23,-,-,57.0
