序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
532,新北市,2014/05/03,淡水,1.6,0.24,-,61.5,36,15,3.38,0.77,2.61,-,-,-
533,新北市,2014/05/03,汐止,2.0,0.31,-,61.3,36,24,11.96,1.96,10.0,2.25,22.9,74.02
534,新北市,2014/05/03,土城,1.3,0.39,-,56.9,33,17,11.36,0.89,10.46,2.13,23.66,63.64
535,新北市,2014/05/03,林口,2.9,0.32,-,61.6,37,22,8.27,1.01,7.27,4.18,21.77,72.87
536,新北市,2014/05/03,萬里,6.7,0.27,-,61.4,45,23,7.7,0.41,7.26,2.29,21.87,74.67
537,新北市,2014/05/02,板橋,2.1,0.73,-,27.8,36,18,30.61,5.06,25.54,2.14,24.41,80.38
538,新北市,2014/05/02,三重,6.3,1.78,-,-,55,19,95.85,54.28,41.57,-,24.46,77.02
539,新北市,2014/05/02,菜寮,3.4,0.57,-,34.4,29,22,20.18,2.2,17.97,2.39,24.07,77.19
540,新北市,2014/05/02,永和,2.3,0.85,-,29.0,26,17,32.53,11.2,21.33,2.15,24.0,82.93
541,新北市,2014/05/02,新莊,2.9,0.69,-,30.7,32,19,29.7,5.73,23.97,3.3,23.9,79.91
542,新北市,2014/05/02,新店,-,0.55,-,28.9,24,13,22.18,4.58,17.6,1.75,25.16,77.43
543,新北市,2014/05/02,淡水,1.8,0.4,-,36.2,29,13,11.25,2.17,9.08,-,-,-
544,新北市,2014/05/02,汐止,4.4,0.41,-,37.9,32,22,19.76,3.09,16.67,1.74,23.55,87.11
545,新北市,2014/05/02,土城,2.3,0.7,-,29.5,32,16,28.3,8.48,19.81,1.48,24.06,77.1
546,新北市,2014/05/02,林口,4.4,0.44,-,40.8,32,18,16.93,2.21,14.72,2.48,22.68,84.94
547,新北市,2014/05/02,萬里,3.6,0.3,-,48.4,39,19,7.74,1.07,6.64,1.89,22.03,88.31
548,新北市,2014/05/01,板橋,2.8,1.0,-,14.5,42,25,50.97,12.0,38.97,0.89,21.11,90.66
549,新北市,2014/05/01,三重,7.3,1.87,-,-,50,22,140.49,88.49,52.0,-,21.05,86.21
550,新北市,2014/05/01,菜寮,1.9,0.78,-,22.4,33,24,42.77,7.66,35.1,0.94,20.8,86.58
551,新北市,2014/05/01,永和,2.1,1.58,-,16.0,36,23,85.48,43.13,42.34,0.79,20.81,93.26
552,新北市,2014/05/01,新莊,2.5,0.95,-,18.5,32,21,47.46,9.68,37.77,1.31,20.44,93.17
553,新北市,2014/05/01,新店,3.2,0.91,-,21.6,41,23,62.48,15.94,46.54,0.95,21.98,86.99
554,新北市,2014/05/01,淡水,1.8,0.42,-,30.5,31,12,13.45,1.55,11.89,-,-,-
555,新北市,2014/05/01,汐止,4.4,0.55,-,15.2,35,25,40.49,8.55,31.93,0.99,20.68,96.32
556,新北市,2014/05/01,土城,3.3,0.98,-,13.6,47,30,52.91,12.63,40.28,0.89,20.7,89.67
557,新北市,2014/05/01,林口,3.4,0.43,-,29.0,28,18,24.25,2.44,21.81,0.85,19.36,93.2
558,新北市,2014/05/01,萬里,1.4,0.29,-,36.3,33,16,13.97,2.07,11.88,1.56,20.0,93.24
559,臺中市,2014/05/31,西屯,2.6,0.27,-,24.2,-,24,15.26,3.42,11.84,1.77,27.78,76.63
560,臺中市,2014/05/31,忠明,3.5,0.37,-,22.8,37,26,17.69,3.41,14.28,1.53,29.4,70.83
561,臺中市,2014/05/31,豐原,2.7,0.37,-,24.3,42,22,11.03,2.1,8.93,1.82,27.44,78.98
562,臺中市,2014/05/31,沙鹿,3.9,0.36,-,37.7,53,34,13.49,1.67,11.82,1.98,29.04,82.89
563,臺中市,2014/05/31,大里,3.3,0.41,430.55,23.1,47,21,15.76,2.98,12.79,1.87,28.42,68.91
564,臺中市,2014/05/30,西屯,2.7,0.21,-,13.0,-,15,17.92,4.11,13.81,1.64,27.14,81.28
565,臺中市,2014/05/30,忠明,3.1,0.4,-,15.0,30,14,19.08,4.66,14.42,1.46,28.43,75.49
566,臺中市,2014/05/30,豐原,3.0,0.44,-,17.8,31,13,11.96,3.46,8.5,1.85,27.11,81.53
567,臺中市,2014/05/30,沙鹿,2.8,0.27,-,16.5,29,19,14.72,2.66,12.05,2.15,29.09,83.08
568,臺中市,2014/05/30,大里,2.6,0.48,430.79,15.1,43,15,18.91,5.47,13.45,1.35,27.02,73.88
569,臺中市,2014/05/29,西屯,1.8,0.38,-,19.6,43,22,28.04,7.39,20.64,1.93,27.21,84.57
570,臺中市,2014/05/29,忠明,2.2,0.57,-,25.7,36,-,19.8,2.8,16.99,1.34,28.01,80.22
571,臺中市,2014/05/29,豐原,1.9,0.3,-,35.2,37,15,7.16,1.67,5.48,2.34,27.47,80.8
572,臺中市,2014/05/29,沙鹿,3.8,0.38,-,30.9,49,33,16.3,1.18,15.11,2.3,29.62,82.82
573,臺中市,2014/05/29,大里,2.4,0.58,435.49,20.9,49,22,19.48,3.73,15.75,1.38,26.02,78.82
574,臺中市,2014/05/28,西屯,1.5,0.31,-,32.5,36,18,18.72,2.94,15.78,2.06,27.82,78.6
575,臺中市,2014/05/28,忠明,2.3,0.48,-,37.4,28,21,16.43,2.07,14.37,1.43,28.85,75.24
576,臺中市,2014/05/28,豐原,3.2,0.38,-,37.6,43,20,10.3,2.12,8.17,2.48,28.04,78.84
577,臺中市,2014/05/28,沙鹿,3.4,0.33,-,42.1,44,30,14.28,1.11,13.17,2.14,30.05,79.68
578,臺中市,2014/05/28,大里,1.3,0.47,427.52,30.8,41,21,14.23,1.68,12.54,1.4,27.33,73.46
579,臺中市,2014/05/27,西屯,4.8,0.3,-,26.8,34,21,19.82,3.76,16.06,2.09,27.36,84.37
580,臺中市,2014/05/27,忠明,3.2,0.41,-,29.8,29,19,17.09,2.93,14.16,1.45,28.5,79.01
581,臺中市,2014/05/27,豐原,3.1,0.32,-,30.5,37,18,10.91,2.29,8.62,2.6,27.66,82.03
582,臺中市,2014/05/27,沙鹿,3.8,0.28,-,34.8,34,26,12.77,1.32,11.43,2.35,29.21,86.39
583,臺中市,2014/05/27,大里,1.8,0.41,425.04,25.4,43,17,15.8,2.57,13.22,1.37,27.04,76.68
584,臺中市,2014/05/26,西屯,3.6,0.18,-,17.7,25,13,10.91,2.61,8.3,2.47,27.98,74.75
585,臺中市,2014/05/26,忠明,2.2,0.3,-,19.0,22,13,12.38,3.03,9.35,1.85,29.65,68.68
586,臺中市,2014/05/26,豐原,4.3,0.58,-,23.3,34,18,11.21,2.99,8.22,3.34,28.89,70.85
587,臺中市,2014/05/26,沙鹿,2.9,0.21,-,19.4,26,17,10.63,1.98,8.64,3.06,30.22,76.44
588,臺中市,2014/05/26,大里,1.9,0.27,423.97,19.5,35,12,10.31,3.16,7.15,1.88,28.55,68.24
589,臺中市,2014/05/25,西屯,2.5,0.24,-,22.5,28,13,12.17,2.03,10.14,1.85,27.67,73.76
590,臺中市,2014/05/25,忠明,2.0,0.32,-,24.8,20,13,13.14,2.28,10.85,1.46,29.22,68.17
591,臺中市,2014/05/25,豐原,2.7,0.26,-,30.4,29,15,7.2,1.53,5.67,2.46,28.11,71.08
592,臺中市,2014/05/25,沙鹿,2.8,0.24,-,27.0,28,19,10.25,1.46,8.79,2.52,30.09,73.04
593,臺中市,2014/05/25,大里,2.1,0.29,433.48,25.1,41,14,10.41,2.04,8.37,1.51,27.73,68.46
594,臺中市,2014/05/24,西屯,4.0,0.36,-,22.3,33,18,21.61,5.19,16.42,1.58,27.04,73.41
595,臺中市,2014/05/24,忠明,3.6,0.49,-,23.5,33,17,24.01,5.26,18.74,1.22,28.29,68.47
596,臺中市,2014/05/24,豐原,3.2,0.38,-,30.6,35,13,12.0,2.01,9.99,1.52,26.6,72.49
597,臺中市,2014/05/24,沙鹿,3.4,0.37,-,28.9,39,24,17.17,2.18,14.99,1.81,28.43,79.66
598,臺中市,2014/05/24,大里,3.7,0.53,443.41,25.6,47,16,22.02,4.62,17.4,1.33,27.04,66.96
599,臺中市,2014/05/23,西屯,3.6,0.45,-,15.3,35,18,29.16,6.05,23.11,1.47,25.4,84.82
600,臺中市,2014/05/23,忠明,2.9,0.74,-,14.1,30,18,36.26,10.14,26.12,1.05,26.27,80.38
601,臺中市,2014/05/23,豐原,2.7,0.51,-,19.0,35,13,13.78,2.88,10.9,1.68,25.32,82.46
602,臺中市,2014/05/23,沙鹿,2.9,0.45,-,22.5,32,22,23.54,3.53,20.0,1.98,26.59,88.66
603,臺中市,2014/05/23,大里,3.1,0.71,446.11,15.1,47,19,28.2,6.34,21.85,1.15,24.56,77.57
604,臺中市,2014/05/22,西屯,3.5,0.49,-,7.4,40,14,36.44,13.07,23.38,1.46,26.18,82.99
605,臺中市,2014/05/22,忠明,2.8,0.87,-,10.9,28,15,38.56,14.83,23.73,0.91,27.3,77.74
606,臺中市,2014/05/22,豐原,2.5,0.25,-,23.2,22,8,8.48,2.47,6.01,2.48,26.72,75.14
607,臺中市,2014/05/22,沙鹿,3.3,0.46,-,14.4,30,17,23.8,5.11,18.69,2.4,27.88,80.94
608,臺中市,2014/05/22,大里,2.2,0.77,444.99,10.6,42,13,29.3,10.28,19.02,1.04,26.45,73.74
609,臺中市,2014/05/21,西屯,2.4,0.35,-,13.0,21,9,29.4,9.53,19.87,1.57,24.95,91.46
610,臺中市,2014/05/21,忠明,2.1,0.62,-,12.9,11,8,30.79,9.82,20.97,0.92,25.48,88.66
611,臺中市,2014/05/21,豐原,2.2,0.38,-,23.7,19,7,9.4,2.16,7.23,2.57,24.61,89.19
612,臺中市,2014/05/21,沙鹿,2.1,0.26,-,21.2,20,12,14.73,2.22,12.49,2.31,26.77,89.61
613,臺中市,2014/05/21,大里,1.7,0.57,435.41,11.8,26,11,24.19,8.4,15.75,1.21,24.74,81.77
614,臺中市,2014/05/20,西屯,2.2,0.34,-,5.9,29,9,28.39,11.97,16.42,1.97,25.27,88.23
615,臺中市,2014/05/20,忠明,2.1,0.45,-,10.0,13,10,22.06,7.28,14.79,1.24,26.05,82.25
616,臺中市,2014/05/20,豐原,2.6,0.2,-,19.2,35,8,8.09,1.73,6.36,3.08,25.75,81.67
617,臺中市,2014/05/20,沙鹿,1.9,0.23,-,14.4,20,11,13.43,2.67,10.77,3.36,27.6,84.85
618,臺中市,2014/05/20,大里,3.7,0.39,426.79,12.4,22,6,18.94,7.03,11.91,1.74,25.53,78.07
619,臺中市,2014/05/19,西屯,2.5,0.43,-,3.8,24,6,29.35,14.88,14.47,1.47,25.27,89.49
620,臺中市,2014/05/19,忠明,1.5,0.52,-,5.6,14,8,23.65,9.78,13.87,1.14,25.64,85.3
621,臺中市,2014/05/19,豐原,3.0,0.29,-,12.0,24,7,10.52,3.29,7.23,2.07,25.44,84.37
622,臺中市,2014/05/19,沙鹿,2.4,0.28,-,9.2,17,9,16.75,4.79,11.95,2.45,27.55,85.15
623,臺中市,2014/05/19,大里,2.1,0.45,436.74,6.3,23,6,22.92,10.0,12.92,1.45,24.43,82.34
624,臺中市,2014/05/18,西屯,1.1,0.25,-,9.7,24,8,16.56,5.12,11.43,2.18,26.84,84.42
625,臺中市,2014/05/18,忠明,2.3,0.33,-,11.7,18,8,15.35,3.92,11.43,1.44,26.91,78.61
626,臺中市,2014/05/18,豐原,3.0,0.21,-,16.1,21,10,7.9,2.5,5.4,3.1,26.37,76.92
627,臺中市,2014/05/18,沙鹿,2.2,0.21,-,13.6,18,11,11.22,1.58,9.63,3.38,27.89,82.31
628,臺中市,2014/05/18,大里,1.9,0.27,431.06,11.3,27,9,14.21,4.01,10.19,1.61,26.29,76.62
629,臺中市,2014/05/17,西屯,3.4,0.24,-,18.9,30,16,13.65,3.41,10.24,2.04,28.43,75.12
630,臺中市,2014/05/17,忠明,2.2,0.33,-,19.5,23,12,15.54,4.24,11.29,1.53,28.83,69.72
631,臺中市,2014/05/17,豐原,3.4,0.34,-,21.4,46,11,10.7,3.25,7.45,2.63,27.61,72.52
632,臺中市,2014/05/17,沙鹿,3.9,0.35,-,23.9,48,29,14.44,2.16,12.28,2.18,29.03,80.16
633,臺中市,2014/05/17,大里,2.5,0.33,433.15,19.4,31,10,13.18,3.67,9.51,-,29.19,68.31
634,臺中市,2014/05/16,西屯,2.6,0.34,-,23.5,31,17,19.14,3.98,15.16,1.68,27.55,83.89
635,臺中市,2014/05/16,忠明,2.4,0.51,-,23.9,25,15,21.03,4.46,16.57,1.26,27.53,80.6
636,臺中市,2014/05/16,豐原,3.6,0.31,-,25.2,36,18,10.95,2.75,8.21,1.96,26.4,84.14
637,臺中市,2014/05/16,沙鹿,3.7,0.45,-,31.8,43,29,19.89,3.26,16.63,1.76,28.32,85.65
638,臺中市,2014/05/16,大里,2.4,0.45,424.98,22.7,32,12,16.42,4.04,12.38,-,27.15,76.85
639,臺中市,2014/05/15,西屯,2.6,0.24,-,8.8,25,7,23.88,7.16,16.73,2.57,27.1,83.27
640,臺中市,2014/05/15,忠明,2.5,0.38,-,12.8,17,9,19.92,5.01,14.91,1.75,27.09,79.23
641,臺中市,2014/05/15,豐原,3.3,0.24,-,21.9,30,8,7.9,2.64,5.26,3.63,26.37,79.52
642,臺中市,2014/05/15,沙鹿,2.6,0.27,-,14.8,-,13,15.97,3.14,12.83,3.74,28.27,83.25
643,臺中市,2014/05/15,大里,2.9,0.34,417.46,14.3,25,6,16.62,4.36,12.26,1.88,26.84,75.42
644,臺中市,2014/05/14,西屯,2.3,0.16,-,11.0,25,7,16.39,5.6,10.79,3.22,28.36,73.4
645,臺中市,2014/05/14,忠明,2.3,0.31,-,14.2,18,10,13.91,3.58,10.33,2.29,28.91,67.14
646,臺中市,2014/05/14,豐原,3.3,0.22,-,19.2,35,8,8.69,2.41,6.28,4.57,28.31,67.53
647,臺中市,2014/05/14,沙鹿,2.8,0.23,-,14.8,24,13,12.22,2.5,9.72,4.23,29.93,72.93
648,臺中市,2014/05/14,大里,2.2,0.35,422.74,14.7,34,8,13.66,3.95,9.7,2.08,29.35,66.05
649,臺中市,2014/05/13,西屯,3.0,0.3,-,8.3,29,11,25.06,7.84,17.22,1.97,26.33,85.9
650,臺中市,2014/05/13,忠明,1.8,0.47,-,11.7,22,11,21.51,5.86,15.65,1.43,26.43,79.39
651,臺中市,2014/05/13,豐原,3.0,0.43,-,16.3,30,6,10.13,3.01,7.1,2.52,26.22,76.43
652,臺中市,2014/05/13,沙鹿,2.8,0.33,-,15.1,24,14,16.71,3.03,13.67,2.88,27.3,82.71
653,臺中市,2014/05/13,大里,2.6,0.46,429.33,10.3,35,8,19.93,7.0,12.92,1.47,25.83,76.95
654,臺中市,2014/05/12,西屯,3.3,0.19,-,11.9,23,9,17.22,5.06,12.15,2.68,27.77,75.03
655,臺中市,2014/05/12,忠明,2.3,0.35,-,14.7,19,6,16.86,4.53,12.33,1.72,28.3,68.33
656,臺中市,2014/05/12,豐原,2.0,0.22,-,20.9,34,9,10.36,2.57,7.79,3.45,27.89,66.49
657,臺中市,2014/05/12,沙鹿,3.3,0.21,-,15.3,25,14,12.82,2.58,10.24,3.3,28.87,73.68
658,臺中市,2014/05/12,大里,2.7,0.32,424.71,14.2,27,9,15.57,4.87,10.7,1.68,28.13,68.67
659,臺中市,2014/05/11,西屯,1.8,0.26,-,23.1,33,14,15.28,3.29,11.99,2.32,28.37,68.86
660,臺中市,2014/05/11,忠明,2.2,0.43,-,22.4,29,13,19.55,4.38,15.17,1.53,28.82,64.02
661,臺中市,2014/05/11,豐原,2.4,0.27,-,34.6,27,11,9.17,1.19,7.97,3.16,28.44,61.0
662,臺中市,2014/05/11,沙鹿,3.2,0.29,-,27.7,36,19,13.68,1.76,11.92,3.11,29.58,67.21
663,臺中市,2014/05/11,大里,2.7,0.44,433.55,20.6,31,11,18.25,4.46,13.78,1.47,28.73,64.22
664,臺中市,2014/05/10,西屯,3.4,0.47,-,23.3,53,22,28.37,6.49,21.88,1.34,25.98,76.7
665,臺中市,2014/05/10,忠明,2.8,0.68,-,22.6,49,23,31.53,6.1,25.43,1.02,26.06,72.25
666,臺中市,2014/05/10,豐原,4.0,0.81,-,25.3,42,17,15.53,2.56,12.97,2.2,25.07,76.57
667,臺中市,2014/05/10,沙鹿,5.4,0.52,-,27.9,63,36,25.71,3.54,22.17,1.28,26.02,81.2
668,臺中市,2014/05/10,大里,2.6,0.51,434.68,23.2,45,16,23.37,3.58,19.79,1.25,25.52,70.47
669,臺中市,2014/05/09,西屯,3.1,0.6,-,17.8,57,32,36.23,8.82,27.41,1.34,24.42,88.91
670,臺中市,2014/05/09,忠明,2.4,0.8,-,16.6,59,32,38.53,6.41,32.12,1.08,24.07,85.5
671,臺中市,2014/05/09,豐原,1.8,0.57,-,18.5,59,31,22.31,3.41,18.9,1.31,22.9,93.38
672,臺中市,2014/05/09,沙鹿,3.1,0.5,-,25.1,55,35,24.84,2.98,21.86,1.83,24.32,91.99
673,臺中市,2014/05/09,大里,3.5,0.87,455.08,14.2,66,34,40.26,6.06,34.2,1.32,23.06,81.7
674,臺中市,2014/05/08,西屯,3.6,0.49,-,21.8,35,23,34.76,8.05,26.71,2.05,24.67,80.67
675,臺中市,2014/05/08,忠明,3.1,0.72,-,18.5,40,19,-,-,-,1.5,24.61,77.14
676,臺中市,2014/05/08,豐原,2.1,0.42,-,28.2,35,14,13.16,1.75,11.41,1.64,23.63,82.37
677,臺中市,2014/05/08,沙鹿,3.2,0.41,-,32.7,45,29,18.01,1.73,16.28,2.32,24.95,84.79
678,臺中市,2014/05/08,大里,3.3,0.75,446.0,18.9,49,22,32.67,4.63,28.03,1.51,24.4,72.61
679,臺中市,2014/05/07,西屯,2.1,0.61,-,12.1,40,22,48.8,18.09,30.71,1.25,22.28,88.52
680,臺中市,2014/05/07,忠明,3.1,0.79,-,13.9,36,23,42.71,10.28,32.43,0.93,21.88,85.04
681,臺中市,2014/05/07,豐原,2.1,0.57,-,15.0,24,-,22.91,3.52,19.38,1.35,20.98,91.14
682,臺中市,2014/05/07,沙鹿,2.4,0.45,-,25.8,46,32,22.39,3.0,19.39,1.46,22.78,89.47
683,臺中市,2014/05/07,大里,4.0,0.8,452.38,13.0,50,23,42.59,10.37,32.22,1.08,20.02,82.22
684,臺中市,2014/05/06,西屯,1.6,0.34,-,31.6,32,20,19.05,2.58,16.47,2.79,18.97,86.14
685,臺中市,2014/05/06,忠明,2.6,0.5,-,26.3,38,20,27.49,4.1,23.39,1.43,18.69,82.07
686,臺中市,2014/05/06,豐原,1.9,0.34,-,28.2,21,9,13.03,1.84,11.19,1.49,18.19,86.92
687,臺中市,2014/05/06,沙鹿,2.2,0.32,-,35.4,47,31,19.09,1.81,17.28,3.69,18.45,86.29
688,臺中市,2014/05/06,大里,1.8,0.73,436.46,20.9,45,19,36.48,7.45,29.01,1.35,17.05,78.29
689,臺中市,2014/05/05,西屯,1.8,0.29,-,46.5,29,14,10.82,1.23,9.59,4.85,21.7,78.52
690,臺中市,2014/05/05,忠明,2.0,0.4,-,42.5,30,15,16.88,1.85,15.02,2.51,21.8,74.26
691,臺中市,2014/05/05,豐原,1.8,0.29,-,43.3,16,6,7.63,1.53,6.1,2.78,20.57,80.86
692,臺中市,2014/05/05,沙鹿,1.2,0.27,-,51.7,34,19,10.95,1.28,9.67,6.08,21.06,79.6
693,臺中市,2014/05/05,大里,2.3,0.44,421.73,36.9,29,12,15.79,1.83,13.96,2.52,21.21,71.96
694,臺中市,2014/05/04,西屯,5.9,0.37,-,35.7,54,26,16.3,1.57,14.73,1.46,26.05,74.54
695,臺中市,2014/05/04,忠明,4.5,0.47,-,39.0,51,24,17.61,2.15,15.47,1.32,26.32,69.11
696,臺中市,2014/05/04,豐原,4.6,0.51,-,36.0,45,20,16.39,2.53,13.86,1.67,24.73,77.01
697,臺中市,2014/05/04,沙鹿,6.9,0.44,-,40.2,75,39,18.68,1.8,16.88,1.44,25.27,76.35
698,臺中市,2014/05/04,大里,3.7,0.43,428.9,37.3,59,22,14.49,1.77,12.72,1.55,25.35,70.8
699,臺中市,2014/05/03,西屯,3.8,0.5,-,38.5,58,34,25.53,3.81,21.72,1.55,26.42,74.75
700,臺中市,2014/05/03,忠明,2.8,0.63,-,39.4,61,31,28.45,2.97,25.48,1.34,26.84,68.79
701,臺中市,2014/05/03,豐原,4.4,0.57,-,38.8,51,22,18.96,1.89,17.06,1.66,24.9,76.58
702,臺中市,2014/05/03,沙鹿,3.3,0.52,-,41.3,68,37,23.12,3.24,19.88,2.07,26.01,75.92
703,臺中市,2014/05/03,大里,4.6,0.61,447.44,36.4,58,23,24.72,2.28,22.44,1.3,26.28,69.35
704,臺中市,2014/05/02,西屯,1.8,0.44,-,37.0,45,24,18.03,1.82,16.21,2.39,25.33,78.48
705,臺中市,2014/05/02,忠明,3.1,0.61,-,35.8,44,21,23.51,3.07,20.44,1.64,25.45,73.89
706,臺中市,2014/05/02,豐原,3.5,0.44,-,42.3,44,17,14.24,2.23,12.01,2.03,25.32,73.43
707,臺中市,2014/05/02,沙鹿,2.9,0.42,-,40.5,51,30,16.33,0.94,15.37,3.21,25.04,82.44
708,臺中市,2014/05/02,大里,2.6,0.68,444.23,34.6,51,21,25.09,3.35,21.74,1.41,25.42,70.82
709,臺中市,2014/05/01,西屯,2.8,0.51,-,28.9,50,30,25.61,2.98,22.61,1.56,22.08,89.77
710,臺中市,2014/05/01,忠明,2.4,0.69,-,26.7,44,28,29.7,3.4,26.3,1.09,21.75,86.93
711,臺中市,2014/05/01,豐原,3.1,0.53,-,31.7,36,22,17.29,1.63,15.66,1.48,20.96,89.91
712,臺中市,2014/05/01,沙鹿,1.9,0.49,-,35.2,51,36,18.6,1.4,17.2,1.95,22.65,90.16
713,臺中市,2014/05/01,大里,2.2,0.8,452.02,27.4,55,29,29.19,3.11,26.09,1.12,20.06,83.27
714,臺南市,2014/05/31,新營,2.7,0.29,-,23.8,59,23,11.62,2.99,8.63,1.87,29.37,74.04
715,臺南市,2014/05/31,善化,3.3,0.2,418.36,21.6,38,17,8.85,2.03,6.82,1.75,28.77,78.78
716,臺南市,2014/05/31,安南,3.4,0.2,-,21.2,44,14,8.46,3.07,5.39,2.01,29.82,74.65
717,臺南市,2014/05/30,新營,3.7,0.25,-,16.1,49,14,8.74,1.35,7.38,1.57,29.22,75.77
718,臺南市,2014/05/30,善化,3.4,0.19,427.06,17.5,34,12,10.84,2.03,8.81,1.68,28.15,80.91
719,臺南市,2014/05/30,安南,3.4,0.25,-,18.9,48,13,13.55,3.73,9.82,1.78,29.19,77.16
720,臺南市,2014/05/29,新營,4.0,0.28,-,22.7,54,15,7.33,1.5,5.83,1.88,29.44,75.41
721,臺南市,2014/05/29,善化,3.4,0.19,420.71,23.8,42,17,8.54,1.11,7.42,2.06,28.73,81.25
722,臺南市,2014/05/29,安南,3.0,0.23,-,28.1,52,24,9.96,2.36,7.6,2.08,29.85,78.28
723,臺南市,2014/05/28,新營,3.1,0.33,-,39.4,54,21,8.86,1.41,7.44,1.41,28.99,78.83
724,臺南市,2014/05/28,善化,4.3,0.27,426.58,34.3,37,22,12.42,1.17,11.24,2.02,28.35,83.41
725,臺南市,2014/05/28,安南,3.3,0.33,-,41.6,53,25,15.21,3.26,11.95,1.66,29.08,82.72
726,臺南市,2014/05/27,新營,2.8,0.3,-,32.8,43,13,7.7,0.79,6.86,1.75,29.1,76.99
727,臺南市,2014/05/27,善化,3.0,0.23,420.74,31.5,31,12,10.56,1.25,9.31,2.24,28.76,80.9
728,臺南市,2014/05/27,安南,3.0,0.25,-,42.4,38,13,10.13,3.08,7.05,2.13,29.66,77.0
729,臺南市,2014/05/26,新營,3.2,0.25,-,16.1,38,12,7.02,1.44,5.56,1.86,29.67,72.86
730,臺南市,2014/05/26,善化,2.8,0.14,420.02,14.9,26,8,8.11,1.51,6.6,2.23,28.8,78.62
731,臺南市,2014/05/26,安南,2.8,0.18,-,18.9,33,12,9.97,4.09,5.87,2.13,29.93,73.9
732,臺南市,2014/05/25,新營,4.1,0.29,-,25.7,45,17,6.94,1.18,5.77,1.65,29.5,71.73
733,臺南市,2014/05/25,善化,2.5,0.2,427.14,24.2,30,12,8.29,0.88,7.39,1.71,28.58,77.51
734,臺南市,2014/05/25,安南,3.0,0.26,-,32.0,44,16,10.02,2.36,7.66,2.0,29.8,71.5
735,臺南市,2014/05/24,新營,3.0,0.4,-,25.6,69,26,13.7,2.07,11.63,1.51,28.72,74.43
736,臺南市,2014/05/24,善化,3.9,0.24,428.52,25.7,45,16,9.8,1.86,7.92,1.52,27.94,78.69
737,臺南市,2014/05/24,安南,3.5,0.38,-,28.7,60,20,17.27,5.27,12.0,1.63,29.0,74.51
738,臺南市,2014/05/23,新營,2.6,0.44,-,16.7,59,21,19.17,2.58,16.56,1.5,26.7,82.72
739,臺南市,2014/05/23,善化,4.6,0.39,446.73,12.5,50,21,19.82,2.78,17.04,1.67,26.6,85.52
740,臺南市,2014/05/23,安南,5.0,0.48,-,11.9,65,24,27.88,6.83,21.05,1.5,27.41,82.58
741,臺南市,2014/05/22,新營,3.1,0.27,-,18.6,46,9,9.74,2.46,7.27,1.95,28.8,70.2
742,臺南市,2014/05/22,善化,2.8,0.24,422.27,20.3,35,12,11.98,1.68,10.29,2.73,28.64,75.78
743,臺南市,2014/05/22,安南,4.8,0.41,-,15.3,46,15,18.55,5.19,13.36,2.51,29.55,71.03
744,臺南市,2014/05/21,新營,2.8,0.3,-,19.0,40,8,9.53,1.86,7.69,1.78,26.78,82.81
745,臺南市,2014/05/21,善化,3.0,0.19,425.17,16.3,27,7,12.12,1.88,10.24,2.2,26.41,85.45
746,臺南市,2014/05/21,安南,5.6,0.43,-,12.9,49,14,27.93,7.74,20.19,2.07,26.85,84.67
747,臺南市,2014/05/20,新營,2.6,0.24,-,13.4,42,6,7.7,2.35,5.34,1.94,27.65,81.76
748,臺南市,2014/05/20,善化,2.3,0.12,422.21,14.2,31,8,9.45,1.85,7.6,2.76,27.27,83.55
749,臺南市,2014/05/20,安南,3.7,0.3,-,14.5,36,9,16.34,5.83,10.5,2.4,28.14,79.89
750,臺南市,2014/05/19,新營,3.5,0.28,-,8.2,46,6,10.48,4.25,6.22,1.46,27.58,81.68
751,臺南市,2014/05/19,善化,2.3,0.17,428.02,9.5,29,7,11.1,2.8,8.29,2.32,27.27,84.63
752,臺南市,2014/05/19,安南,3.2,0.28,-,9.6,31,8,17.36,8.63,8.74,1.79,27.86,81.71
753,臺南市,2014/05/18,新營,2.2,0.24,-,11.2,43,10,9.95,2.64,7.31,1.47,28.08,80.38
754,臺南市,2014/05/18,善化,2.6,0.19,428.21,11.2,25,7,11.21,2.33,8.87,1.89,27.95,82.57
755,臺南市,2014/05/18,安南,3.2,0.27,-,12.5,30,9,15.35,6.67,8.68,1.61,28.65,79.04
756,臺南市,2014/05/17,新營,2.6,0.28,-,20.6,56,20,9.75,2.76,6.99,1.52,29.42,73.64
757,臺南市,2014/05/17,善化,2.2,0.16,425.34,20.5,34,11,7.15,1.46,5.72,1.95,28.76,78.46
758,臺南市,2014/05/17,安南,3.2,0.22,-,18.7,40,12,11.61,3.33,8.29,1.86,29.47,75.01
759,臺南市,2014/05/16,新營,2.4,0.32,-,21.6,56,19,10.9,2.45,8.45,1.59,28.52,81.63
760,臺南市,2014/05/16,善化,2.6,0.19,427.27,17.6,39,14,7.35,1.34,6.03,2.0,28.4,83.95
