序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
55,臺北市,1993/10/24,陽明,1.6,0.27,51.5,-,32,2,0.12,1.13,-,-,-,14.04,-,87.0,53.0
56,臺北市,1993/10/24,士林,2.4,0.49,36.8,-,55,16,1.52,13.11,-,-,-,21.74,-,-,53.0
57,臺北市,1993/10/23,松山,12.0,1.11,17.6,-,83,67,17.51,49.31,-,-,-,23.47,-,-,66.0
58,臺北市,1993/10/23,古亭,2.0,0.97,27.5,-,74,42,11.16,31.72,2.19,0.16,2.02,24.04,-,-,62.0
59,臺北市,1993/10/23,中山,5.8,1.29,18.2,-,83,68,19.19,48.04,2.16,0.27,1.89,24.24,-,-,67.0
60,臺北市,1993/10/23,大同,17.1,6.34,-,-,133,311,239.91,71.98,4.51,2.85,1.65,25.08,-,-,100.0
61,臺北市,1993/10/23,萬華,2.7,1.02,29.9,-,51,32,3.0,27.81,-,-,-,24.11,-,-,51.0
62,臺北市,1993/10/23,陽明,3.4,0.21,61.0,-,38,1,0.1,1.09,-,-,-,16.33,-,82.0,56.0
63,臺北市,1993/10/23,士林,4.5,0.41,43.9,-,61,17,2.38,13.75,-,-,-,23.97,-,-,55.0
64,臺北市,1993/10/22,松山,15.4,1.44,10.0,-,96,100,41.25,58.11,-,-,-,22.05,-,-,73.0
65,臺北市,1993/10/22,古亭,2.3,1.22,22.1,-,60,57,17.92,37.47,3.05,0.33,2.77,22.98,-,-,55.0
66,臺北市,1993/10/22,中山,9.7,1.93,14.0,-,77,97,41.49,51.62,2.52,0.56,1.96,23.04,-,-,64.0
67,臺北市,1993/10/22,大同,22.5,6.97,-,-,130,317,248.65,69.37,4.58,3.08,1.64,23.85,-,-,116.0
68,臺北市,1993/10/22,萬華,3.4,1.41,23.3,-,46,42,6.36,34.8,-,-,-,22.93,-,-,56.0
69,臺北市,1993/10/22,陽明,1.7,0.28,62.2,-,27,1,0.08,1.18,-,-,-,15.99,-,83.0,55.0
70,臺北市,1993/10/22,士林,4.1,0.6,42.2,-,54,20,1.73,16.1,-,-,-,23.31,-,-,52.0
71,臺北市,1993/10/21,松山,18.5,1.49,14.2,-,77,83,35.89,46.4,-,-,-,21.69,-,-,64.0
72,臺北市,1993/10/21,古亭,1.9,1.03,23.3,-,47,46,12.75,32.4,2.49,0.31,2.19,22.75,-,-,47.0
73,臺北市,1993/10/21,中山,13.1,1.17,14.1,-,61,69,23.23,45.83,2.19,0.52,1.93,22.62,-,-,56.0
74,臺北市,1993/10/21,大同,23.2,5.96,-,-,113,289,219.49,65.74,4.57,2.82,1.75,23.55,-,-,94.0
75,臺北市,1993/10/21,萬華,3.8,1.17,20.5,-,49,40,6.09,33.08,-,-,-,22.76,-,-,49.0
76,臺北市,1993/10/21,陽明,1.4,0.24,57.7,-,25,1,0.04,0.92,-,-,-,15.22,-,84.0,53.0
77,臺北市,1993/10/21,士林,2.1,0.57,37.0,-,45,19,2.57,15.07,-,-,-,22.56,-,-,45.0
78,臺北市,1993/10/20,松山,12.0,1.32,12.7,-,75,80,34.76,45.23,-,-,-,21.36,-,-,63.0
79,臺北市,1993/10/20,古亭,3.2,1.3,17.0,-,56,61,29.25,35.52,3.1,0.39,2.68,21.95,-,-,53.0
80,臺北市,1993/10/20,中山,6.7,1.24,10.0,-,59,74,26.04,47.4,2.22,0.34,1.89,22.02,-,-,54.0
81,臺北市,1993/10/20,大同,22.1,6.57,-,-,111,322,252.49,65.72,4.92,3.09,1.83,22.77,-,-,109.0
82,臺北市,1993/10/20,萬華,3.4,1.18,17.2,-,30,41,8.54,32.78,-,-,-,21.95,-,-,30.0
83,臺北市,1993/10/20,陽明,1.4,-,54.7,-,16,1,0.08,1.01,-,-,-,14.18,-,86.0,49.0
84,臺北市,1993/10/20,士林,2.7,0.59,33.4,-,43,21,2.5,16.5,-,-,-,21.97,-,-,42.0
85,臺北市,1993/10/19,松山,4.4,0.76,19.7,-,54,38,8.11,29.8,-,-,-,21.73,-,-,52.0
86,臺北市,1993/10/19,古亭,2.6,1.05,17.3,-,71,48,20.07,30.3,2.25,0.19,2.09,22.15,-,-,60.0
87,臺北市,1993/10/19,中山,3.8,0.99,14.4,-,44,48,13.57,34.45,2.03,0.17,1.86,22.38,-,-,44.0
88,臺北市,1993/10/19,大同,18.6,5.57,-,-,87,279,224.57,57.64,4.39,2.63,1.76,23.13,-,-,89.0
89,臺北市,1993/10/19,萬華,3.4,0.93,19.2,-,25,31,5.53,25.06,-,-,-,22.16,-,-,25.0
90,臺北市,1993/10/19,陽明,0.5,0.2,47.6,-,-,1,0.01,0.63,-,-,-,14.27,-,91.0,44.0
91,臺北市,1993/10/19,士林,1.6,0.41,34.0,-,34,14,2.25,11.97,-,-,-,22.47,-,-,34.0
92,臺北市,1993/10/18,松山,2.2,0.77,19.8,-,29,31,5.95,24.08,-,-,-,22.46,-,-,29.0
93,臺北市,1993/10/18,古亭,1.3,1.26,13.0,-,72,47,18.52,30.5,1.96,0.3,1.65,22.96,-,-,61.0
94,臺北市,1993/10/18,中山,3.7,1.4,10.5,-,34,63,25.72,37.03,2.11,0.32,1.79,23.61,-,-,34.0
95,臺北市,1993/10/18,大同,17.0,7.2,-,-,110,307,251.38,55.12,5.04,3.25,1.79,24.41,-,-,110.0
96,臺北市,1993/10/18,萬華,1.7,1.24,13.2,-,16,35,7.75,27.46,-,-,-,23.1,-,-,21.0
97,臺北市,1993/10/18,陽明,0.1,0.26,43.1,-,-,1,0.14,0.51,-,-,-,17.21,-,100.0,39.0
98,臺北市,1993/10/18,士林,0.9,0.55,28.4,-,16,13,2.47,9.41,-,-,-,24.16,-,-,29.0
99,臺北市,1993/10/17,松山,7.4,0.7,13.1,-,50,29,7.22,21.65,-,-,-,27.3,-,-,48.0
100,臺北市,1993/10/17,古亭,5.0,1.17,13.1,-,60,50,21.95,26.91,2.13,0.2,1.95,28.75,-,-,54.0
101,臺北市,1993/10/17,中山,4.8,1.04,11.5,-,50,46,16.09,29.41,1.98,0.15,1.83,28.68,-,-,48.0
102,臺北市,1993/10/17,大同,13.6,5.15,-,-,101,234,187.34,47.08,3.78,1.96,1.82,29.39,-,-,78.0
103,臺北市,1993/10/17,萬華,5.2,1.0,16.2,-,33,34,9.4,23.05,-,-,-,28.49,-,-,48.0
104,臺北市,1993/10/17,陽明,1.4,0.2,31.6,-,-,2,0.13,1.22,-,-,-,21.25,-,86.0,37.0
105,臺北市,1993/10/17,士林,2.0,0.65,21.1,-,40,18,4.3,11.23,-,-,-,28.04,-,-,39.0
106,臺北市,1993/10/16,松山,4.2,1.0,8.3,-,48,40,17.09,22.45,-,-,-,27.01,-,-,48.0
107,臺北市,1993/10/16,古亭,2.1,1.08,9.5,-,44,41,18.96,20.72,1.98,0.24,1.73,27.57,-,-,44.0
108,臺北市,1993/10/16,中山,4.5,1.27,6.2,-,49,53,27.24,25.3,2.02,0.24,1.79,27.69,-,-,49.0
109,臺北市,1993/10/16,大同,19.6,6.7,-,-,101,283,240.71,45.38,4.68,2.96,1.72,28.61,-,-,100.0
110,臺北市,1993/10/16,萬華,2.5,1.1,8.2,-,27,32,11.81,18.57,-,-,-,27.64,-,-,27.0
111,臺北市,1993/10/16,陽明,4.1,0.18,24.7,-,16,3,0.1,2.33,-,-,-,20.28,-,85.0,23.0
112,臺北市,1993/10/16,士林,1.7,0.56,17.0,-,34,15,3.91,8.52,-,-,-,27.8,-,-,34.0
113,臺北市,1993/10/15,松山,7.7,0.88,6.3,-,50,42,16.65,24.95,-,-,-,25.89,-,-,50.0
114,臺北市,1993/10/15,古亭,3.9,1.28,7.5,-,63,50,29.17,23.92,2.12,0.34,1.77,26.63,-,-,57.0
115,臺北市,1993/10/15,中山,8.4,1.0,6.0,-,39,46,21.41,24.64,2.01,0.22,1.79,26.82,-,-,39.0
116,臺北市,1993/10/15,大同,21.7,6.24,-,-,98,260,215.35,42.31,4.5,2.85,1.65,27.7,-,-,92.0
117,臺北市,1993/10/15,萬華,5.1,1.18,5.9,-,24,36,13.77,20.73,-,-,-,26.6,-,-,24.0
118,臺北市,1993/10/15,陽明,5.3,0.22,23.9,-,17,4,0.23,3.46,-,-,-,19.52,-,89.0,26.0
119,臺北市,1993/10/15,士林,7.6,0.52,14.3,-,33,17,5.41,9.13,-,-,-,26.9,-,-,33.0
120,臺北市,1993/10/14,松山,9.7,0.83,6.2,-,44,40,16.56,22.61,-,-,-,26.54,-,-,44.0
121,臺北市,1993/10/14,古亭,5.1,1.13,7.0,-,45,45,21.43,22.48,2.02,0.27,1.75,27.83,-,-,45.0
122,臺北市,1993/10/14,中山,8.4,1.03,5.3,-,41,45,23.46,21.57,1.95,0.21,1.74,27.81,-,-,41.0
123,臺北市,1993/10/14,大同,22.3,5.96,-,-,146,249,214.11,38.83,4.32,2.65,1.67,28.77,-,-,98.0
124,臺北市,1993/10/14,萬華,5.0,1.06,6.6,-,20,32,12.24,18.43,-,-,-,27.74,-,-,20.0
125,臺北市,1993/10/14,陽明,2.9,0.21,22.4,-,-,2,0.36,1.01,-,-,-,20.8,-,84.0,32.0
126,臺北市,1993/10/14,士林,3.4,0.51,11.8,-,25,15,5.03,7.38,-,-,-,28.1,-,-,25.0
127,臺北市,1993/10/13,松山,7.8,1.25,4.2,-,49,55,32.99,21.71,-,-,-,27.77,-,-,49.0
128,臺北市,1993/10/13,古亭,3.0,1.62,7.5,-,47,61,39.04,20.67,2.56,0.41,2.17,29.38,-,-,47.0
129,臺北市,1993/10/13,中山,5.9,1.6,3.7,-,44,70,45.36,-,2.02,0.34,1.67,29.05,-,-,44.0
130,臺北市,1993/10/13,大同,25.9,7.71,-,-,118,297,256.38,41.23,5.12,3.42,1.69,30.11,-,-,137.0
131,臺北市,1993/10/13,萬華,5.7,1.4,9.1,-,39,39,20.19,17.81,-,-,-,29.27,-,-,39.0
132,臺北市,1993/10/13,陽明,1.5,0.18,17.6,-,-,2,0.05,1.67,-,-,-,22.06,-,78.0,22.0
133,臺北市,1993/10/13,士林,0.8,0.62,9.5,-,23,19,7.64,9.3,-,-,-,29.14,-,-,23.0
134,臺北市,1993/10/12,松山,5.7,1.26,9.1,-,57,56,27.38,27.81,-,-,-,25.46,-,-,54.0
135,臺北市,1993/10/12,古亭,3.2,1.57,11.6,-,43,58,38.29,24.88,2.07,0.41,1.68,25.9,-,-,43.0
136,臺北市,1993/10/12,中山,5.7,1.56,7.1,-,47,66,35.97,29.95,2.08,0.38,1.71,25.97,-,-,47.0
137,臺北市,1993/10/12,大同,24.2,7.77,-,-,112,284,237.05,46.13,4.97,3.27,1.69,26.82,-,-,142.0
138,臺北市,1993/10/12,萬華,3.7,1.6,10.3,-,26,46,22.23,22.27,-,-,-,26.01,-,-,28.0
139,臺北市,1993/10/12,陽明,1.8,-,30.8,-,-,3,0.36,2.41,-,-,-,19.98,-,90.0,43.0
140,臺北市,1993/10/12,士林,2.3,0.58,17.8,-,26,16,5.55,8.86,-,-,-,26.74,-,-,30.0
141,臺北市,1993/10/11,松山,8.5,0.99,12.2,-,67,61,19.84,41.1,-,-,-,22.83,-,-,59.0
142,臺北市,1993/10/11,古亭,4.9,1.1,16.7,-,71,47,13.07,33.11,1.96,0.27,1.68,23.35,-,-,60.0
143,臺北市,1993/10/11,中山,4.6,1.17,14.4,-,53,55,18.89,35.94,1.92,0.14,1.78,23.46,-,-,51.0
144,臺北市,1993/10/11,大同,14.8,6.89,-,-,102,299,237.54,60.19,4.39,2.87,1.53,24.16,-,-,129.0
145,臺北市,1993/10/11,萬華,5.1,1.05,15.5,-,36,36,5.37,29.37,-,-,-,23.29,-,-,36.0
146,臺北市,1993/10/11,陽明,0.1,0.3,50.3,-,-,1,0.02,0.6,-,-,-,16.86,-,89.0,45.0
147,臺北市,1993/10/11,士林,0.5,0.72,28.6,-,44,27,8.84,-,-,-,-,23.95,-,-,44.0
148,臺北市,1993/10/10,松山,8.4,1.04,13.9,-,60,64,28.78,35.24,-,-,-,22.74,-,-,55.0
149,臺北市,1993/10/10,古亭,3.4,0.92,17.4,-,37,47,17.08,29.45,2.33,0.19,2.04,23.49,-,-,37.0
150,臺北市,1993/10/10,中山,6.5,1.12,14.4,-,53,72,39.28,35.92,2.32,0.37,1.95,23.87,-,-,52.0
151,臺北市,1993/10/10,大同,16.2,6.25,-,-,78,276,224.57,56.91,4.63,2.72,1.91,24.82,-,-,125.0
152,臺北市,1993/10/10,萬華,1.7,0.94,18.0,-,31,33,5.4,25.99,-,-,-,24.13,-,-,31.0
153,臺北市,1993/10/10,陽明,0.2,0.17,48.0,-,-,1,0.14,0.85,-,-,-,16.49,-,83.0,45.0
154,臺北市,1993/10/10,士林,2.3,0.71,22.0,-,38,31,10.43,18.92,-,-,-,23.33,-,-,38.0
155,臺北市,1993/10/09,松山,18.1,1.15,11.5,-,65,75,37.35,38.08,-,-,-,22.65,-,-,57.0
156,臺北市,1993/10/09,古亭,5.6,1.11,16.5,-,50,57,22.61,33.21,2.5,0.3,2.15,23.79,-,-,50.0
157,臺北市,1993/10/09,中山,7.9,1.29,9.3,-,59,78,38.6,39.09,2.37,0.4,1.97,23.55,-,-,54.0
158,臺北市,1993/10/09,大同,20.8,6.36,-,-,114,332,268.26,60.41,4.89,2.96,1.93,24.46,-,-,92.0
159,臺北市,1993/10/09,萬華,5.1,1.05,15.0,-,26,39,9.15,28.49,-,-,-,23.43,-,-,26.0
160,臺北市,1993/10/09,陽明,0.2,-,45.7,-,-,1,0.09,0.72,-,-,-,16.07,-,87.0,41.0
161,臺北市,1993/10/09,士林,3.7,0.66,22.0,-,34,26,6.67,18.52,-,-,-,23.49,-,-,34.0
162,臺北市,1993/10/08,松山,5.6,1.37,13.8,-,98,72,30.28,41.3,-,-,-,22.1,-,-,74.0
163,臺北市,1993/10/08,古亭,2.5,1.44,17.2,-,87,61,25.81,34.77,2.63,0.4,2.26,22.66,-,-,68.0
164,臺北市,1993/10/08,中山,7.3,1.66,11.2,-,72,86,38.51,47.53,2.48,0.51,1.97,23.0,-,-,61.0
165,臺北市,1993/10/08,大同,20.8,7.32,-,-,128,342,276.66,69.13,5.22,3.21,1.84,23.91,-,-,124.0
166,臺北市,1993/10/08,萬華,4.1,1.3,19.1,-,40,45,11.82,32.06,-,-,-,22.88,-,-,40.0
167,臺北市,1993/10/08,陽明,0.3,-,50.7,-,18,1,0.16,0.86,-,-,-,15.38,-,93.0,48.0
168,臺北市,1993/10/08,士林,4.1,1.05,18.8,-,65,45,14.18,27.9,-,-,-,22.47,-,-,57.0
169,臺北市,1993/10/07,松山,5.3,1.76,10.1,-,39,85,41.39,43.09,-,-,-,21.01,-,-,39.0
170,臺北市,1993/10/07,古亭,3.4,2.27,9.4,-,48,96,53.71,40.91,2.76,0.72,2.07,20.92,-,-,47.0
171,臺北市,1993/10/07,中山,7.0,2.26,7.9,-,44,98,50.18,46.32,2.76,0.72,2.04,21.28,-,-,44.0
172,臺北市,1993/10/07,大同,18.4,6.78,-,-,102,286,221.46,58.07,4.86,3.0,1.86,21.82,-,-,109.0
173,臺北市,1993/10/07,萬華,6.2,1.33,9.5,-,21,50,16.81,34.05,-,-,-,20.97,-,-,23.0
174,臺北市,1993/10/07,陽明,0.3,0.23,44.0,-,-,16,9.06,7.11,-,-,-,15.52,-,99.0,41.0
175,臺北市,1993/10/07,士林,3.2,1.21,9.3,-,46,54,18.98,33.25,-,-,-,21.17,-,-,46.0
176,臺北市,1993/10/06,松山,4.9,0.92,19.2,-,40,48,11.95,35.53,-,-,-,22.14,-,-,40.0
177,臺北市,1993/10/06,古亭,3.2,1.54,15.7,-,56,63,24.64,37.86,2.2,0.27,1.94,22.59,-,-,53.0
178,臺北市,1993/10/06,中山,4.8,1.68,12.6,-,48,69,26.7,42.24,2.3,0.46,1.84,23.34,-,-,48.0
179,臺北市,1993/10/06,大同,23.8,7.4,-,-,89,286,226.02,61.97,5.08,3.28,1.79,24.09,-,-,114.0
180,臺北市,1993/10/06,萬華,3.0,1.35,14.9,-,27,41,7.0,33.77,-,-,-,22.69,-,-,27.0
181,臺北市,1993/10/06,陽明,0.2,-,49.7,-,-,16,9.6,6.63,-,-,-,16.7,-,98.0,47.0
182,臺北市,1993/10/06,士林,1.6,0.58,29.7,-,31,25,4.26,18.18,-,-,-,23.88,-,-,36.0
183,臺北市,1993/10/05,松山,3.6,0.7,23.1,-,47,32,2.62,29.05,-,-,-,23.17,-,-,47.0
184,臺北市,1993/10/05,古亭,3.7,1.4,17.2,-,44,53,23.01,32.7,2.04,0.33,1.71,23.08,-,-,44.0
185,臺北市,1993/10/05,中山,1.7,0.82,20.9,-,40,36,7.55,32.14,1.95,0.14,1.82,24.12,-,-,40.0
186,臺北市,1993/10/05,大同,18.6,5.55,-,-,81,229,174.82,52.11,4.34,2.62,1.71,24.79,-,-,85.0
187,臺北市,1993/10/05,萬華,1.9,1.09,20.3,-,32,28,4.42,23.3,-,-,-,23.53,-,-,32.0
188,臺北市,1993/10/05,陽明,0.0,-,48.7,-,-,1,0.23,0.53,-,-,-,16.65,-,95.0,45.0
189,臺北市,1993/10/05,士林,1.0,0.43,33.4,-,38,13,1.59,7.58,-,-,-,24.2,-,-,38.0
190,臺北市,1993/10/04,松山,6.9,0.78,18.7,-,54,37,6.58,29.79,-,-,-,23.12,-,-,52.0
191,臺北市,1993/10/04,古亭,6.8,1.18,14.3,-,77,53,24.34,31.89,1.96,0.21,1.77,22.54,-,-,64.0
192,臺北市,1993/10/04,中山,1.7,0.9,18.6,-,41,35,10.94,24.64,1.96,0.18,1.8,24.01,-,-,41.0
193,臺北市,1993/10/04,大同,16.2,5.54,-,-,90,223,177.32,47.36,4.11,2.44,1.68,24.69,-,-,96.0
194,臺北市,1993/10/04,萬華,3.7,1.04,16.0,-,28,33,8.38,25.08,-,-,-,23.05,-,-,29.0
195,臺北市,1993/10/04,陽明,0.0,-,45.3,-,-,1,0.34,0.7,-,-,-,17.54,-,100.0,41.0
196,臺北市,1993/10/04,士林,0.2,0.4,33.2,-,37,10,1.67,-,-,-,-,24.56,-,-,37.0
197,臺北市,1993/10/03,松山,1.8,0.55,23.4,-,38,27,2.63,24.3,-,-,-,23.45,-,-,38.0
198,臺北市,1993/10/03,古亭,2.1,0.9,19.0,-,43,37,12.61,25.42,1.97,0.11,1.78,23.82,-,-,43.0
199,臺北市,1993/10/03,中山,1.4,0.79,18.1,-,36,37,10.52,25.74,1.97,0.17,1.8,24.45,-,-,36.0
200,臺北市,1993/10/03,大同,8.7,4.47,-,-,69,209,161.2,44.62,3.54,1.83,1.71,25.3,-,-,74.0
201,臺北市,1993/10/03,萬華,0.8,0.84,19.5,-,24,23,2.96,18.64,-,-,-,23.94,-,-,24.0
202,臺北市,1993/10/03,陽明,0.0,-,43.9,-,-,1,0.25,0.2,-,-,-,16.88,-,86.0,41.0
203,臺北市,1993/10/03,士林,2.0,0.48,27.8,-,32,17,2.29,12.17,-,-,-,24.11,-,-,32.0
204,臺北市,1993/10/02,松山,5.1,0.85,15.4,-,47,42,9.57,32.06,-,-,-,23.77,-,-,47.0
205,臺北市,1993/10/02,古亭,4.4,1.09,14.6,-,45,49,19.22,29.24,2.6,0.22,2.3,24.1,-,-,45.0
206,臺北市,1993/10/02,中山,5.2,1.09,11.5,-,48,60,25.29,34.43,2.26,0.28,1.98,24.45,-,-,48.0
207,臺北市,1993/10/02,大同,16.5,6.46,-,-,108,296,234.5,55.6,5.0,3.13,1.86,25.42,-,-,97.0
208,臺北市,1993/10/02,萬華,2.5,0.96,13.9,-,33,31,6.95,23.43,-,-,-,23.88,-,-,33.0
209,臺北市,1993/10/02,陽明,0.1,-,41.7,-,16,2,1.38,0.06,-,-,-,16.61,-,83.0,37.0
210,臺北市,1993/10/02,士林,0.5,0.5,26.1,-,29,17,3.9,11.39,-,-,-,24.17,-,-,30.0
