序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1056,高雄市,1999/03/13,前金,17.2,1.11,20.7,-,137,-,58.54,20.66,37.88,-,-,-,23.28,-,-,94.0,-
1057,高雄市,1999/03/13,前鎮,19.9,-,-,-,101,-,91.64,38.77,52.86,3.467,0.8,2.66,24.09,-,-,75.0,-
1058,高雄市,1999/03/13,復興,18.7,1.62,-,-,120,-,83.05,36.47,46.58,3.551,1.14,2.42,23.99,-,-,85.0,-
1059,高雄市,1999/03/13,小港,24.3,1.02,20.1,-,108,-,90.49,39.66,50.83,3.179,0.85,2.33,24.79,-,-,79.0,-
1060,高雄市,1999/03/13,鳳山,23.0,1.27,17.7,-,95,101,79.14,31.15,47.99,-,-,-,24.19,-,-,72.0,-
1061,高雄市,1999/03/13,林園,21.2,0.97,24.7,-,119,77,50.93,13.97,36.95,2.993,0.65,2.34,24.97,-,-,84.0,-
1062,高雄市,1999/03/13,大寮,16.9,0.97,25.5,-,121,-,58.9,20.44,38.45,3.178,0.65,2.53,24.69,-,-,86.0,-
1063,高雄市,1999/03/13,仁武,15.8,0.96,19.4,-,-,-,-,-,-,3.129,0.62,2.51,23.46,-,-,48.0,-
1064,高雄市,1999/03/13,橋頭,9.1,0.91,17.9,-,86,-,52.62,14.34,38.28,3.273,0.41,2.86,22.43,-,-,68.0,-
1065,高雄市,1999/03/13,美濃,3.5,0.84,22.6,-,78,-,33.41,4.25,29.16,-,-,-,23.38,-,-,64.0,-
1066,高雄市,1999/03/12,左營,13.8,0.19,24.3,-,134,-,57.37,16.21,41.16,-,-,-,22.16,-,-,92.0,-
1067,高雄市,1999/03/12,楠梓,9.7,0.71,21.4,-,133,-,52.17,12.89,39.28,2.728,0.41,2.32,22.09,-,-,92.0,-
1068,高雄市,1999/03/12,前金,17.1,1.09,20.2,-,160,-,61.8,18.39,43.41,-,-,-,22.24,-,-,105.0,-
1069,高雄市,1999/03/12,前鎮,20.0,-,-,-,125,-,84.26,27.52,56.73,3.214,0.63,2.59,23.13,-,-,88.0,-
1070,高雄市,1999/03/12,復興,17.3,1.66,-,-,154,-,82.53,31.83,50.7,3.463,1.09,2.37,23.04,-,-,102.0,-
1071,高雄市,1999/03/12,小港,19.9,1.05,19.2,-,121,-,78.73,28.13,50.6,3.092,0.78,2.31,23.72,-,-,85.0,-
1072,高雄市,1999/03/12,鳳山,22.1,1.13,16.6,-,130,104,74.37,26.97,47.4,-,-,-,23.2,-,-,90.0,-
1073,高雄市,1999/03/12,林園,25.9,0.86,21.7,-,135,68,50.13,14.58,35.54,2.897,0.65,2.25,23.79,-,-,92.0,-
1074,高雄市,1999/03/12,大寮,17.2,0.8,22.8,-,134,-,50.88,10.34,40.54,2.951,0.54,2.41,23.81,-,-,92.0,-
1075,高雄市,1999/03/12,仁武,21.7,0.82,19.5,-,-,-,-,-,-,3.167,0.57,2.6,22.55,-,-,44.0,-
1076,高雄市,1999/03/12,橋頭,-,0.54,17.5,-,99,-,54.48,13.53,40.95,3.018,0.34,2.68,21.44,-,-,75.0,-
1077,高雄市,1999/03/12,美濃,3.3,0.62,20.4,-,77,-,23.52,1.42,22.1,-,-,-,22.71,-,-,64.0,-
1078,高雄市,1999/03/11,左營,10.1,0.13,30.4,-,91,-,34.19,4.2,29.99,-,-,-,21.39,-,-,71.0,-
1079,高雄市,1999/03/11,楠梓,5.2,0.56,27.1,-,100,-,32.8,3.16,29.64,-,-,-,21.73,-,-,76.0,-
1080,高雄市,1999/03/11,前金,8.0,0.72,27.9,-,97,-,30.15,4.12,26.04,-,-,-,21.51,-,-,74.0,-
1081,高雄市,1999/03/11,前鎮,13.0,-,-,-,91,-,48.7,8.66,40.04,2.733,0.33,2.4,22.11,-,-,71.0,-
1082,高雄市,1999/03/11,復興,12.8,1.14,-,-,103,-,50.35,13.72,36.63,2.73,0.55,2.18,22.11,-,-,77.0,-
1083,高雄市,1999/03/11,小港,15.7,0.67,23.4,-,88,-,51.21,11.38,39.83,2.377,0.35,2.03,22.66,-,-,69.0,-
1084,高雄市,1999/03/11,鳳山,18.5,0.9,21.4,-,110,84,55.68,14.89,40.78,-,-,-,22.44,-,-,80.0,-
1085,高雄市,1999/03/11,林園,22.1,0.62,25.2,-,92,56,41.16,11.74,29.43,2.638,0.52,2.11,22.77,-,-,71.0,-
1086,高雄市,1999/03/11,大寮,13.3,0.57,28.3,-,89,-,36.83,5.9,30.93,2.582,0.29,2.29,22.91,-,-,70.0,-
1087,高雄市,1999/03/11,仁武,15.4,0.67,24.0,-,-,-,-,-,-,2.663,0.32,2.34,21.69,-,-,67.0,-
1088,高雄市,1999/03/11,橋頭,5.9,0.46,25.4,-,70,-,33.37,5.18,28.18,2.595,0.13,2.47,21.05,-,-,66.0,-
1089,高雄市,1999/03/11,美濃,4.5,0.57,27.1,-,82,-,23.72,0.78,22.94,-,-,-,22.13,-,-,66.0,-
1090,高雄市,1999/03/10,左營,11.2,-,40.5,-,125,-,37.14,5.94,31.2,-,-,-,24.18,-,-,93.0,-
1091,高雄市,1999/03/10,楠梓,0.2,0.54,19.9,-,120,-,28.43,5.73,22.71,-,-,-,24.06,-,-,85.0,-
1092,高雄市,1999/03/10,前金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1093,高雄市,1999/03/10,前鎮,13.9,-,-,-,104,-,52.31,10.07,42.23,3.033,0.67,2.36,24.9,-,-,77.0,-
1094,高雄市,1999/03/10,復興,11.7,1.36,-,-,116,-,48.94,12.88,36.06,3.207,0.88,2.33,24.68,-,-,83.0,-
1095,高雄市,1999/03/10,小港,14.4,0.83,21.8,-,84,-,44.25,10.35,33.89,2.752,0.56,2.2,25.2,-,-,67.0,-
1096,高雄市,1999/03/10,鳳山,11.5,1.08,21.2,-,95,90,45.49,9.5,36.0,-,-,-,25.06,-,-,73.0,-
1097,高雄市,1999/03/10,林園,17.5,0.72,22.2,-,84,62,27.71,7.64,20.06,2.365,0.28,2.09,25.35,-,-,67.0,-
1098,高雄市,1999/03/10,大寮,4.4,0.63,27.5,-,90,-,19.51,1.28,18.23,2.508,0.21,2.28,25.26,-,-,70.0,-
1099,高雄市,1999/03/10,仁武,8.8,0.79,33.9,-,107,-,36.9,8.3,28.6,2.891,0.45,2.44,24.32,-,-,79.0,-
1100,高雄市,1999/03/10,橋頭,5.8,0.82,32.1,-,105,-,33.79,6.81,26.98,2.823,0.2,2.62,23.21,-,-,77.0,-
1101,高雄市,1999/03/10,美濃,3.0,0.66,38.7,-,75,-,18.28,0.57,17.71,-,-,-,24.77,-,-,89.0,-
1102,高雄市,1999/03/09,左營,12.3,0.81,29.5,-,127,-,44.18,9.4,34.79,-,-,-,23.7,-,-,88.0,-
1103,高雄市,1999/03/09,楠梓,1.8,0.83,13.3,-,134,-,38.57,9.12,29.45,-,-,-,23.45,-,-,92.0,-
1104,高雄市,1999/03/09,前金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1105,高雄市,1999/03/09,前鎮,22.7,-,-,-,114,-,-,-,-,3.584,1.15,2.43,24.41,-,-,82.0,-
1106,高雄市,1999/03/09,復興,20.1,1.11,-,-,126,-,49.76,14.36,35.39,2.821,0.61,2.21,24.13,-,-,88.0,-
1107,高雄市,1999/03/09,小港,26.9,1.17,23.8,-,113,-,53.66,17.73,35.94,2.506,0.44,2.06,24.62,-,-,82.0,-
1108,高雄市,1999/03/09,鳳山,13.4,1.2,25.3,-,124,90,47.52,12.43,35.09,-,-,-,24.53,-,-,87.0,-
1109,高雄市,1999/03/09,林園,8.7,0.55,31.3,-,91,58,18.07,3.46,14.61,2.346,0.36,1.99,25.09,-,-,70.0,-
1110,高雄市,1999/03/09,大寮,7.3,0.67,36.0,-,107,-,20.11,2.62,17.48,2.523,0.22,2.3,24.63,-,-,87.0,-
1111,高雄市,1999/03/09,仁武,13.1,0.82,27.3,-,117,-,48.52,14.33,34.19,2.925,0.53,2.4,23.74,-,-,84.0,-
1112,高雄市,1999/03/09,橋頭,8.8,0.74,26.5,-,111,-,41.25,8.16,33.09,2.933,0.31,2.62,22.7,-,-,81.0,-
1113,高雄市,1999/03/09,美濃,6.0,0.78,38.6,-,113,-,22.96,1.01,21.95,-,-,-,23.61,-,-,81.0,-
1114,高雄市,1999/03/08,左營,6.1,0.73,27.8,-,101,-,36.38,5.91,30.47,-,-,-,21.55,-,-,75.0,-
1115,高雄市,1999/03/08,楠梓,1.4,0.61,16.6,-,114,-,28.21,3.19,25.02,-,-,-,21.73,-,-,82.0,-
1116,高雄市,1999/03/08,前金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1117,高雄市,1999/03/08,前鎮,11.9,-,-,-,110,-,-,-,-,3.018,0.49,2.52,22.43,-,-,80.0,-
1118,高雄市,1999/03/08,復興,12.2,1.43,-,-,130,-,62.24,21.82,40.42,3.294,0.91,2.38,22.44,-,-,90.0,-
1119,高雄市,1999/03/08,小港,23.5,0.99,23.0,-,109,-,76.76,32.34,44.43,2.925,0.68,2.25,23.2,-,-,80.0,-
1120,高雄市,1999/03/08,鳳山,21.6,1.14,23.2,-,168,97,69.94,27.59,42.35,-,-,-,22.61,-,-,109.0,-
1121,高雄市,1999/03/08,林園,18.9,0.84,27.1,-,111,65,42.37,15.23,27.15,2.785,0.47,2.31,23.47,-,-,81.0,-
1122,高雄市,1999/03/08,大寮,12.6,0.87,29.4,-,112,-,-,-,-,2.83,0.48,2.35,23.09,-,-,81.0,-
1123,高雄市,1999/03/08,仁武,12.8,0.74,26.4,-,101,-,52.9,15.92,36.98,2.816,0.46,2.36,22.03,-,-,76.0,-
1124,高雄市,1999/03/08,橋頭,5.8,0.83,26.8,-,91,-,36.19,5.58,30.62,2.682,0.15,2.53,21.11,-,-,70.0,-
1125,高雄市,1999/03/08,美濃,3.4,0.59,25.2,-,90,-,22.48,1.37,21.12,-,-,-,22.65,-,-,70.0,-
1126,高雄市,1999/03/07,左營,5.2,0.68,28.6,-,140,-,23.89,2.47,21.41,-,-,-,22.78,-,-,95.0,-
1127,高雄市,1999/03/07,楠梓,0.3,0.59,17.0,-,150,-,21.63,3.41,18.21,2.564,0.25,2.31,23.05,-,-,100.0,-
1128,高雄市,1999/03/07,前金,9.2,0.8,25.4,-,-,-,23.94,3.48,20.46,-,-,-,22.77,-,-,46.0,-
1129,高雄市,1999/03/07,前鎮,8.4,-,-,-,110,-,-,-,-,2.677,0.27,2.4,23.79,-,-,80.0,-
1130,高雄市,1999/03/07,復興,7.7,1.19,-,-,124,-,36.59,8.21,28.38,2.496,0.32,2.19,23.78,-,-,87.0,-
1131,高雄市,1999/03/07,小港,13.8,0.87,17.9,-,107,-,46.69,12.98,33.72,2.597,0.47,2.13,24.43,-,-,79.0,-
1132,高雄市,1999/03/07,鳳山,19.3,0.98,16.2,-,120,99,60.69,24.74,35.95,-,-,-,23.77,-,-,85.0,-
1133,高雄市,1999/03/07,林園,23.2,0.82,18.0,-,123,63,42.18,12.31,29.87,2.889,0.62,2.27,24.89,-,-,86.0,-
1134,高雄市,1999/03/07,大寮,8.5,0.69,21.6,-,125,-,34.85,7.14,27.72,2.649,0.28,2.36,24.42,-,-,88.0,-
1135,高雄市,1999/03/07,仁武,17.9,0.71,20.7,-,123,-,40.96,11.45,29.51,2.79,0.38,2.41,23.23,-,-,87.0,-
1136,高雄市,1999/03/07,橋頭,3.4,0.68,23.5,-,110,-,24.89,3.53,21.36,2.643,0.14,2.5,22.53,-,-,80.0,-
1137,高雄市,1999/03/07,美濃,0.7,0.46,24.0,-,60,-,15.34,1.06,14.27,-,-,-,24.07,-,-,55.0,-
1138,高雄市,1999/03/06,左營,10.1,0.88,45.7,-,149,-,33.1,3.56,29.54,-,-,-,24.79,-,-,99.0,-
1139,高雄市,1999/03/06,楠梓,-,0.79,23.4,-,128,-,38.84,10.81,28.03,2.812,0.39,2.42,25.42,-,-,89.0,-
1140,高雄市,1999/03/06,前金,13.6,1.02,41.7,-,-,-,33.58,4.53,29.05,-,-,-,24.87,-,-,80.0,-
1141,高雄市,1999/03/06,前鎮,12.9,-,-,-,126,-,64.26,16.34,47.92,3.18,0.6,2.58,26.04,-,-,88.0,-
1142,高雄市,1999/03/06,復興,11.9,1.79,-,-,142,-,60.88,18.08,42.8,3.485,1.11,2.38,26.02,-,-,96.0,-
1143,高雄市,1999/03/06,小港,15.8,1.22,28.6,-,115,-,68.16,19.61,48.55,3.245,0.85,2.39,26.71,-,-,95.0,-
1144,高雄市,1999/03/06,鳳山,14.2,1.21,29.5,-,126,100,55.45,12.17,43.28,-,-,-,26.23,-,-,88.0,-
1145,高雄市,1999/03/06,林園,24.3,0.84,27.4,-,124,70,42.18,7.21,34.97,2.987,0.7,2.29,26.57,-,-,87.0,-
1146,高雄市,1999/03/06,大寮,7.5,1.01,34.0,-,113,-,38.98,6.86,32.12,3.142,0.68,2.47,26.58,-,-,111.0,-
1147,高雄市,1999/03/06,仁武,10.8,0.86,30.1,-,-,-,53.89,14.05,39.84,3.229,0.63,2.6,25.66,-,-,88.0,-
1148,高雄市,1999/03/06,橋頭,6.3,0.95,30.6,-,116,-,39.44,6.26,33.18,2.91,0.29,2.62,24.93,-,-,93.0,-
1149,高雄市,1999/03/06,美濃,2.6,0.53,38.2,-,80,-,16.31,0.6,15.71,-,-,-,26.07,-,-,65.0,-
1150,高雄市,1999/03/05,左營,10.8,0.99,40.8,-,111,-,40.37,6.98,33.39,2.858,0.51,2.35,25.27,-,-,80.0,-
1151,高雄市,1999/03/05,楠梓,6.0,0.73,40.7,-,120,-,46.53,10.65,35.88,4.859,0.91,3.95,25.64,-,-,96.0,-
1152,高雄市,1999/03/05,前金,11.9,1.04,41.1,-,-,-,38.54,5.64,32.9,-,-,-,25.63,-,-,99.0,-
1153,高雄市,1999/03/05,前鎮,17.3,-,-,-,108,-,66.32,10.63,55.69,3.126,0.65,2.48,26.13,-,-,79.0,-
1154,高雄市,1999/03/05,復興,15.7,1.64,-,-,131,-,61.84,13.08,48.76,3.408,1.13,2.27,26.16,-,-,91.0,-
1155,高雄市,1999/03/05,小港,16.5,1.06,32.1,-,123,-,70.6,17.52,53.08,3.02,0.78,2.24,26.32,-,-,87.0,-
1156,高雄市,1999/03/05,鳳山,13.8,1.41,35.1,-,148,103,52.75,7.41,45.34,-,-,-,26.14,-,-,99.0,-
1157,高雄市,1999/03/05,林園,6.4,0.68,39.3,-,131,97,24.23,1.17,23.07,2.53,0.23,2.3,25.99,-,-,91.0,-
1158,高雄市,1999/03/05,大寮,8.8,1.06,41.5,-,152,-,42.12,6.5,35.62,3.31,0.61,2.7,26.31,-,-,120.0,-
1159,高雄市,1999/03/05,仁武,8.8,1.02,37.4,-,-,-,47.13,10.63,36.5,3.01,0.5,2.51,25.59,-,-,92.0,-
1160,高雄市,1999/03/05,橋頭,8.8,0.8,33.9,-,108,-,41.52,7.7,33.82,2.882,0.24,2.64,24.85,-,-,82.0,-
1161,高雄市,1999/03/05,美濃,3.1,0.68,36.8,-,85,-,23.51,0.9,22.61,-,-,-,25.7,-,-,68.0,-
1162,高雄市,1999/03/04,左營,8.6,0.94,38.5,-,133,-,47.5,10.85,36.65,2.767,0.38,2.38,23.83,-,-,92.0,-
1163,高雄市,1999/03/04,楠梓,5.1,0.62,35.9,-,118,-,39.31,6.99,32.32,2.416,0.2,2.22,24.76,-,-,84.0,-
1164,高雄市,1999/03/04,前金,12.4,1.04,36.7,-,-,-,44.21,9.15,35.05,-,-,-,23.83,-,-,130.0,-
1165,高雄市,1999/03/04,前鎮,17.5,-,-,-,136,-,69.06,19.42,49.64,3.131,0.57,2.56,24.77,-,-,93.0,-
1166,高雄市,1999/03/04,復興,18.2,1.82,-,-,154,-,73.53,25.98,47.54,3.473,1.15,2.32,24.7,-,-,102.0,-
1167,高雄市,1999/03/04,小港,22.5,0.92,30.5,-,128,-,76.4,24.48,51.92,2.898,0.69,2.21,25.42,-,-,89.0,-
1168,高雄市,1999/03/04,鳳山,19.8,1.07,29.8,-,113,89,60.5,15.88,44.62,-,-,-,24.98,-,-,81.0,-
1169,高雄市,1999/03/04,林園,14.3,0.67,45.9,-,145,78,28.91,6.48,22.42,2.568,0.39,2.18,24.53,-,-,98.0,-
1170,高雄市,1999/03/04,大寮,9.8,0.7,49.2,-,125,-,28.35,3.37,26.0,2.542,0.25,2.29,25.03,-,-,89.0,-
1171,高雄市,1999/03/04,仁武,16.4,0.8,34.2,-,121,-,-,-,-,2.664,0.45,2.22,24.61,-,-,86.0,-
1172,高雄市,1999/03/04,橋頭,7.2,0.71,29.9,-,109,-,43.74,9.58,34.15,2.756,0.28,2.48,23.91,-,-,79.0,-
1173,高雄市,1999/03/04,美濃,1.7,0.55,40.6,-,66,-,16.84,0.73,15.88,-,-,-,24.88,-,-,61.0,-
1174,高雄市,1999/03/03,左營,8.5,0.82,37.5,-,124,-,34.57,4.71,29.86,2.906,0.33,2.57,23.0,-,-,87.0,-
1175,高雄市,1999/03/03,楠梓,5.2,0.67,38.0,-,124,-,36.87,9.58,27.29,2.682,0.35,2.33,23.37,-,-,87.0,-
1176,高雄市,1999/03/03,前金,11.9,1.02,34.9,-,134,-,36.58,6.09,30.5,-,-,-,22.99,-,-,92.0,-
1177,高雄市,1999/03/03,前鎮,11.5,-,-,-,134,-,58.62,15.86,42.76,3.062,0.49,2.57,23.95,-,-,92.0,-
1178,高雄市,1999/03/03,復興,12.9,1.59,-,-,147,-,58.9,15.23,43.67,3.152,0.86,2.29,23.88,-,-,99.0,-
1179,高雄市,1999/03/03,小港,16.1,1.03,29.4,-,118,-,59.6,14.4,45.2,2.917,0.61,2.31,24.15,-,-,84.0,-
1180,高雄市,1999/03/03,鳳山,14.3,1.02,27.3,-,126,83,49.28,9.8,39.49,-,-,-,24.03,-,-,88.0,-
1181,高雄市,1999/03/03,林園,13.7,0.63,32.8,-,127,77,28.84,4.44,24.4,2.839,0.44,2.4,24.01,-,-,88.0,-
1182,高雄市,1999/03/03,大寮,11.3,0.78,42.2,-,130,-,30.86,3.58,27.28,2.772,0.33,2.44,24.34,-,-,95.0,-
1183,高雄市,1999/03/03,仁武,13.7,0.77,35.8,-,120,-,-,-,-,2.946,0.45,2.5,23.44,-,-,85.0,-
1184,高雄市,1999/03/03,橋頭,5.8,0.65,31.7,-,97,-,33.82,6.73,27.08,2.776,0.22,2.56,22.77,-,-,73.0,-
1185,高雄市,1999/03/03,美濃,2.0,0.55,41.2,-,79,-,15.72,0.58,15.14,-,-,-,23.71,-,-,65.0,-
1186,高雄市,1999/03/02,左營,9.8,0.73,36.0,-,110,-,34.53,5.24,29.29,2.69,0.24,2.45,22.02,-,-,80.0,-
1187,高雄市,1999/03/02,楠梓,-,0.56,36.6,-,120,-,36.98,6.94,30.03,2.461,0.21,2.25,22.22,-,-,85.0,-
1188,高雄市,1999/03/02,前金,14.2,0.95,33.0,-,127,-,39.3,6.61,31.82,-,-,-,21.95,-,-,88.0,-
1189,高雄市,1999/03/02,前鎮,17.5,-,-,-,125,-,59.37,12.21,47.17,3.019,0.5,2.52,22.97,-,-,87.0,-
1190,高雄市,1999/03/02,復興,19.6,1.61,-,-,122,-,64.73,20.28,44.45,3.251,1.07,2.18,22.92,-,-,86.0,-
1191,高雄市,1999/03/02,小港,-,1.25,-,-,130,-,64.43,27.58,36.85,2.585,0.62,1.96,23.36,-,-,90.0,-
1192,高雄市,1999/03/02,鳳山,20.8,0.99,26.8,-,139,95,62.11,17.18,44.93,-,-,-,22.91,-,-,95.0,-
1193,高雄市,1999/03/02,林園,12.6,0.61,31.2,-,151,86,28.37,3.42,24.95,-,-,-,22.94,-,-,100.0,-
1194,高雄市,1999/03/02,大寮,8.8,0.78,39.7,-,146,-,32.11,3.61,28.49,2.598,0.4,2.19,23.33,-,-,98.0,-
1195,高雄市,1999/03/02,仁武,17.3,0.7,33.1,-,120,-,-,-,-,2.866,0.64,2.23,22.55,-,-,85.0,-
1196,高雄市,1999/03/02,橋頭,8.3,0.73,24.7,-,100,-,43.0,8.48,34.52,2.827,0.27,2.55,21.75,-,-,75.0,-
1197,高雄市,1999/03/02,美濃,2.2,0.62,40.7,-,94,-,20.15,1.43,18.72,-,-,-,22.58,-,-,73.0,-
1198,高雄市,1999/03/01,左營,8.7,0.71,36.9,-,120,-,32.22,4.24,27.97,2.534,0.25,2.28,21.41,-,-,85.0,-
1199,高雄市,1999/03/01,楠梓,3.2,0.61,42.6,-,141,-,34.66,5.6,29.06,2.61,0.4,2.21,21.64,-,-,97.0,-
1200,高雄市,1999/03/01,前金,10.8,0.83,35.8,-,102,-,36.42,6.12,30.3,-,-,-,21.39,-,-,76.0,-
1201,高雄市,1999/03/01,前鎮,11.1,-,-,-,117,-,51.64,10.87,40.77,2.916,0.46,2.45,22.33,-,-,84.0,-
1202,高雄市,1999/03/01,復興,13.5,1.32,-,-,140,-,49.93,12.94,36.99,3.003,0.76,2.24,22.44,-,-,95.0,-
1203,高雄市,1999/03/01,小港,-,1.53,-,-,106,-,58.54,32.97,25.57,2.243,0.43,1.81,23.05,-,-,78.0,-
1204,高雄市,1999/03/01,鳳山,19.2,1.01,32.2,-,142,88,61.17,19.38,41.79,-,-,-,22.61,-,-,96.0,-
1205,高雄市,1999/03/01,林園,18.0,0.58,37.1,-,103,64,31.58,7.41,24.17,-,-,-,23.02,-,-,77.0,-
1206,高雄市,1999/03/01,大寮,10.7,0.75,44.4,-,121,-,37.4,6.2,31.2,2.621,0.28,2.34,23.36,-,-,92.0,-
1207,高雄市,1999/03/01,仁武,19.9,0.71,28.0,-,119,-,53.54,15.43,38.12,2.5,0.46,2.04,21.9,-,-,84.0,-
1208,高雄市,1999/03/01,橋頭,7.9,0.7,33.9,-,102,-,38.87,7.61,31.26,2.734,0.24,2.5,21.04,-,-,82.0,-
1209,高雄市,1999/03/01,美濃,1.7,0.51,42.4,-,92,-,17.5,0.17,17.33,-,-,-,22.66,-,-,71.0,-
1210,基隆市,1999/03/31,基隆,2.0,0.65,46.3,-,39,-,18.79,2.25,16.54,2.276,0.15,2.12,21.25,-,-,47.0,-
1211,基隆市,1999/03/30,基隆,1.8,0.52,41.1,-,30,-,19.57,2.0,17.58,2.162,0.21,1.95,17.19,-,-,42.0,-
1212,基隆市,1999/03/29,基隆,4.7,0.48,39.0,-,-,-,22.41,2.08,20.33,2.114,0.09,2.02,16.76,-,-,45.0,-
1213,基隆市,1999/03/28,基隆,0.4,0.49,42.2,-,-,-,15.02,0.94,14.08,2.026,0.05,1.98,17.83,-,-,45.0,-
1214,基隆市,1999/03/27,基隆,2.5,0.67,25.7,-,-,-,26.7,7.01,19.69,2.125,0.14,1.98,19.35,-,-,37.0,-
1215,基隆市,1999/03/26,基隆,11.7,1.25,27.6,-,100,-,58.47,21.1,37.37,2.942,0.5,2.44,24.79,-,-,80.0,-
1216,基隆市,1999/03/25,基隆,24.6,1.41,25.4,-,103,-,80.76,27.62,53.13,3.128,0.61,2.5,23.21,-,-,78.0,-
1217,基隆市,1999/03/24,基隆,11.4,1.35,11.7,-,69,-,77.14,39.7,37.44,3.07,0.64,2.43,19.41,-,-,59.0,-
1218,基隆市,1999/03/23,基隆,7.7,1.21,21.0,-,28,-,53.78,20.96,32.82,2.933,0.52,2.42,18.3,-,-,38.0,-
1219,基隆市,1999/03/22,基隆,0.5,0.53,39.0,-,23,-,16.8,1.52,15.29,2.138,0.14,2.0,13.4,-,-,40.0,-
1220,基隆市,1999/03/21,基隆,9.5,0.48,24.9,-,26,-,26.25,3.3,22.95,2.158,0.12,2.03,15.81,-,-,36.0,-
1221,基隆市,1999/03/20,基隆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1222,基隆市,1999/03/19,基隆,8.9,1.17,17.7,-,54,-,54.23,24.77,29.46,2.933,0.45,2.48,23.77,-,-,52.0,-
1223,基隆市,1999/03/18,基隆,19.9,2.04,11.0,-,90,-,110.66,52.72,57.94,3.589,0.92,2.67,22.66,-,-,70.0,-
1224,基隆市,1999/03/17,基隆,12.6,1.31,14.4,-,56,-,73.41,31.02,42.39,2.995,0.49,2.5,20.29,-,-,53.0,-
1225,基隆市,1999/03/16,基隆,3.9,0.74,27.8,-,49,-,33.09,8.84,24.26,2.476,0.25,2.22,17.37,-,-,49.0,-
1226,基隆市,1999/03/15,基隆,4.6,0.63,22.9,-,51,-,31.37,6.79,24.58,2.35,0.21,2.14,16.71,-,-,50.0,-
1227,基隆市,1999/03/14,基隆,6.6,0.9,17.0,-,51,-,43.91,11.76,32.15,2.567,0.32,2.25,19.43,-,-,50.0,-
1228,基隆市,1999/03/13,基隆,1.8,1.05,10.5,-,28,-,58.4,18.17,40.23,2.766,0.35,2.42,17.7,-,-,28.0,-
1229,基隆市,1999/03/12,基隆,5.0,0.7,29.7,-,27,-,38.28,9.16,29.12,2.223,0.2,2.02,17.15,-,-,43.0,-
1230,基隆市,1999/03/11,基隆,2.6,0.45,40.5,-,22,-,18.45,1.89,16.57,2.09,0.06,2.03,15.35,-,-,41.0,-
1231,基隆市,1999/03/10,基隆,5.1,0.59,30.5,-,36,-,30.61,5.54,25.07,2.226,0.16,2.07,17.81,-,-,36.0,-
1232,基隆市,1999/03/09,基隆,9.3,0.9,24.6,-,47,-,51.37,16.87,34.5,2.494,0.32,2.17,19.8,-,-,47.0,-
1233,基隆市,1999/03/08,基隆,0.9,0.77,31.1,-,55,-,26.0,3.03,22.97,2.426,0.29,2.14,16.66,-,-,53.0,-
1234,基隆市,1999/03/07,基隆,8.5,0.54,26.7,-,33,-,28.94,5.59,23.35,2.139,0.09,2.05,17.61,-,-,33.0,-
1235,基隆市,1999/03/06,基隆,14.4,0.77,13.6,-,43,-,51.26,15.52,35.75,2.338,0.25,2.08,20.53,-,-,43.0,-
1236,基隆市,1999/03/05,基隆,13.5,1.16,18.3,-,68,-,68.29,33.53,34.76,3.016,0.55,2.46,22.51,-,-,59.0,-
1237,基隆市,1999/03/04,基隆,14.3,1.17,16.8,-,79,-,75.44,35.81,39.63,2.969,0.51,2.46,20.12,-,-,65.0,-
1238,基隆市,1999/03/03,基隆,5.8,1.03,14.7,-,64,-,59.83,24.52,35.31,2.815,0.48,2.34,18.87,-,-,57.0,-
1239,基隆市,1999/03/02,基隆,10.3,0.98,17.4,-,65,-,57.52,21.5,36.01,2.802,0.42,2.38,19.79,-,-,57.0,-
1240,基隆市,1999/03/01,基隆,5.9,0.7,19.8,-,32,-,37.77,8.25,29.52,2.384,0.33,2.06,17.87,-,-,32.0,-
1241,新竹市,1999/03/31,新竹,8.2,0.73,31.7,-,24,-,40.2,11.12,29.08,2.909,0.39,2.49,21.39,-,-,72.0,-
1242,新竹市,1999/03/30,新竹,2.7,0.49,33.9,-,23,-,19.25,1.42,17.82,2.306,0.11,2.2,16.92,-,-,41.0,-
1243,新竹市,1999/03/29,新竹,1.5,0.43,36.9,-,14,-,17.58,1.13,16.46,2.233,0.11,2.13,16.79,-,-,39.0,-
1244,新竹市,1999/03/28,新竹,1.2,0.47,42.1,-,26,-,13.25,0.63,12.62,2.292,0.09,2.2,19.36,-,-,41.0,-
