序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
14,臺北市,2015/11/29,士林,1.5,0.37,-,27.0,27,11,18.99,3.42,15.58,-,-,-,1.75,1.61,22.68,-,-,68.38,-
15,臺北市,2015/11/28,松山,2.1,0.42,414.29,20.6,36,15,23.33,4.89,18.44,1.944,0.129,1.815,1.95,1.58,19.49,-,-,72.04,-
16,臺北市,2015/11/28,古亭,1.9,0.38,-,23.9,41,10,22.15,4.63,17.53,1.968,0.09,1.878,2.7,2.44,20.25,-,-,73.67,-
17,臺北市,2015/11/28,中山,3.7,0.47,-,21.4,34,13,27.94,6.11,21.82,2.026,0.143,1.883,2.54,2.3,21.03,-,-,71.88,-
18,臺北市,2015/11/28,大同,4.7,0.88,-,-,50,11,56.94,30.17,26.78,2.284,0.27,2.015,-,-,-,-,-,-,-
19,臺北市,2015/11/28,萬華,3.3,0.42,-,21.2,33,14,27.44,5.23,22.22,-,-,-,2.91,2.77,21.15,-,-,68.65,-
20,臺北市,2015/11/28,陽明,3.2,0.2,404.84,40.9,15,10,3.94,0.38,3.49,-,-,-,-,-,13.85,0.0,0.0,98.02,0.0
21,臺北市,2015/11/28,士林,5.3,0.24,-,35.4,29,13,9.69,1.56,8.14,-,-,-,2.9,2.65,21.21,-,-,65.19,-
22,臺北市,2015/11/27,松山,2.7,0.41,435.01,24.2,40,19,25.13,6.14,18.99,1.944,0.127,1.817,2.1,1.65,15.87,-,-,55.38,-
23,臺北市,2015/11/27,古亭,1.6,0.32,-,31.2,42,13,14.8,3.11,11.69,1.94,0.072,1.869,3.41,3.25,15.86,-,-,62.14,-
24,臺北市,2015/11/27,中山,3.1,0.53,-,22.5,40,19,32.7,10.08,22.62,2.032,0.154,1.878,2.89,2.52,16.73,-,-,59.52,-
25,臺北市,2015/11/27,大同,3.8,0.8,-,-,52,16,60.24,34.58,25.66,2.259,0.268,1.992,-,-,-,-,-,-,-
26,臺北市,2015/11/27,萬華,2.9,0.4,-,24.4,41,19,28.43,7.36,21.07,-,-,-,3.42,3.28,16.91,-,-,55.07,-
27,臺北市,2015/11/27,陽明,1.9,0.19,411.43,43.1,24,16,2.9,0.7,2.19,-,-,-,-,-,8.52,0.0,0.0,90.29,0.0
28,臺北市,2015/11/27,士林,5.4,0.25,-,34.3,35,17,12.06,2.65,9.41,-,-,-,3.05,2.79,16.15,-,-,56.64,-
29,臺北市,2015/11/26,松山,2.0,0.33,414.69,32.4,26,12,14.81,2.78,12.03,1.864,0.077,1.787,2.4,1.92,16.03,-,-,54.28,-
30,臺北市,2015/11/26,古亭,1.8,0.37,-,30.7,36,7,18.13,4.08,14.04,2.013,0.117,1.896,2.59,1.98,15.91,-,-,62.06,-
31,臺北市,2015/11/26,中山,1.9,0.48,-,27.9,24,11,25.3,7.75,17.55,1.981,0.123,1.858,2.19,1.05,16.9,-,-,58.38,-
32,臺北市,2015/11/26,大同,2.4,0.74,-,-,40,9,46.41,23.97,22.44,2.186,0.214,1.973,-,-,-,-,-,-,-
33,臺北市,2015/11/26,萬華,2.0,0.38,-,29.8,28,9,22.21,4.91,17.3,-,-,-,2.53,2.22,17.06,-,-,54.1,-
34,臺北市,2015/11/26,陽明,2.0,0.21,409.21,43.8,17,11,2.74,0.48,2.18,-,-,-,-,-,8.25,1.25,4.09,89.59,77.69
35,臺北市,2015/11/26,士林,2.1,0.28,-,38.4,30,10,7.9,1.27,6.62,-,-,-,2.68,1.71,16.25,-,-,54.68,-
36,臺北市,2015/11/25,松山,1.4,0.35,434.98,30.6,25,10,14.58,2.38,12.2,-,-,-,2.16,1.85,21.13,-,-,75.05,-
37,臺北市,2015/11/25,古亭,1.4,0.47,-,23.5,34,5,20.88,3.59,17.29,2.04,0.105,1.934,2.24,1.75,21.23,-,-,80.3,-
38,臺北市,2015/11/25,中山,1.0,0.6,-,23.0,23,6,29.41,8.58,20.84,2.059,0.16,1.899,1.59,0.93,22.33,-,-,73.53,-
39,臺北市,2015/11/25,大同,2.8,1.02,-,-,41,7,56.16,32.18,23.98,2.359,0.302,2.057,-,-,-,-,-,-,-
40,臺北市,2015/11/25,萬華,1.6,0.49,-,24.6,24,6,25.59,5.2,20.4,-,-,-,1.86,1.52,22.65,-,-,71.97,-
41,臺北市,2015/11/25,陽明,1.1,0.24,406.07,43.7,8,5,2.62,0.69,1.92,-,-,-,-,-,14.72,3.13,4.21,98.85,91.99
42,臺北市,2015/11/25,士林,2.3,0.37,-,29.8,21,8,12.97,2.01,10.96,-,-,-,1.62,0.82,21.54,-,-,71.31,-
43,臺北市,2015/11/24,松山,2.6,0.38,446.8,30.2,32,13,18.39,2.95,15.44,1.836,0.061,1.775,2.1,1.78,22.43,-,-,74.4,-
44,臺北市,2015/11/24,古亭,2.7,0.45,-,26.5,43,8,21.55,3.5,18.05,2.042,0.101,1.942,2.42,2.17,22.54,-,-,79.35,-
45,臺北市,2015/11/24,中山,2.1,0.6,-,25.0,25,10,30.14,8.16,21.98,1.994,0.152,1.842,1.89,1.46,23.37,-,-,73.94,-
46,臺北市,2015/11/24,大同,2.7,1.01,-,-,42,10,55.82,30.42,25.4,2.269,0.303,1.966,-,-,-,-,-,-,-
47,臺北市,2015/11/24,萬華,1.7,0.47,-,27.6,28,10,24.95,4.41,20.54,-,-,-,2.54,2.29,23.74,-,-,71.97,-
48,臺北市,2015/11/24,陽明,0.7,0.21,403.46,47.1,7,5,2.35,0.74,1.61,-,-,-,-,-,15.75,1.55,4.18,99.28,79.75
49,臺北市,2015/11/24,士林,1.5,0.28,-,39.6,31,9,8.11,1.41,6.7,-,-,-,1.66,0.94,23.1,-,-,68.44,-
50,臺北市,2015/11/23,松山,1.9,0.33,439.98,30.9,24,11,15.49,3.19,12.31,1.843,0.077,1.767,2.56,2.19,23.75,-,-,81.07,-
51,臺北市,2015/11/23,古亭,3.4,0.41,-,26.2,45,6,19.42,4.23,15.18,2.007,0.084,1.924,2.9,2.42,24.07,-,-,84.44,-
52,臺北市,2015/11/23,中山,2.3,0.53,-,26.0,24,11,25.17,7.33,17.83,1.954,0.134,1.82,2.35,1.84,24.89,-,-,79.82,-
53,臺北市,2015/11/23,大同,2.8,0.85,-,-,43,9,46.82,25.26,21.56,2.196,0.246,1.95,-,-,-,-,-,-,-
54,臺北市,2015/11/23,萬華,1.9,0.4,-,29.2,28,11,20.12,3.64,16.5,-,-,-,3.01,2.66,25.19,-,-,78.48,-
55,臺北市,2015/11/23,陽明,1.3,0.2,408.15,43.7,7,3,2.69,0.46,2.12,-,-,-,-,-,17.79,0.88,4.43,99.99,43.43
56,臺北市,2015/11/23,士林,1.4,0.29,-,36.8,22,10,8.58,1.51,7.06,-,-,-,2.17,1.49,24.69,-,-,74.41,-
57,臺北市,2015/11/22,松山,2.1,0.36,437.51,25.6,27,11,17.17,3.09,14.08,1.893,0.086,1.807,2.08,1.66,24.37,-,-,76.25,-
58,臺北市,2015/11/22,古亭,2.2,0.34,-,27.7,29,5,16.23,2.99,13.24,1.991,0.066,1.925,3.05,2.66,25.27,-,-,74.9,-
59,臺北市,2015/11/22,中山,5.2,0.45,-,23.5,24,9,24.16,4.9,19.25,1.98,0.131,1.849,2.42,2.17,25.5,-,-,76.05,-
60,臺北市,2015/11/22,大同,5.2,0.65,-,-,44,8,40.96,19.26,21.71,2.138,0.179,1.959,-,-,-,-,-,-,-
61,臺北市,2015/11/22,萬華,4.1,0.35,-,24.8,24,8,23.88,4.82,19.06,-,-,-,3.19,2.94,25.95,-,-,73.62,-
62,臺北市,2015/11/22,陽明,1.9,0.18,407.9,44.3,10,7,3.62,1.67,1.95,-,-,-,-,-,18.69,0.83,4.22,97.24,61.71
63,臺北市,2015/11/22,士林,3.0,0.22,-,38.3,21,10,7.51,1.25,6.26,-,-,-,3.04,3.03,25.73,-,-,69.22,-
64,臺北市,2015/11/21,松山,2.0,0.43,442.17,19.3,13,9,24.03,4.73,19.29,1.934,0.139,1.795,1.57,1.14,23.39,-,-,79.51,-
65,臺北市,2015/11/21,古亭,1.7,0.34,-,24.3,24,4,20.04,4.14,15.9,2.055,0.079,1.976,2.62,2.44,23.82,-,-,79.56,-
66,臺北市,2015/11/21,中山,2.7,0.51,-,18.5,18,8,30.4,8.42,21.98,2.028,0.162,1.865,2.63,2.34,24.34,-,-,79.66,-
67,臺北市,2015/11/21,大同,2.6,1.12,-,-,36,12,68.36,39.36,29.0,2.361,0.377,1.984,-,-,-,-,-,-,-
68,臺北市,2015/11/21,萬華,2.7,0.42,-,19.6,16,7,30.18,7.69,22.49,-,-,-,2.87,2.6,24.85,-,-,76.47,-
69,臺北市,2015/11/21,陽明,3.1,0.17,406.55,41.0,7,6,4.39,0.96,3.42,-,-,-,-,-,17.45,0.92,4.69,97.93,17.02
70,臺北市,2015/11/21,士林,2.2,0.23,-,34.4,18,10,10.45,1.37,9.07,-,-,-,3.15,3.04,24.63,-,-,71.94,-
71,臺北市,2015/11/20,松山,1.6,0.42,447.33,27.1,20,7,19.86,3.78,16.08,1.902,0.109,1.792,2.33,1.98,23.97,-,-,80.52,-
72,臺北市,2015/11/20,古亭,2.1,0.49,-,23.6,30,7,23.46,4.82,18.63,2.061,0.109,1.952,3.11,2.83,24.27,-,-,84.0,-
73,臺北市,2015/11/20,中山,4.1,0.61,-,23.2,23,9,31.45,9.22,22.24,2.007,0.164,1.843,2.69,2.48,25.03,-,-,80.23,-
74,臺北市,2015/11/20,大同,4.9,0.89,-,-,-,-,50.96,25.41,25.55,2.232,0.266,1.966,-,-,-,-,-,-,-
75,臺北市,2015/11/20,萬華,3.1,0.48,-,25.6,22,8,26.77,6.25,20.52,-,-,-,3.49,3.23,25.3,-,-,79.5,-
76,臺北市,2015/11/20,陽明,2.3,0.23,413.33,46.4,6,1,3.15,0.51,2.58,-,-,-,-,-,17.4,1.65,5.04,100.0,33.08
77,臺北市,2015/11/20,士林,8.0,0.29,-,34.0,22,-,14.2,1.58,12.6,-,-,-,3.23,3.03,25.0,-,-,74.4,-
78,臺北市,2015/11/19,松山,3.4,0.47,443.72,29.6,31,9,19.52,3.24,16.28,1.905,0.1,1.805,2.38,1.99,24.29,-,-,77.65,-
79,臺北市,2015/11/19,古亭,3.2,0.53,-,27.2,40,9,20.92,3.56,17.36,2.055,0.092,1.963,3.06,2.7,24.44,-,-,81.69,-
80,臺北市,2015/11/19,中山,6.5,0.66,-,24.2,31,13,30.86,7.49,23.37,2.014,0.147,1.867,2.6,2.34,25.2,-,-,77.98,-
81,臺北市,2015/11/19,大同,6.1,1.06,-,-,-,-,55.4,27.98,27.42,2.269,0.294,1.975,-,-,-,-,-,-,-
82,臺北市,2015/11/19,萬華,5.5,0.5,-,27.6,29,12,25.17,4.6,20.58,-,-,-,3.24,3.06,25.39,-,-,77.69,-
83,臺北市,2015/11/19,陽明,1.4,0.3,413.28,46.3,6,3,3.01,0.59,2.37,-,-,-,-,-,18.31,0.5,4.03,100.0,5.97
84,臺北市,2015/11/19,士林,1.6,0.36,-,39.8,23,11,9.14,1.52,7.62,-,-,-,3.13,2.98,25.06,-,-,73.36,-
85,臺北市,2015/11/18,松山,3.1,0.63,436.55,18.0,45,21,35.18,11.45,23.72,2.076,0.22,1.856,1.58,1.21,26.44,-,-,72.26,-
86,臺北市,2015/11/18,古亭,3.5,0.62,-,18.0,52,14,29.28,6.82,22.46,2.12,0.184,1.936,1.94,1.46,26.24,-,-,78.96,-
87,臺北市,2015/11/18,中山,3.1,0.75,-,17.4,40,21,38.58,11.25,27.32,2.177,0.272,1.905,1.77,1.1,27.3,-,-,74.22,-
88,臺北市,2015/11/18,大同,4.4,1.71,-,-,-,-,76.75,44.44,32.31,2.644,0.584,2.06,-,-,-,-,-,-,-
89,臺北市,2015/11/18,萬華,2.2,0.65,-,18.6,38,20,29.63,6.3,23.32,-,-,-,1.68,1.18,27.49,-,-,73.54,-
90,臺北市,2015/11/18,陽明,3.0,0.26,414.97,43.2,18,16,7.19,0.74,6.39,-,-,-,-,-,21.31,0.0,0.0,94.64,0.0
91,臺北市,2015/11/18,士林,3.8,0.54,-,22.2,32,19,24.51,5.16,19.35,-,-,-,1.79,1.49,26.57,-,-,73.0,-
92,臺北市,2015/11/17,松山,3.5,0.85,445.72,23.3,-,-,44.95,15.26,29.69,2.277,0.331,1.946,1.18,0.84,26.55,-,-,70.05,-
93,臺北市,2015/11/17,古亭,3.0,0.79,-,24.2,45,18,36.81,10.0,26.81,2.238,0.253,1.985,1.37,1.15,26.65,-,-,74.45,-
94,臺北市,2015/11/17,中山,4.3,1.1,-,20.6,44,29,56.52,17.74,38.78,2.415,0.402,2.013,1.24,0.8,27.77,-,-,68.45,-
95,臺北市,2015/11/17,大同,5.2,2.3,-,-,53,21,102.73,58.34,44.39,3.033,0.816,2.217,-,-,-,-,-,-,-
96,臺北市,2015/11/17,萬華,2.3,0.87,-,25.3,39,25,40.14,10.43,29.71,-,-,-,1.07,0.76,27.91,-,-,67.98,-
97,臺北市,2015/11/17,陽明,4.8,0.31,411.76,58.7,20,17,7.91,0.86,7.04,-,-,-,-,-,21.41,0.0,0.0,87.04,0.0
98,臺北市,2015/11/17,士林,3.2,0.77,-,23.9,37,23,34.31,6.52,27.79,-,-,-,1.07,0.92,26.56,-,-,70.62,-
99,臺北市,2015/11/16,松山,4.0,0.66,-,31.0,-,-,29.74,5.23,24.51,2.07,0.204,1.866,1.46,1.12,26.12,-,-,71.9,-
100,臺北市,2015/11/16,古亭,3.8,0.75,-,29.1,52,23,34.7,6.43,28.28,2.252,0.238,2.014,1.75,1.35,26.63,-,-,76.0,-
101,臺北市,2015/11/16,中山,4.2,0.88,-,30.0,45,20,41.19,10.64,30.56,2.205,0.261,1.945,1.94,1.31,27.08,-,-,73.17,-
102,臺北市,2015/11/16,大同,5.4,1.68,-,-,61,24,82.29,41.59,40.7,2.656,0.544,2.112,-,-,-,-,-,-,-
103,臺北市,2015/11/16,萬華,4.9,0.78,-,30.9,43,27,37.72,5.99,31.73,-,-,-,1.74,1.47,27.57,-,-,71.61,-
104,臺北市,2015/11/16,陽明,1.7,0.24,405.29,44.2,12,10,4.21,0.72,3.46,-,-,-,-,-,20.54,0.0,0.0,91.07,0.0
105,臺北市,2015/11/16,士林,3.8,0.5,-,39.8,37,22,20.29,2.81,17.48,-,-,-,2.13,1.76,26.77,-,-,69.92,-
106,臺北市,2015/11/15,松山,1.8,0.43,418.29,29.3,23,16,16.03,2.88,13.15,1.895,0.085,1.81,2.18,1.73,23.9,-,-,76.53,-
107,臺北市,2015/11/15,古亭,1.9,0.45,-,27.2,34,6,15.19,2.47,12.72,2.0,0.071,1.929,3.08,2.91,24.34,-,-,80.98,-
108,臺北市,2015/11/15,中山,1.7,0.51,-,28.4,25,10,20.19,4.53,15.67,2.016,0.133,1.883,2.98,2.58,24.79,-,-,77.86,-
109,臺北市,2015/11/15,大同,3.0,0.76,-,-,41,8,37.05,16.03,21.02,2.175,0.181,1.994,-,-,-,-,-,-,-
110,臺北市,2015/11/15,萬華,2.5,0.44,-,28.9,27,10,20.29,3.57,16.72,-,-,-,3.6,3.29,25.15,-,-,76.14,-
111,臺北市,2015/11/15,陽明,2.1,0.29,411.47,42.2,6,4,3.42,1.02,2.4,-,-,-,-,-,17.66,0.5,4.13,100.0,5.94
112,臺北市,2015/11/15,士林,3.4,0.32,-,39.5,23,11,6.79,0.84,5.92,-,-,-,3.31,3.21,24.66,-,-,72.49,-
113,臺北市,2015/11/14,松山,3.2,0.43,412.6,25.8,23,16,18.75,3.37,15.38,1.896,0.102,1.795,1.9,1.49,23.33,-,-,80.74,-
114,臺北市,2015/11/14,古亭,4.9,0.48,-,21.0,44,13,22.84,4.33,18.51,2.041,0.098,1.943,2.41,2.24,23.64,-,-,86.58,-
115,臺北市,2015/11/14,中山,5.5,0.57,-,20.4,32,16,28.43,5.66,22.77,2.069,0.177,1.892,2.35,2.07,24.25,-,-,81.15,-
116,臺北市,2015/11/14,大同,6.0,1.19,-,-,48,17,63.87,34.45,29.41,2.421,0.368,2.053,-,-,-,-,-,-,-
117,臺北市,2015/11/14,萬華,4.7,0.47,-,22.6,31,18,27.41,5.4,22.01,-,-,-,2.77,2.6,24.55,-,-,80.07,-
118,臺北市,2015/11/14,陽明,1.8,0.23,409.45,34.2,8,7,3.08,1.17,1.91,-,-,-,-,-,18.62,0.0,0.0,97.42,0.0
119,臺北市,2015/11/14,士林,2.8,0.46,-,24.9,31,18,17.83,3.68,14.16,-,-,-,1.78,1.47,23.96,-,-,77.03,-
120,臺北市,2015/11/13,松山,3.3,-,-,21.9,-,-,-,-,-,-,-,-,1.81,1.4,24.7,-,-,78.65,-
121,臺北市,2015/11/13,古亭,3.9,0.77,-,13.6,49,19,38.19,10.61,27.58,2.241,0.259,1.982,1.66,1.37,24.3,-,-,85.58,-
122,臺北市,2015/11/13,中山,3.4,0.94,-,13.7,43,25,47.83,17.13,30.7,2.372,0.354,2.018,1.63,1.03,25.09,-,-,80.68,-
123,臺北市,2015/11/13,大同,4.0,1.91,-,-,57,20,77.85,44.27,33.59,2.913,0.693,2.22,-,-,-,-,-,-,-
124,臺北市,2015/11/13,萬華,4.6,0.9,-,14.2,45,27,44.3,12.46,31.83,-,-,-,1.36,0.94,25.36,-,-,79.92,-
125,臺北市,2015/11/13,陽明,1.6,0.22,406.67,38.5,10,8,3.3,0.88,2.41,-,-,-,-,-,19.65,0.0,0.0,93.92,0.0
126,臺北市,2015/11/13,士林,2.1,0.56,-,21.7,36,20,24.66,5.63,19.03,-,-,-,1.66,1.39,24.43,-,-,79.82,-
127,臺北市,2015/11/12,松山,2.8,0.44,-,27.8,27,13,24.0,4.39,19.61,1.9,0.123,1.777,2.05,1.67,22.54,-,-,83.08,-
128,臺北市,2015/11/12,古亭,2.2,0.55,-,25.4,39,9,27.57,6.62,20.95,2.044,0.125,1.918,2.87,2.58,23.51,-,-,87.06,-
129,臺北市,2015/11/12,中山,4.7,0.63,-,24.3,25,15,34.0,9.44,24.56,2.023,0.17,1.853,2.61,2.37,24.19,-,-,81.91,-
130,臺北市,2015/11/12,大同,5.5,1.11,-,-,39,13,65.43,35.54,29.9,2.325,0.343,1.982,-,-,-,-,-,-,-
131,臺北市,2015/11/12,萬華,4.0,0.49,-,27.4,27,16,29.64,6.72,22.9,-,-,-,3.34,3.02,24.45,-,-,81.02,-
132,臺北市,2015/11/12,陽明,1.6,0.21,403.28,48.0,6,3,3.75,1.01,2.74,-,-,-,-,-,17.62,0.71,4.29,100.0,6.13
133,臺北市,2015/11/12,士林,3.4,0.29,-,42.8,20,13,10.34,1.98,8.35,-,-,-,3.0,2.83,24.35,-,-,73.84,-
134,臺北市,2015/11/11,松山,1.7,0.36,426.93,29.6,36,18,23.77,3.76,20.02,1.891,0.108,1.783,2.14,1.74,21.01,-,-,80.39,-
135,臺北市,2015/11/11,古亭,1.6,0.37,-,31.7,41,12,19.22,3.01,16.21,1.977,0.073,1.903,3.32,3.05,21.18,-,-,86.95,-
136,臺北市,2015/11/11,中山,3.2,0.51,-,27.9,37,17,29.83,6.52,23.31,1.982,0.133,1.848,3.1,2.78,21.88,-,-,81.49,-
137,臺北市,2015/11/11,大同,4.0,0.97,-,-,52,17,59.52,28.59,30.93,2.258,0.299,1.959,-,-,-,-,-,-,-
138,臺北市,2015/11/11,萬華,3.4,0.39,-,31.6,36,19,26.15,4.69,21.44,-,-,-,3.68,3.48,22.21,-,-,79.24,-
139,臺北市,2015/11/11,陽明,1.1,0.18,402.69,51.5,8,5,2.74,0.51,2.17,-,-,-,-,-,15.13,1.7,4.35,100.0,6.12
140,臺北市,2015/11/11,士林,3.3,0.24,-,45.1,29,15,10.88,2.32,8.56,-,-,-,3.41,3.3,21.7,-,-,74.35,-
141,臺北市,2015/11/10,松山,6.6,0.48,433.28,30.6,38,18,19.48,3.03,16.45,1.892,0.094,1.798,2.34,1.71,20.56,-,-,71.38,-
142,臺北市,2015/11/10,古亭,1.5,0.52,-,31.0,-,-,18.28,2.87,15.41,2.039,0.084,1.954,3.24,2.91,21.27,-,-,82.91,-
143,臺北市,2015/11/10,中山,1.9,0.68,-,29.1,33,22,26.13,5.96,20.17,2.076,0.151,1.926,2.87,2.45,22.13,-,-,76.42,-
144,臺北市,2015/11/10,大同,2.4,1.02,-,-,48,15,47.21,21.2,26.01,2.301,0.288,2.013,-,-,-,-,-,-,-
145,臺北市,2015/11/10,萬華,1.6,0.54,-,32.9,33,19,22.72,3.19,19.5,-,-,-,3.59,3.22,22.4,-,-,74.5,-
146,臺北市,2015/11/10,陽明,1.1,0.35,411.33,48.0,10,9,4.08,1.0,3.08,-,-,-,-,-,14.6,0.82,4.13,100.0,7.2
147,臺北市,2015/11/10,士林,1.8,0.4,-,43.7,25,9,9.68,1.52,8.16,-,-,-,2.85,2.37,22.01,-,-,69.17,-
148,臺北市,2015/11/09,松山,1.5,0.68,430.23,24.9,45,28,22.04,4.63,17.41,2.037,0.169,1.868,2.08,1.63,24.09,-,-,80.37,-
149,臺北市,2015/11/09,古亭,2.4,0.77,-,20.1,-,-,25.04,4.8,20.24,2.198,0.184,2.014,2.38,1.9,24.47,-,-,85.1,-
150,臺北市,2015/11/09,中山,2.9,0.92,-,22.7,49,33,34.45,9.16,25.29,2.25,0.238,2.012,1.98,1.54,25.44,-,-,79.37,-
151,臺北市,2015/11/09,大同,3.1,1.41,-,-,61,29,52.34,24.96,27.38,2.547,0.408,2.14,-,-,-,-,-,-,-
152,臺北市,2015/11/09,萬華,2.6,0.78,-,24.5,51,40,29.21,6.07,23.14,-,-,-,2.18,1.83,25.74,-,-,78.46,-
153,臺北市,2015/11/09,陽明,0.8,0.42,416.26,42.4,15,14,5.42,0.69,4.72,-,-,-,-,-,18.75,0.67,4.27,99.29,6.08
154,臺北市,2015/11/09,士林,1.9,0.56,-,35.1,48,38,13.48,1.78,11.7,-,-,-,1.86,1.2,24.94,-,-,75.8,-
155,臺北市,2015/11/08,松山,5.4,0.74,447.03,32.5,70,43,33.48,9.22,24.26,2.222,0.277,1.945,1.36,0.97,26.26,-,-,75.78,-
156,臺北市,2015/11/08,古亭,5.4,0.69,-,29.2,35,16,31.39,6.0,25.39,2.265,0.232,2.033,1.61,1.2,26.55,-,-,80.49,-
157,臺北市,2015/11/08,中山,6.8,0.89,-,27.8,67,46,44.94,11.06,33.89,2.357,0.296,2.06,1.46,0.87,27.39,-,-,75.92,-
158,臺北市,2015/11/08,大同,7.1,1.39,-,-,81,39,70.18,33.38,36.79,2.713,0.473,2.24,-,-,-,-,-,-,-
159,臺北市,2015/11/08,陽明,2.8,0.3,411.45,53.7,29,21,6.72,0.71,5.96,-,-,-,-,-,22.26,0.0,0.0,88.95,0.0
160,臺北市,2015/11/08,士林,3.9,0.63,-,36.3,64,50,22.2,3.13,19.07,-,-,-,1.32,1.13,26.5,-,-,75.95,-
161,臺北市,2015/11/07,松山,5.6,0.75,438.98,35.2,63,42,34.13,8.95,25.18,2.216,0.296,1.92,1.26,0.87,27.09,-,-,73.69,-
162,臺北市,2015/11/07,古亭,4.2,0.81,-,31.9,37,15,35.66,7.53,28.12,2.336,0.299,2.037,1.61,1.16,27.03,-,-,80.56,-
163,臺北市,2015/11/07,中山,5.4,1.14,-,28.9,91,55,53.27,12.07,41.19,2.545,0.439,2.106,1.27,0.79,27.82,-,-,76.34,-
164,臺北市,2015/11/07,大同,6.3,1.59,-,-,93,49,69.01,27.37,41.64,2.768,0.56,2.208,-,-,-,-,-,-,-
165,臺北市,2015/11/07,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
166,臺北市,2015/11/07,陽明,2.1,0.3,411.71,54.7,34,29,5.95,1.16,4.79,-,-,-,-,-,21.91,0.0,0.0,94.98,0.0
167,臺北市,2015/11/07,士林,4.1,0.68,-,38.3,71,50,27.45,5.42,22.03,-,-,-,1.45,1.25,26.91,-,-,76.21,-
168,臺北市,2015/11/06,松山,1.8,0.34,405.26,14.6,17,7,18.74,7.69,11.04,1.838,0.101,1.737,1.76,1.32,27.72,-,-,68.91,-
169,臺北市,2015/11/06,古亭,1.5,0.33,-,14.7,31,8,17.62,5.64,11.98,1.929,0.074,1.855,2.45,2.3,28.19,-,-,73.05,-
170,臺北市,2015/11/06,中山,1.7,0.55,-,11.8,18,7,29.64,12.58,17.09,2.002,0.159,1.843,2.52,2.38,28.6,-,-,70.34,-
