序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
600,臺中市,2015/11/18,西屯,4.1,-,-,28.9,-,-,-,-,-,-,-,-,2.33,1.56,28.17,0.0,0.0,72.84,0.0
601,臺中市,2015/11/18,忠明,3.3,0.6,-,17.3,54,33,28.75,6.53,22.23,1.977,0.272,1.705,1.44,0.97,27.52,-,-,71.24,-
602,臺中市,2015/11/18,豐原,3.1,0.44,-,18.6,-,27,15.76,2.07,13.77,1.816,0.147,1.669,1.99,1.67,25.46,-,-,73.5,-
603,臺中市,2015/11/18,沙鹿,4.0,0.41,-,25.6,55,26,21.87,3.39,18.5,-,-,-,1.99,1.4,26.5,-,-,76.31,-
604,臺中市,2015/11/18,大里,3.0,0.54,439.12,22.4,56,33,24.33,5.51,18.82,2.076,0.262,1.815,1.66,1.16,27.83,-,-,70.62,-
605,臺中市,2015/11/17,西屯,3.7,0.74,-,27.6,57,32,44.32,15.39,28.92,2.546,0.589,1.957,1.22,0.94,27.12,0.0,0.0,71.45,0.0
606,臺中市,2015/11/17,忠明,4.2,0.86,-,21.3,67,38,47.34,14.34,32.99,-,-,-,1.24,0.79,27.74,-,-,66.22,-
607,臺中市,2015/11/17,豐原,3.0,0.41,-,29.0,18,-,14.99,1.9,13.08,1.775,0.143,1.632,1.92,1.69,25.15,-,-,68.14,-
608,臺中市,2015/11/17,沙鹿,3.2,0.71,-,29.0,-,-,37.07,6.17,30.93,-,-,-,1.44,0.81,26.26,-,-,72.32,-
609,臺中市,2015/11/17,大里,4.2,0.78,455.1,30.4,74,41,32.98,6.75,26.23,2.251,0.367,1.883,1.3,1.02,27.94,-,-,66.27,-
610,臺中市,2015/11/16,西屯,5.7,0.63,-,20.0,63,35,36.47,7.91,28.56,2.196,0.336,1.86,1.46,1.18,26.17,0.0,0.0,76.18,0.0
611,臺中市,2015/11/16,忠明,5.3,0.72,-,19.0,55,30,33.81,5.67,28.13,2.008,0.269,1.739,1.43,0.97,26.7,-,-,69.89,-
612,臺中市,2015/11/16,豐原,2.8,0.43,-,35.4,34,22,13.74,1.7,12.04,1.757,0.152,1.606,1.86,1.68,24.41,-,-,70.72,-
613,臺中市,2015/11/16,沙鹿,4.2,0.67,-,25.6,-,-,30.72,4.65,26.07,-,-,-,1.71,1.05,24.73,-,-,81.0,-
614,臺中市,2015/11/16,大里,3.8,0.68,452.15,22.8,60,37,31.13,6.33,24.8,2.228,0.353,1.876,1.6,1.22,27.05,-,-,69.64,-
615,臺中市,2015/11/15,西屯,2.5,0.47,-,25.3,49,27,23.14,3.98,19.16,2.0,0.187,1.813,1.67,1.3,26.12,0.0,0.0,75.29,0.0
616,臺中市,2015/11/15,忠明,2.2,0.62,-,18.6,43,25,30.23,6.4,23.83,1.953,0.196,1.757,1.51,1.03,26.79,-,-,69.4,-
617,臺中市,2015/11/15,豐原,2.3,0.43,-,32.0,36,30,15.02,2.53,12.48,1.722,0.131,1.59,1.74,1.43,24.9,-,-,68.31,-
618,臺中市,2015/11/15,沙鹿,2.3,0.52,-,24.7,35,18,21.35,2.48,18.87,-,-,-,2.41,1.09,24.31,-,-,80.39,-
619,臺中市,2015/11/15,大里,3.0,0.64,450.35,23.2,59,33,30.61,7.67,22.95,2.135,0.243,1.892,1.47,1.19,27.36,-,-,69.26,-
620,臺中市,2015/11/14,西屯,2.8,0.48,-,23.1,53,33,31.97,8.59,23.38,2.134,0.316,1.818,1.96,1.06,25.88,0.0,0.0,76.84,0.0
621,臺中市,2015/11/14,忠明,3.1,-,-,21.6,52,30,31.74,6.15,25.6,1.894,0.207,1.687,1.82,1.19,27.21,-,-,68.79,-
622,臺中市,2015/11/14,豐原,3.8,0.36,-,31.6,36,21,14.84,3.43,11.4,1.735,0.138,1.597,1.89,1.53,24.43,-,-,72.28,-
623,臺中市,2015/11/14,沙鹿,3.0,0.51,-,21.8,36,17,27.41,4.53,22.88,-,-,-,2.82,1.23,24.51,-,-,79.65,-
624,臺中市,2015/11/14,大里,2.4,0.66,448.64,21.6,67,40,30.81,6.4,24.41,2.178,0.299,1.879,1.53,1.11,26.98,-,-,71.16,-
625,臺中市,2015/11/13,西屯,2.3,0.5,-,29.2,84,54,23.85,1.75,22.1,2.015,0.238,1.777,1.6,1.11,25.64,0.0,0.0,81.62,0.0
626,臺中市,2015/11/13,忠明,3.8,0.71,-,19.9,103,65,32.15,3.33,28.82,2.039,0.303,1.735,1.33,0.85,25.99,-,-,76.58,-
627,臺中市,2015/11/13,豐原,3.0,0.66,-,28.7,55,71,21.06,3.23,17.83,1.953,0.287,1.666,1.25,0.99,24.03,-,-,78.29,-
628,臺中市,2015/11/13,沙鹿,3.2,0.5,-,27.3,58,25,22.71,2.62,20.09,-,-,-,2.08,1.1,24.24,-,-,86.0,-
629,臺中市,2015/11/13,大里,4.5,0.84,451.78,26.7,134,80,31.47,4.61,26.85,2.355,0.398,1.957,1.35,0.89,26.82,-,-,74.12,-
630,臺中市,2015/11/12,西屯,3.8,0.56,-,40.0,74,40,30.64,5.42,25.22,2.142,0.33,1.812,1.51,1.07,25.83,0.0,0.0,76.67,0.0
631,臺中市,2015/11/12,忠明,4.4,0.72,-,23.2,73,40,35.83,6.29,29.54,2.075,0.319,1.756,1.39,0.88,26.23,-,-,71.81,-
632,臺中市,2015/11/12,豐原,3.8,0.69,-,43.1,47,-,25.76,4.79,20.97,1.978,0.291,1.687,1.56,1.17,24.38,-,-,75.45,-
633,臺中市,2015/11/12,沙鹿,4.6,0.57,-,35.3,69,30,27.49,3.56,23.93,-,-,-,1.83,0.98,24.21,-,-,79.78,-
634,臺中市,2015/11/12,大里,4.2,0.77,446.11,34.7,64,51,38.12,7.69,30.43,2.302,0.389,1.913,1.39,1.1,26.86,-,-,71.78,-
635,臺中市,2015/11/11,西屯,2.4,0.41,-,28.5,43,19,22.8,3.35,19.45,1.966,0.203,1.763,2.27,1.32,24.29,0.0,0.0,74.23,0.0
636,臺中市,2015/11/11,忠明,3.5,0.53,-,21.8,40,18,29.3,5.95,23.35,1.91,0.195,1.716,1.74,1.07,24.6,-,-,69.24,-
637,臺中市,2015/11/11,豐原,2.7,0.53,-,21.0,47,20,22.59,3.48,19.1,1.882,0.222,1.66,1.59,1.01,23.41,-,-,73.06,-
638,臺中市,2015/11/11,沙鹿,2.4,0.39,-,30.7,41,12,21.42,2.56,18.86,-,-,-,3.42,1.39,22.61,-,-,75.82,-
639,臺中市,2015/11/11,大里,3.3,0.68,428.66,21.2,55,30,34.48,6.35,28.13,2.208,0.308,1.9,1.6,1.22,25.86,-,-,68.99,-
640,臺中市,2015/11/10,西屯,2.4,0.46,-,37.1,34,14,11.48,1.21,10.27,1.866,0.101,1.765,4.05,1.21,23.68,0.0,0.0,72.57,0.0
641,臺中市,2015/11/10,忠明,2.2,0.53,-,28.8,26,11,16.88,2.29,14.59,1.825,0.122,1.703,2.52,1.32,24.04,-,-,67.93,-
642,臺中市,2015/11/10,豐原,2.0,0.49,-,32.0,43,13,9.48,1.82,7.66,1.724,0.087,1.636,2.28,1.23,22.6,-,-,71.73,-
643,臺中市,2015/11/10,沙鹿,2.3,0.51,-,39.1,41,11,13.96,1.39,12.57,-,-,-,5.49,1.88,22.42,-,-,72.72,-
644,臺中市,2015/11/10,大里,2.3,0.66,421.59,27.3,24,14,19.66,1.98,17.68,2.018,0.171,1.846,2.26,1.31,26.12,-,-,65.58,-
645,臺中市,2015/11/09,西屯,1.9,0.5,-,27.3,71,45,18.91,2.18,16.72,1.929,0.158,1.771,2.95,1.24,26.2,0.0,0.0,78.95,0.0
646,臺中市,2015/11/09,忠明,2.5,0.59,-,21.1,65,43,23.35,3.87,19.48,1.892,0.179,1.713,2.05,1.0,26.65,-,-,73.61,-
647,臺中市,2015/11/09,豐原,2.5,0.43,-,27.8,57,21,12.54,1.82,10.75,1.708,0.124,1.584,1.98,1.07,24.95,-,-,73.95,-
648,臺中市,2015/11/09,沙鹿,3.2,0.52,-,28.9,81,42,19.09,2.24,16.85,-,-,-,4.12,1.59,24.97,-,-,81.88,-
649,臺中市,2015/11/09,大里,3.1,0.71,435.98,23.1,93,56,26.92,5.3,21.62,2.184,0.288,1.896,1.99,1.17,27.46,-,-,72.32,-
650,臺中市,2015/11/08,西屯,4.4,0.54,-,33.7,112,82,26.51,6.04,20.47,2.107,0.274,1.832,1.45,1.1,26.88,0.0,0.0,80.98,0.0
651,臺中市,2015/11/08,忠明,3.8,0.62,-,27.8,105,69,26.87,3.73,23.13,2.001,0.235,1.766,1.43,0.96,27.44,-,-,74.86,-
652,臺中市,2015/11/08,豐原,2.9,0.49,-,35.0,55,45,15.1,1.21,13.91,1.771,0.144,1.627,1.73,1.49,25.26,-,-,74.83,-
653,臺中市,2015/11/08,沙鹿,4.8,0.56,-,42.1,117,69,23.2,3.14,20.06,-,-,-,1.56,0.84,25.64,-,-,83.57,-
654,臺中市,2015/11/08,大里,4.0,0.62,453.61,30.0,92,66,25.73,4.94,20.79,2.069,0.232,1.837,1.53,1.32,27.55,-,-,73.9,-
655,臺中市,2015/11/07,西屯,4.6,0.45,-,33.1,95,61,27.72,5.11,22.61,2.102,0.286,1.817,1.72,1.42,27.26,0.0,0.0,78.86,0.0
656,臺中市,2015/11/07,忠明,3.9,0.58,-,29.6,91,54,26.43,3.63,22.8,1.969,0.238,1.731,1.57,1.15,27.66,-,-,73.95,-
657,臺中市,2015/11/07,豐原,2.4,0.42,-,37.2,81,44,13.56,2.46,11.1,1.773,0.162,1.611,1.95,1.72,25.65,-,-,75.08,-
658,臺中市,2015/11/07,沙鹿,3.5,0.56,-,35.2,95,44,25.36,2.92,22.45,-,-,-,1.79,1.27,26.05,-,-,80.44,-
659,臺中市,2015/11/07,大里,2.8,0.56,436.22,32.7,97,60,22.38,3.08,19.3,2.089,0.257,1.832,1.61,1.17,27.93,-,-,73.11,-
660,臺中市,2015/11/06,西屯,5.3,0.46,-,34.5,90,54,26.25,3.58,22.67,2.13,0.327,1.802,1.45,1.28,26.98,0.0,0.0,81.89,0.0
661,臺中市,2015/11/06,忠明,4.4,0.58,-,26.8,87,52,27.13,2.7,24.43,2.116,0.28,1.835,1.47,1.1,27.26,-,-,77.14,-
662,臺中市,2015/11/06,豐原,3.6,0.86,-,29.1,-,-,18.38,2.65,15.77,1.885,0.26,1.625,1.61,1.31,25.11,-,-,78.96,-
663,臺中市,2015/11/06,沙鹿,4.9,0.47,-,37.4,90,40,22.39,1.77,20.62,-,-,-,1.73,1.3,25.84,-,-,83.57,-
664,臺中市,2015/11/06,大里,5.2,0.63,440.97,32.3,90,61,25.79,4.18,21.62,2.16,0.316,1.844,1.5,1.4,27.49,-,-,76.0,-
665,臺中市,2015/11/05,西屯,3.6,0.5,-,32.2,82,52,30.29,5.91,24.38,2.208,0.39,1.818,1.42,1.02,26.29,0.0,0.0,83.06,0.0
666,臺中市,2015/11/05,忠明,4.3,0.6,-,31.1,85,50,28.27,3.15,25.12,2.187,0.277,1.911,1.44,0.9,26.64,-,-,77.75,-
667,臺中市,2015/11/05,豐原,2.8,0.5,-,37.5,-,-,15.96,2.11,13.84,1.81,0.202,1.608,1.6,1.45,24.68,-,-,78.22,-
668,臺中市,2015/11/05,沙鹿,4.8,0.48,-,32.1,83,41,24.51,3.57,20.95,-,-,-,1.66,0.91,25.38,-,-,85.06,-
669,臺中市,2015/11/05,大里,5.0,0.66,445.77,31.5,91,55,27.37,3.86,23.51,2.221,0.333,1.888,1.64,1.27,27.18,-,-,76.23,-
670,臺中市,2015/11/04,西屯,4.8,0.52,-,42.0,76,40,28.12,4.37,23.75,2.267,0.414,1.852,1.33,1.09,26.36,0.0,0.0,77.17,0.0
671,臺中市,2015/11/04,忠明,4.2,0.63,-,36.2,74,38,34.32,6.18,28.15,2.241,0.309,1.931,1.36,0.94,26.74,-,-,72.19,-
672,臺中市,2015/11/04,豐原,3.6,0.58,-,52.3,55,19,19.31,2.11,17.2,1.958,0.265,1.692,1.71,1.24,24.66,-,-,75.95,-
673,臺中市,2015/11/04,沙鹿,6.3,0.57,-,40.5,76,29,29.85,4.79,25.05,-,-,-,1.45,1.15,25.04,-,-,79.28,-
674,臺中市,2015/11/04,大里,4.7,0.73,449.82,39.4,84,53,29.45,6.07,23.38,2.358,0.422,1.935,1.37,1.1,27.04,-,-,73.75,-
675,臺中市,2015/11/03,西屯,3.1,0.35,-,33.6,33,12,15.83,1.13,14.68,1.902,0.137,1.765,2.63,1.2,24.41,0.0,0.0,76.02,0.0
676,臺中市,2015/11/03,忠明,3.1,0.5,-,25.3,21,12,23.34,4.25,19.09,1.916,0.162,1.754,1.64,1.04,24.73,-,-,70.48,-
677,臺中市,2015/11/03,豐原,2.4,0.39,-,25.8,-,18,13.67,1.79,11.88,1.775,0.146,1.629,1.71,1.14,23.12,-,-,73.01,-
678,臺中市,2015/11/03,沙鹿,2.5,0.35,-,36.0,39,12,16.39,0.63,15.75,-,-,-,4.1,1.5,23.03,-,-,77.99,-
679,臺中市,2015/11/03,大里,2.9,0.66,439.78,24.2,43,-,29.4,6.18,23.22,2.202,0.316,1.886,1.41,1.07,25.83,-,-,70.42,-
680,臺中市,2015/11/02,西屯,0.7,0.31,-,31.0,34,14,12.27,1.1,11.18,1.884,0.109,1.776,4.27,1.37,22.71,0.0,0.0,77.15,0.0
681,臺中市,2015/11/02,忠明,2.0,0.36,-,25.0,23,13,16.81,2.41,14.4,1.81,0.112,1.699,2.47,1.1,22.97,-,-,71.44,-
682,臺中市,2015/11/02,豐原,1.1,0.3,-,24.5,55,14,10.76,2.78,7.98,1.677,0.079,1.599,2.17,0.99,21.26,-,-,75.03,-
683,臺中市,2015/11/02,沙鹿,2.3,0.35,-,30.5,43,13,15.44,1.78,13.65,-,-,-,5.44,1.89,21.51,-,-,78.19,-
684,臺中市,2015/11/02,大里,1.5,0.43,432.96,22.3,25,-,19.95,3.55,16.4,2.043,0.217,1.826,2.59,1.42,25.08,-,-,68.16,-
685,臺中市,2015/11/01,西屯,2.3,0.31,-,22.6,40,17,18.93,2.56,16.37,1.92,0.131,1.789,2.33,0.96,23.78,0.0,0.0,79.68,0.0
686,臺中市,2015/11/01,忠明,2.4,0.4,-,17.2,36,18,24.9,4.29,20.62,1.878,0.141,1.737,1.59,0.87,24.01,-,-,74.33,-
687,臺中市,2015/11/01,豐原,3.5,0.36,-,18.1,37,20,17.75,3.64,14.11,1.775,0.131,1.644,1.52,0.93,22.45,-,-,77.5,-
688,臺中市,2015/11/01,沙鹿,2.5,0.27,-,25.8,38,9,14.37,1.62,12.75,-,-,-,3.26,1.31,22.41,-,-,80.39,-
689,臺中市,2015/11/01,大里,4.1,0.49,437.06,17.8,53,-,26.73,5.72,21.01,2.055,0.2,1.855,1.71,1.15,25.21,-,-,73.47,-
690,臺南市,2015/11/30,新營,2.1,0.33,-,26.2,58,18,17.74,2.75,14.99,2.047,0.09,1.957,2.53,1.15,22.93,0.0,0.0,76.18,0.0
691,臺南市,2015/11/30,善化,2.9,0.31,419.55,25.8,51,25,16.5,2.37,14.13,-,-,-,3.19,1.54,23.76,-,-,77.94,-
692,臺南市,2015/11/30,安南,2.5,0.2,-,30.0,49,15,12.47,0.94,11.72,1.941,0.11,1.831,2.73,1.11,23.73,-,-,79.7,-
693,臺南市,2015/11/30,臺南,2.9,0.45,-,29.8,42,15,18.08,2.08,16.0,2.131,0.161,1.97,2.54,1.34,23.54,-,-,72.58,-
694,臺南市,2015/11/29,新營,2.8,0.53,-,34.0,111,58,19.42,1.46,17.96,2.239,0.155,2.084,2.21,1.0,22.94,0.0,0.0,71.64,0.0
695,臺南市,2015/11/29,善化,4.1,0.47,437.94,34.0,88,63,16.24,1.31,14.93,-,-,-,2.55,1.53,23.41,-,-,76.07,-
696,臺南市,2015/11/29,安南,3.8,0.36,-,34.7,95,55,19.34,1.13,18.32,2.199,0.195,2.004,2.23,0.95,23.56,-,-,77.43,-
697,臺南市,2015/11/29,臺南,4.6,0.66,-,36.4,89,38,26.18,1.87,24.3,2.309,0.229,2.08,2.2,1.21,23.55,-,-,68.98,-
698,臺南市,2015/11/28,新營,3.1,0.59,-,38.1,115,59,28.29,5.34,22.95,2.273,0.207,2.066,1.6,0.92,20.8,0.0,0.0,65.35,0.0
699,臺南市,2015/11/28,善化,4.7,0.51,445.61,38.7,100,60,23.22,3.72,19.5,-,-,-,1.82,1.36,21.5,-,-,72.03,-
700,臺南市,2015/11/28,安南,5.2,0.5,-,41.2,96,55,26.24,5.34,20.93,2.283,0.266,2.016,1.71,0.93,21.58,-,-,67.73,-
701,臺南市,2015/11/28,臺南,6.2,0.71,-,42.5,97,41,34.36,4.54,29.82,2.367,0.3,2.066,1.85,1.01,21.82,-,-,57.67,-
702,臺南市,2015/11/27,新營,3.7,0.39,-,31.0,70,28,26.07,3.83,22.24,2.158,0.14,2.018,1.99,1.09,18.07,0.0,0.0,56.05,0.0
703,臺南市,2015/11/27,善化,4.5,0.35,426.73,35.1,59,25,20.36,2.08,18.28,-,-,-,2.49,1.42,19.87,-,-,61.75,-
704,臺南市,2015/11/27,安南,4.1,0.35,-,35.0,57,19,18.37,1.75,16.59,2.041,0.159,1.882,2.29,1.29,19.17,-,-,57.63,-
705,臺南市,2015/11/27,臺南,4.1,0.47,-,36.3,48,17,23.39,2.21,21.18,2.208,0.206,2.002,2.33,1.71,18.95,-,-,50.94,-
706,臺南市,2015/11/26,新營,1.9,0.35,-,35.3,97,17,13.33,1.49,11.84,2.033,0.089,1.945,4.25,1.7,18.74,0.0,0.0,56.53,0.0
707,臺南市,2015/11/26,善化,2.4,0.33,418.0,34.1,73,19,11.52,1.23,10.28,-,-,-,5.91,1.1,20.49,-,-,61.66,-
708,臺南市,2015/11/26,安南,2.7,0.39,-,35.6,104,13,10.81,0.89,9.89,1.943,0.119,1.824,5.18,1.89,19.82,-,-,58.01,-
709,臺南市,2015/11/26,臺南,2.9,0.42,-,35.2,83,13,15.22,2.08,13.14,2.075,0.135,1.94,4.18,2.33,19.54,-,-,52.16,-
710,臺南市,2015/11/25,新營,3.5,0.35,-,34.0,66,15,14.25,1.77,12.48,2.039,0.092,1.946,3.1,1.18,23.44,0.0,0.0,71.33,0.0
711,臺南市,2015/11/25,善化,3.4,0.33,417.92,31.7,62,19,14.49,2.11,12.38,-,-,-,3.87,1.73,24.78,-,-,73.92,-
712,臺南市,2015/11/25,安南,2.3,0.32,-,35.8,57,13,11.32,1.1,10.22,1.958,0.115,1.842,3.54,1.33,24.3,-,-,74.58,-
713,臺南市,2015/11/25,臺南,2.8,0.45,-,36.6,53,14,15.68,1.91,13.78,2.118,0.15,1.967,3.24,1.46,23.8,-,-,67.51,-
714,臺南市,2015/11/24,新營,4.3,0.45,-,24.6,76,26,23.6,6.06,17.54,2.195,0.157,2.038,2.24,1.03,24.2,0.0,0.0,75.41,0.0
715,臺南市,2015/11/24,善化,3.9,0.4,433.32,27.3,68,28,18.58,4.06,14.52,-,-,-,2.58,1.49,25.54,-,-,78.34,-
716,臺南市,2015/11/24,安南,3.5,0.33,-,26.9,75,24,19.24,3.59,15.73,2.152,0.184,1.968,2.45,1.03,25.14,-,-,79.86,-
717,臺南市,2015/11/24,臺南,4.1,0.58,-,29.6,71,21,23.26,4.16,19.1,2.311,0.236,2.075,2.08,1.16,24.67,-,-,71.9,-
718,臺南市,2015/11/23,新營,2.6,0.4,-,28.2,78,22,16.94,3.5,13.45,2.127,0.097,2.03,2.04,1.0,25.3,0.0,0.0,79.28,0.0
719,臺南市,2015/11/23,善化,3.0,0.37,433.27,28.7,70,26,13.77,1.95,11.83,-,-,-,2.14,1.49,26.32,-,-,81.53,-
720,臺南市,2015/11/23,安南,3.2,-,-,25.9,69,22,16.26,3.21,13.11,2.024,0.122,1.901,2.1,0.98,26.18,-,-,83.73,-
721,臺南市,2015/11/23,臺南,3.5,0.53,-,32.3,67,21,19.53,2.63,16.9,2.213,0.184,2.029,1.83,1.03,25.49,-,-,76.01,-
722,臺南市,2015/11/22,新營,3.7,0.46,-,31.7,87,37,16.75,2.97,13.78,2.213,0.147,2.066,1.78,1.08,25.66,0.0,0.0,78.87,0.0
723,臺南市,2015/11/22,善化,2.8,0.39,430.89,31.7,66,33,11.77,1.13,10.64,-,-,-,1.97,1.46,26.36,-,-,81.58,-
724,臺南市,2015/11/22,安南,2.6,-,-,32.3,71,37,14.11,1.31,13.0,2.005,0.137,1.869,2.09,1.13,26.12,-,-,84.29,-
725,臺南市,2015/11/22,臺南,3.1,0.57,-,34.7,69,29,17.64,1.54,16.1,2.217,0.19,2.027,2.1,1.31,25.53,-,-,76.03,-
726,臺南市,2015/11/21,新營,2.3,0.52,-,22.2,75,31,19.99,2.49,17.5,2.252,0.151,2.101,1.27,0.89,25.58,0.5,4.85,80.44,6.87
727,臺南市,2015/11/21,善化,2.7,0.39,430.16,25.4,52,26,15.65,3.12,12.54,-,-,-,1.8,1.32,26.4,-,-,81.85,-
728,臺南市,2015/11/21,安南,3.1,0.07,-,27.8,54,22,14.26,1.04,13.36,2.061,0.206,1.855,1.76,1.09,26.28,-,-,84.18,-
729,臺南市,2015/11/21,臺南,3.1,0.59,-,29.5,51,21,17.4,1.44,15.95,2.209,0.19,2.019,1.79,1.17,25.49,-,-,76.77,-
730,臺南市,2015/11/20,新營,3.2,0.57,-,33.0,98,35,24.43,5.22,19.2,2.224,0.178,2.046,1.68,0.91,25.87,0.0,0.0,78.33,0.0
731,臺南市,2015/11/20,善化,4.0,0.51,431.84,35.0,76,38,19.29,3.05,16.23,-,-,-,2.04,1.56,26.94,-,-,79.99,-
732,臺南市,2015/11/20,安南,4.4,0.46,-,37.6,65,28,15.99,1.46,14.63,1.965,0.152,1.814,2.22,1.18,26.58,-,-,82.07,-
733,臺南市,2015/11/20,臺南,4.3,0.61,-,40.1,59,22,19.02,1.6,17.4,2.201,0.199,2.001,2.26,1.29,25.84,-,-,74.52,-
734,臺南市,2015/11/19,新營,4.3,0.38,-,29.4,74,22,15.37,2.63,12.73,2.108,0.125,1.982,2.48,1.11,26.41,0.0,0.0,78.54,0.0
735,臺南市,2015/11/19,善化,4.0,0.34,418.99,29.6,57,32,13.66,1.76,11.89,-,-,-,3.0,1.59,27.37,-,-,79.99,-
736,臺南市,2015/11/19,安南,3.0,0.37,-,32.0,66,28,12.85,1.53,11.3,1.905,0.125,1.779,2.55,1.2,27.17,-,-,82.73,-
737,臺南市,2015/11/19,臺南,3.9,0.51,-,30.7,53,22,17.27,2.42,14.84,2.164,0.182,1.982,2.38,1.26,26.54,-,-,74.67,-
738,臺南市,2015/11/18,新營,3.1,0.3,-,30.4,70,29,14.37,2.17,12.2,2.071,0.109,1.962,1.84,1.11,27.42,0.0,0.0,72.78,0.0
739,臺南市,2015/11/18,善化,3.8,0.29,426.7,34.0,48,34,11.73,1.3,10.43,-,-,-,1.98,1.4,27.86,-,-,77.54,-
740,臺南市,2015/11/18,安南,3.6,0.34,-,33.0,74,38,-,-,-,2.053,0.209,1.843,2.06,1.07,28.12,-,-,78.87,-
741,臺南市,2015/11/18,臺南,3.5,0.49,-,41.2,59,31,17.67,1.71,15.96,2.216,0.224,1.993,1.92,1.28,27.61,-,-,69.58,-
742,臺南市,2015/11/17,新營,3.1,0.5,-,39.3,85,38,19.39,2.4,16.99,2.343,0.182,2.161,1.31,0.82,27.19,0.0,0.0,71.43,0.0
743,臺南市,2015/11/17,善化,4.2,0.42,433.74,40.2,66,38,15.98,2.66,13.32,-,-,-,1.38,1.05,27.38,-,-,77.72,-
744,臺南市,2015/11/17,安南,4.6,0.53,-,41.2,83,52,26.68,5.38,21.43,2.208,0.234,1.975,1.41,1.02,27.8,-,-,78.04,-
745,臺南市,2015/11/17,臺南,5.3,0.67,-,48.9,65,36,22.99,2.06,20.92,2.354,0.29,2.064,1.56,1.16,27.27,-,-,68.45,-
746,臺南市,2015/11/16,新營,4.4,0.5,-,28.5,82,-,16.73,1.66,15.07,2.254,0.143,2.111,1.46,0.9,25.87,0.0,0.0,78.37,0.0
747,臺南市,2015/11/16,善化,2.6,0.44,437.22,26.4,58,31,14.34,1.43,12.89,-,-,-,1.47,1.08,26.65,-,-,80.13,-
748,臺南市,2015/11/16,安南,2.8,0.46,-,28.6,64,31,16.89,1.8,15.21,2.125,0.17,1.955,1.63,0.9,26.87,-,-,80.93,-
749,臺南市,2015/11/16,臺南,4.0,0.64,-,35.4,60,33,19.61,1.57,18.04,2.33,0.241,2.088,1.52,1.0,26.37,-,-,72.64,-
750,臺南市,2015/11/15,新營,3.8,0.59,-,26.7,87,49,22.3,5.08,17.21,2.261,0.171,2.091,1.96,0.96,26.08,0.0,0.0,75.68,0.0
751,臺南市,2015/11/15,善化,4.4,0.53,445.76,30.0,81,40,20.47,4.97,15.5,-,-,-,1.91,1.33,27.05,-,-,78.67,-
752,臺南市,2015/11/15,安南,3.8,0.54,-,29.8,76,41,20.77,3.29,17.54,2.081,0.165,1.917,1.97,1.06,27.02,-,-,79.81,-
753,臺南市,2015/11/15,臺南,4.0,0.73,-,30.0,71,32,27.32,4.69,22.63,2.358,0.239,2.118,1.96,1.22,26.31,-,-,72.23,-
754,臺南市,2015/11/14,新營,4.1,0.6,-,25.6,114,-,24.91,4.86,20.06,2.389,0.226,2.163,1.79,0.94,26.25,0.0,0.0,75.3,0.0
755,臺南市,2015/11/14,善化,4.4,0.48,439.61,28.3,86,56,16.39,1.3,15.1,-,-,-,1.82,1.3,26.62,-,-,80.6,-
756,臺南市,2015/11/14,安南,4.1,0.53,-,29.4,96,59,20.75,1.99,18.87,2.165,0.259,1.906,1.76,1.1,26.88,-,-,81.2,-
757,臺南市,2015/11/14,臺南,5.1,0.66,-,33.4,81,49,23.59,2.0,21.59,2.307,0.251,2.056,1.74,1.26,26.28,-,-,72.89,-
758,臺南市,2015/11/13,新營,3.9,0.5,-,35.3,118,51,18.91,1.5,17.42,2.176,0.144,2.032,1.76,0.87,26.1,0.0,0.0,79.06,0.0
759,臺南市,2015/11/13,善化,3.4,0.43,432.49,36.1,91,48,14.7,1.34,13.36,-,-,-,2.17,1.21,27.06,-,-,80.36,-
760,臺南市,2015/11/13,安南,3.4,0.43,-,37.0,84,48,14.93,1.02,13.91,2.016,0.158,1.858,2.11,0.98,27.1,-,-,81.36,-
761,臺南市,2015/11/13,臺南,3.9,0.62,-,42.1,69,44,18.2,1.36,16.84,2.263,0.239,2.024,1.98,1.17,26.57,-,-,72.8,-
762,臺南市,2015/11/12,新營,5.7,0.54,-,44.4,90,39,21.45,2.7,18.75,2.266,0.161,2.104,1.4,0.9,26.05,0.0,0.0,74.59,0.0
763,臺南市,2015/11/12,善化,4.4,0.45,434.56,48.2,72,37,15.69,0.99,14.65,-,-,-,1.4,1.05,26.83,-,-,78.3,-
764,臺南市,2015/11/12,安南,3.9,0.42,-,45.5,70,29,16.31,1.77,14.59,2.002,0.161,1.841,1.55,1.03,26.57,-,-,79.87,-
765,臺南市,2015/11/12,臺南,4.8,0.65,-,45.7,67,33,22.84,2.48,20.36,2.277,0.256,2.021,1.51,1.12,25.9,-,-,71.76,-
